iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:50:08 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 19.2 18.0 -21.9 0.32 -0.14 -0.94 37.427988 -122.174257 35.1 -0.5221 0.0197 0.7842 0.417 0.095 1.150
0.06 19.2 18.0 -21.9 0.34 -0.13 -0.94 37.427988 -122.174257 35.1 -0.2477 0.1858 0.0777 0.410 0.096 1.166
0.10 20.9 17.8 -20.7 0.45 -0.26 -0.95 37.427988 -122.174257 35.1 -0.0452 0.2884 -0.1747 0.420 0.099 1.165
0.13 20.9 17.8 -20.7 0.47 -0.13 -0.85 37.427988 -122.174257 35.1 0.1233 -0.4029 -0.3923 0.430 0.104 1.155
0.16 20.6 17.8 -20.3 0.18 0.00 -0.80 37.427988 -122.174257 35.1 -0.1413 -2.4364 -0.3346 0.387 0.101 1.145
0.19 20.6 17.8 -20.3 0.09 -0.01 -0.77 37.427988 -122.174257 35.1 -1.2309 -1.1034 -0.3683 0.284 0.057 1.147
0.22 18.9 18.8 -20.3 0.15 -0.12 -0.87 37.427988 -122.174257 35.1 -1.8169 0.1090 -0.2818 0.277 0.014 1.149
0.25 18.9 18.8 -20.3 0.21 -0.04 -0.92 37.427988 -122.174257 35.1 -1.5487 -0.4286 -0.0969 0.273 -0.035 1.158
0.28 18.1 20.6 -20.4 0.17 0.03 -0.67 37.427988 -122.174257 35.1 -0.7981 -1.6706 0.1399 0.241 -0.064 1.166
0.31 18.1 20.6 -20.4 -0.08 0.15 -0.62 37.427988 -122.174257 35.1 -1.4330 -0.8202 0.2886 0.177 -0.093 1.181
0.35 17.8 23.1 -20.3 -0.06 0.16 -1.00 37.427988 -122.174257 35.1 -3.5712 0.8987 0.7708 0.194 -0.160 1.210
0.38 17.8 23.1 -20.3 0.64 0.50 -1.01 37.427988 -122.174257 35.1 -5.6783 0.6680 2.2540 0.235 -0.285 1.281
0.41 18.6 26.1 -15.8 -0.03 0.34 -1.19 37.427988 -122.174257 35.1 -1.7082 -0.1189 1.9357 0.318 -0.402 1.427
0.44 18.6 26.1 -15.8 0.05 0.24 -0.86 37.427988 -122.174257 35.1 2.0951 -2.2987 0.2464 0.267 -0.361 1.452
0.47 21.0 25.9 -11.3 0.09 0.09 -0.67 37.427988 -122.174257 35.1 1.3635 0.3325 -0.4502 0.240 -0.314 1.432
0.50 21.0 25.9 -11.3 -0.15 0.07 -1.25 37.427988 -122.174257 35.1 -1.5120 -0.2521 -0.6705 0.238 -0.330 1.418
0.53 21.7 25.5 -11.1 -0.19 0.01 -1.38 37.427988 -122.174257 35.1 -0.7605 -1.3528 -1.3408 0.197 -0.369 1.394
0.56 21.7 25.5 -11.1 -0.38 -0.01 -1.88 37.427988 -122.174257 35.1 -0.8751 -1.6509 -1.4952 0.114 -0.401 1.339
0.60 19.8 27.4 -12.0 -0.47 -0.09 -1.92 37.427988 -122.174257 35.1 0.0478 0.0052 -1.3408 0.082 -0.416 1.299
0.63 19.8 27.4 -12.0 -0.78 0.08 -1.92 37.427988 -122.174257 35.1 0.7311 -1.4275 -1.6407 0.040 -0.401 1.258
0.66 16.5 31.0 -13.7 -0.27 0.26 -1.95 37.427988 -122.174257 35.1 1.2694 -1.1713 -2.4169 -0.024 -0.370 1.195
0.69 16.5 31.0 -13.7 -0.39 0.44 -1.98 37.427988 -122.174257 35.1 0.9455 -0.3317 -2.0492 -0.069 -0.321 1.075
