iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:11:01 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -0.7 -26.2 -38.2 0.10 -0.08 -0.98 37.425926 -122.151774 5.3 -0.1510 -0.2190 0.2305 0.069 0.125 -0.147
0.07 -0.7 -26.2 -38.2 0.05 -0.08 -0.99 37.425926 -122.151774 5.3 -0.0125 0.0486 0.4445 0.064 0.120 -0.134
0.10 -1.6 -28.1 -36.3 0.02 -0.12 -0.97 37.425926 -122.151774 5.3 -0.0087 0.1291 0.3086 0.064 0.121 -0.124
0.13 -1.6 -28.1 -36.3 0.11 -0.17 -0.88 37.425926 -122.151774 5.3 -0.4799 -0.3080 0.1055 0.059 0.114 -0.118
0.16 -2.4 -27.8 -36.9 0.01 -0.02 -1.05 37.425926 -122.151774 5.3 -1.0978 -0.3904 0.0269 0.046 0.088 -0.115
0.19 -2.4 -27.8 -36.9 -0.01 -0.07 -1.14 37.425926 -122.151774 5.3 -0.7547 -0.1658 0.0351 0.037 0.054 -0.113
0.23 -1.9 -26.0 -39.2 0.03 -0.07 -1.06 37.425926 -122.151774 5.3 -0.1534 -0.4480 0.0966 0.029 0.043 -0.111
0.26 -1.9 -26.0 -39.2 -0.04 -0.06 -1.01 37.425926 -122.151774 5.3 -0.2644 -0.4725 -0.0115 -0.002 0.043 -0.109
0.29 -1.9 -25.4 -38.7 -0.14 -0.09 -1.08 37.425926 -122.151774 5.3 -0.8893 0.0684 -0.1061 -0.009 0.028 -0.112
0.32 -1.9 -25.4 -38.7 -0.14 -0.07 -1.29 37.425926 -122.151774 5.3 -1.4528 0.9595 0.0716 0.005 -0.006 -0.114
0.35 -1.2 -23.0 -40.3 -0.22 -0.10 -1.42 37.425926 -122.151774 5.3 -0.7841 0.8366 0.2276 0.038 -0.046 -0.103
0.38 -1.2 -23.0 -40.3 -0.16 -0.20 -1.64 37.425926 -122.151774 5.3 -0.7455 1.3240 -0.0060 0.064 -0.066 -0.099
0.41 -0.8 -20.5 -41.9 -0.28 -0.21 -1.95 37.425926 -122.151774 5.3 -0.6483 0.4061 -0.1251 0.090 -0.084 -0.102
0.45 -0.8 -20.5 -41.9 -0.45 -0.14 -1.96 37.425926 -122.151774 5.3 -0.0536 -0.1333 0.0414 0.088 -0.099 -0.093
0.48 -0.3 -19.4 -42.4 -0.29 -0.07 -2.00 37.425926 -122.151774 5.3 -0.2368 -0.2606 -0.5779 0.081 -0.106 -0.102
0.51 -0.3 -19.4 -42.4 -0.26 0.04 -2.00 37.425926 -122.151774 5.3 1.0389 -0.1860 -0.7410 0.070 -0.089 -0.130
0.54 0.8 -18.6 -42.4 -0.10 0.24 -1.86 37.425926 -122.151774 5.3 1.6491 -0.5597 -0.7291 0.057 -0.053 -0.153
0.57 0.8 -18.6 -42.4 -0.04 0.33 -1.26 37.425926 -122.151774 5.3 2.2520 -0.6677 -0.2821 0.041 0.001 -0.171
0.60 -0.2 -21.8 -41.0 0.02 0.29 -1.09 37.425926 -122.151774 5.3 1.5848 1.0284 -0.7852 0.036 0.083 -0.181
0.63 -0.2 -21.8 -41.0 0.29 0.47 -0.43 37.425926 -122.151774 5.3 2.3516 0.2312 -0.9010 0.057 0.137 -0.209
0.66 -0.9 -27.7 -37.8 0.52 0.39 -0.07 37.425926 -122.151774 5.3 1.9026 0.3276 -0.7997 0.065 0.193 -0.236
0.69 -0.9 -27.7 -37.8 0.35 0.22 -0.07 37.425926 -122.151774 5.3 1.2885 0.3417 -0.3307 0.081 0.240 -0.256
0.73 1.1 -30.0 -35.6 0.51 0.19 0.09 37.425926 -122.151774 5.3 1.4595 0.0268 -0.6047 0.090 0.276 -0.274
0.76 1.1 -30.0 -35.6 0.32 -0.04 -0.06 37.425926 -122.151774 3.8 1.0033 -0.5158 -0.1624 0.085 0.308 -0.288
0.79 2.7 -34.2 -32.0 0.19 -0.09 -0.05 37.425926 -122.151774 3.8 0.5972 -0.0104 -0.0798 0.077 0.334 -0.295
0.82 2.7 -34.2 -32.0 0.07 -0.21 -0.12 37.425926 -122.151774 3.8 0.3491 -0.3322 -0.0994 0.074 0.345 -0.299
0.85 2.7 -35.8 -30.7 0.10 -0.26 -0.18 37.425926 -122.151774 3.8 0.4318 -0.6813 -0.0621 0.058 0.357 -0.301
0.88 2.7 -35.8 -30.7 -0.06 -0.20 -0.10 37.425926 -122.151774 3.8 -0.1056 -0.0356 0.0598 0.049 0.359 -0.304
0.91 1.6 -36.1 -31.0 -0.11 -0.24 -0.22 37.425926 -122.151774 3.8 -0.1634 0.0061 0.0915 0.048 0.357 -0.300
0.95 1.6 -36.1 -31.0 0.02 -0.22 -0.34 37.425926 -122.151774 3.8 -0.4617 -0.3581 -0.2564 0.033 0.333 -0.309
0.98 1.3 -35.7 -30.6 -0.21 -0.03 0.05 37.425926 -122.151774 3.8 -0.2482 0.1582 -0.1355 0.033 0.327 -0.313
1.01 1.3 -35.7 -30.6 -0.12 -0.19 -0.51 37.425926 -122.151774 3.8 -0.8211 -0.3961 0.0859 0.032 0.319 -0.307
1.04 1.2 -34.3 -31.6 -0.18 -0.07 -0.48 37.425926 -122.151774 3.8 -1.3099 -1.2322 -0.1803 0.009 0.284 -0.311
1.07 1.2 -34.3 -31.6 -0.26 0.02 -0.56 37.425926 -122.151774 3.8 -0.4067 -0.5791 0.0046 -0.031 0.260 -0.312
1.10 -0.1 -32.7 -33.2 -0.32 0.05 -0.92 37.425926 -122.151774 3.8 -0.8503 -0.1364 -0.0754 -0.034 0.243 -0.314
1.13 -0.1 -32.7 -33.2 -0.32 0.05 -0.92 37.425926 -122.151774 3.8 -1.2463 -0.9495 -0.1245 -0.063 0.204 -0.319
1.16 -1.3 -31.0 -34.4 -0.28 0.16 -1.12 37.425926 -122.151774 3.8 -1.1262 0.5975 -0.7720 -0.066 0.167 -0.338
