iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:04:47 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 18.3 14.4 -10.4 0.10 -0.15 -1.20 37.428034 -122.174214 35.7 -1.0904 -0.3858 0.1388 0.253 0.201 -2.275
0.07 18.3 14.4 -10.4 0.22 -0.22 -1.10 37.428034 -122.174214 35.7 0.0839 0.7297 -0.2384 0.260 0.191 -2.273
0.10 18.0 15.3 -10.1 0.39 -0.23 -0.76 37.428034 -122.174214 35.7 0.4948 0.5283 -0.4335 0.283 0.198 -2.288
0.13 18.0 15.3 -10.1 0.15 -0.18 -0.92 37.428034 -122.174214 35.7 -0.2460 0.2093 -0.3329 0.293 0.198 -2.300
0.16 18.2 15.4 -9.7 0.17 -0.14 -1.07 37.428034 -122.174214 35.7 -1.0517 -0.3023 -0.3142 0.278 0.153 -2.296
0.19 18.2 15.4 -9.7 0.27 -0.18 -0.88 37.428034 -122.174214 35.7 -0.5798 0.1949 -0.5266 0.278 0.131 -2.302
0.22 18.5 15.6 -8.8 0.20 -0.13 -1.00 37.428034 -122.174214 35.7 -0.8748 0.2324 -0.3424 0.286 0.109 -2.309
0.25 18.5 15.6 -8.8 0.19 -0.00 -1.30 37.428034 -122.174214 35.7 -1.7050 0.1504 -0.2759 0.290 0.071 -2.305
0.28 18.3 16.4 -7.9 0.28 -0.00 -1.85 37.428034 -122.174214 35.7 -2.2510 -0.1638 -0.3648 0.297 -0.004 -2.296
0.31 18.3 16.4 -7.9 0.09 0.18 -1.97 37.428034 -122.174214 35.7 -2.0290 -0.5500 -0.0848 0.281 -0.066 -2.284
0.35 16.8 17.3 -6.5 0.16 0.31 -1.97 37.428034 -122.174214 35.7 -0.7998 -0.2123 -0.3684 0.274 -0.103 -2.280
0.38 16.8 17.3 -6.5 0.41 0.50 -1.97 37.428034 -122.174214 35.7 0.9792 -1.1373 -0.6674 0.253 -0.102 -2.295
0.41 17.1 17.3 -7.3 0.87 0.71 -1.96 37.428034 -122.174214 35.7 4.3410 -2.7951 -1.0713 0.155 0.024 -2.365
0.44 17.1 17.3 -7.3 1.29 1.17 -1.96 37.428034 -122.174214 35.7 6.2708 -3.7759 -0.7997 0.064 0.170 -2.407
0.47 16.2 16.7 -12.3 1.82 1.75 -1.95 37.428034 -122.174214 35.7 8.4737 -3.6448 -0.6376 -0.034 0.381 -2.430
0.50 16.2 16.7 -12.3 1.82 1.75 -1.95 37.428034 -122.174214 35.7 10.9757 -4.6404 0.1007 -0.159 0.655 -2.408
0.53 9.6 6.8 -23.5 1.99 2.04 -1.37 37.428034 -122.174214 35.7 13.0298 -4.6931 1.5805 -0.599 1.073 -2.096
0.57 9.6 6.8 -23.5 1.42 2.04 -0.02 37.428034 -122.174214 35.7 12.7630 -1.9035 2.3469 -1.460 1.222 -1.254
0.60 3.6 -5.5 -24.5 0.66 1.32 1.46 37.428034 -122.174214 35.7 8.4757 -1.1558 2.6602 -2.126 1.076 -0.570
0.63 3.6 -5.5 -24.5 0.43 1.08 1.63 37.428034 -122.174214 35.7 5.1461 -1.6451 3.0725 -2.314 0.904 -0.401
0.66 -4.9 -16.9 -16.3 -0.24 1.09 1.77 37.428034 -122.174214 35.7 1.2734 -1.8099 3.6765 -2.376 0.690 -0.425
0.69 -4.9 -16.9 -16.3 -0.98 1.04 1.77 37.428034 -122.174214 35.7 -0.4603 -1.7558 2.6125 -2.384 0.625 -0.499
0.72 -9.2 -16.7 -12.1 -0.98 0.71 1.57 37.428034 -122.174214 35.7 -1.8947 -0.8548 1.3373 -2.375 0.616 -0.574
0.75 -9.2 -16.7 -12.1 -0.99 0.57 1.15 37.428034 -122.174214 35.7 -3.0781 -0.1784 0.4684 -2.338 0.651 -0.657
0.78 -12.2 -13.3 -10.9 -0.97 0.52 0.78 37.428034 -122.174214 35.7 -4.2632 0.1731 -0.5234 -2.251 0.747 -0.791
0.81 -12.2 -13.3 -10.9 -0.98 0.50 0.63 37.428034 -122.174214 35.7 -4.7312 0.6479 -1.3228 -2.152 0.844 -0.913
0.85 -12.0 -12.6 -13.1 -0.94 0.61 0.55 37.428034 -122.174214 35.7 -5.3929 0.9041 -2.0900 -2.004 0.956 -1.074
0.88 -12.0 -12.6 -13.1 -0.82 0.78 0.24 37.428034 -122.174214 35.7 -6.5925 1.1805 -2.9529 -1.752 1.075 -1.336
0.91 -8.1 -10.6 -20.3 -1.13 1.40 -0.01 37.428034 -122.174214 35.7 -8.5805 1.2958 -4.3441 -0.866 1.149 -2.250
0.94 -8.1 -10.6 -20.3 -0.85 1.98 -0.20 37.428034 -122.174214 35.7 -10.2048 1.1587 -6.4859 -0.309 1.010 -2.837
0.97 -4.3 -4.1 -25.7 0.32 2.00 -1.38 37.428034 -122.174214 35.7 -11.8024 1.9363 -8.5528 0.046 0.722 3.049
1.00 -4.3 -4.1 -25.7 1.54 2.03 -1.84 37.428034 -122.174214 35.7 -10.4561 3.0350 -9.0918 0.238 0.375 2.813
1.03 -1.9 7.9 -27.4 2.03 2.04 -1.95 37.428034 -122.174214 35.7 -8.5000 -0.8294 -7.0126 0.337 -0.043 2.610
1.06 -1.9 7.9 -27.4 2.03 1.68 -1.95 37.428034 -122.174214 35.7 -4.2671 1.3793 -5.8304 0.330 -0.253 2.497
1.10 -8.9 24.5 -18.9 2.02 1.25 -1.95 37.428034 -122.174214 35.7 -2.7480 0.6739 -3.9009 0.328 -0.381 2.397
1.13 -8.9 24.5 -18.9 1.54 0.80 -1.95 37.428034 -122.174214 35.7 -1.6993 0.0103 -2.2760 0.310 -0.463 2.333
1.16 -17.4 27.9 -10.6 1.16 0.61 -1.63 37.428034 -122.174214 35.7 0.1871 -0.4222 -1.1363 0.266 -0.506 2.268
1.19 -17.4 27.9 -10.6 1.05 0.52 -1.35 37.428034 -122.174214 35.7 0.4209 -0.9693 -0.7497 0.231 -0.502 2.237
1.22 -25.1 26.3 -4.0 1.01 0.57 -1.37 37.428034 -122.174214 35.7 0.4240 -1.3414 -0.3261 0.189 -0.494 2.219
1.25 -25.1 26.3 -4.0 0.95 0.74 -1.14 37.428034 -122.174214 35.7 0.8960 -1.6661 0.0619 0.144 -0.476 2.212
1.28 -26.3 25.2 -3.2 1.03 0.80 -0.93 37.428034 -122.174214 35.7 1.4131 -2.2064 0.6205 0.074 -0.428 2.222
1.31 -26.3 25.2 -3.2 0.98 0.84 -0.73 37.428034 -122.174214 35.7 1.5729 -2.4149 1.3291 0.019 -0.385 2.251
1.35 -24.1 25.4 -4.0 1.04 0.80 -0.67 37.428034 -122.174214 35.7 1.7954 -2.1632 2.1849 -0.025 -0.337 2.305
1.38 -24.1 25.4 -4.0 1.33 0.83 -0.77 37.428034 -122.174214 35.7 1.8771 -2.4435 3.1927 -0.064 -0.290 2.388
1.41 -20.3 26.8 -4.9 1.60 1.20 -0.80 37.428034 -122.174214 35.7 2.5024 -3.8192 6.0433 -0.151 -0.213 2.617
1.44 -20.3 26.8 -4.9 1.96 2.05 -0.43 37.428034 -122.174214 35.7 3.7710 -3.6200 8.4098 -0.217 -0.164 2.837
