iPhone Sensor Log from Crossbow started at Nov 18, 2011 1:59:30 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -19.1 3.2 -41.1 0.07 -0.12 -1.03 37.425063 -122.170721 46.5 0.0231 -0.0907 0.0103 0.061 0.117 -2.436
0.07 -19.0 2.9 -40.5 0.07 -0.13 -0.99 37.425063 -122.170721 46.5 0.1335 -0.1743 0.0524 0.057 0.121 -2.435
0.10 -19.0 2.9 -40.5 0.06 -0.12 -0.99 37.425063 -122.170721 46.5 0.0628 0.2015 -0.0070 0.058 0.124 -2.435
0.13 -19.0 3.0 -41.5 0.09 -0.19 -0.92 37.425063 -122.170721 46.5 -0.0357 -0.0531 -0.0131 0.062 0.127 -2.436
0.16 -19.0 3.0 -41.5 0.01 -0.06 -1.03 37.425063 -122.170721 46.5 -0.3445 -0.4150 -0.1238 0.054 0.119 -2.438
0.20 -19.0 3.5 -42.2 0.03 -0.06 -1.06 37.425063 -122.170721 46.5 -0.2560 -0.0250 -0.1135 0.040 0.104 -2.443
0.22 -19.0 3.5 -42.2 0.08 -0.12 -0.98 37.425063 -122.170721 46.5 -0.1479 0.0608 0.0591 0.048 0.100 -2.444
0.25 -19.5 4.5 -42.4 0.04 -0.10 -0.98 37.425063 -122.170721 46.5 -0.2195 -0.2783 -0.0231 0.043 0.096 -2.443
0.29 -19.5 4.5 -42.4 -0.01 -0.07 -1.04 37.425063 -122.170721 46.5 -0.4037 -0.4282 -0.3305 0.026 0.084 -2.450
0.32 -20.4 4.3 -41.9 0.04 -0.08 -1.00 37.425063 -122.170721 46.5 -0.3343 -0.0676 -0.3195 0.021 0.073 -2.460
0.35 -20.4 4.3 -41.9 0.08 -0.07 -1.01 37.425063 -122.170721 46.5 -0.4425 0.1771 -0.1281 0.026 0.064 -2.465
0.38 -20.9 4.9 -41.0 -0.01 -0.00 -1.07 37.425063 -122.170721 46.5 -0.5948 0.1155 -0.0483 0.034 0.041 -2.471
0.41 -20.9 4.9 -41.0 -0.05 -0.05 -1.24 37.425069 -122.170706 41.0 -0.8331 0.2947 0.0444 0.038 0.020 -2.470
0.44 -20.7 6.8 -40.9 0.01 -0.08 -1.16 37.425069 -122.170706 41.0 -0.2413 0.4827 -0.0397 0.049 0.006 -2.471
0.47 -20.7 6.8 -40.9 -0.19 -0.09 -1.40 37.425069 -122.170706 41.0 -0.7625 -0.2520 0.3041 0.050 -0.009 -2.463
0.51 -20.8 8.0 -40.7 -0.31 -0.12 -1.72 37.425069 -122.170706 41.0 -0.8523 -0.1157 0.1373 0.044 -0.032 -2.456
0.54 -20.8 8.0 -40.7 -0.26 -0.12 -1.93 37.425069 -122.170706 41.0 -0.7093 0.1543 0.1165 0.046 -0.053 -2.452
0.57 -19.8 9.4 -40.4 -0.27 -0.19 -1.99 37.425069 -122.170706 41.0 -0.0560 0.3416 0.2466 0.065 -0.067 -2.448
