iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:48:36 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 29.2 -7.0 -17.1 0.56 -0.22 -0.87 37.427957 -122.174328 34.8 -0.4193 -0.1184 0.4166 0.450 0.202 -1.649
0.07 30.4 -7.5 -14.1 0.65 -0.25 -0.74 37.427957 -122.174328 34.8 -0.4510 0.6298 0.3592 0.461 0.196 -1.635
0.10 30.4 -7.5 -14.1 0.73 -0.30 -0.63 37.427957 -122.174328 34.8 -0.5842 1.3023 0.5842 0.488 0.190 -1.618
0.13 30.7 -8.3 -12.4 0.50 -0.16 -0.77 37.427957 -122.174328 34.8 -1.2444 1.1618 0.7377 0.522 0.178 -1.587
0.16 30.7 -8.3 -12.4 0.44 -0.14 -0.78 37.427957 -122.174328 34.8 -1.6770 -1.2385 0.2968 0.511 0.138 -1.543
0.19 31.3 -8.0 -11.9 0.19 -0.16 -1.12 37.427957 -122.174328 34.8 -1.5773 -2.4676 -0.1348 0.449 0.101 -1.523
0.22 31.3 -8.0 -11.9 0.03 0.04 -0.66 37.427957 -122.174328 34.8 -1.2327 -4.3322 -0.2165 0.350 0.060 -1.510
0.25 30.0 -7.1 -15.9 -0.16 0.15 -1.03 37.427957 -122.174328 34.8 -1.1051 -6.0274 -0.0415 0.201 0.034 -1.506
0.28 30.0 -7.1 -15.9 0.08 -0.02 -0.72 37.427957 -122.174328 34.8 0.7755 -0.7287 0.1052 0.076 0.014 -1.499
0.31 24.5 -5.2 -24.0 0.05 -0.02 -0.51 37.427957 -122.174328 34.8 -0.2746 -3.2010 -0.0180 0.018 0.019 -1.500
0.35 24.5 -5.2 -24.0 0.05 -0.02 -0.51 37.427957 -122.174328 34.8 -0.1937 -5.9757 0.0951 -0.122 0.015 -1.497
0.38 19.5 -5.1 -28.1 -0.11 0.11 -0.56 37.427957 -122.174328 34.8 -0.9548 -2.8897 1.1231 -0.243 -0.008 -1.485
0.41 19.5 -5.1 -28.1 -0.07 0.07 -0.60 37.427957 -122.174328 34.8 -0.6153 -0.9469 1.9507 -0.284 -0.052 -1.439
0.44 13.5 -4.1 -33.2 0.14 -0.04 -0.17 37.427957 -122.174328 34.8 -2.4383 -1.1953 2.7166 -0.313 -0.111 -1.389
0.47 13.5 -4.1 -33.2 0.00 0.41 0.15 37.427957 -122.174328 34.8 -3.6704 -2.4131 5.5936 -0.352 -0.240 -1.306
0.50 10.2 -1.5 -34.4 -0.11 0.84 0.32 37.427957 -122.174328 34.8 -1.8148 -2.8364 6.5616 -0.382 -0.375 -1.160
0.53 10.2 -1.5 -34.4 -0.61 1.44 0.01 37.427957 -122.174328 34.8 -2.0974 -5.0419 5.0814 -0.433 -0.521 -0.910
0.56 5.3 1.9 -34.1 -1.22 1.75 -0.18 37.427957 -122.174328 34.8 -4.7244 -5.5255 5.1634 -0.548 -0.687 -0.827
0.60 5.3 1.9 -34.1 -1.97 1.95 -0.00 37.427957 -122.174328 34.8 -3.0580 -4.9802 5.4590 -0.613 -0.854 -0.729
0.63 -3.9 10.1 -30.9 -1.97 1.95 0.47 37.427957 -122.174328 34.8 -3.2750 -4.7577 1.8429 -0.718 -0.988 -0.677
0.66 -3.9 10.1 -30.9 -1.97 1.95 0.47 37.427957 -122.174328 34.8 -2.5611 -2.2228 -2.0091 -0.988 -1.023 -0.862
0.69 -9.8 16.4 -27.3 -1.97 1.95 0.45 37.427957 -122.174328 34.8 -3.1249 -0.7435 -2.6696 -1.189 -1.003 -1.055
0.72 -9.8 16.4 -27.3 -1.97 1.95 0.45 37.427957 -122.174328 34.8 -3.2994 -0.4713 -4.1660 -1.369 -0.934 -1.255
0.75 -18.2 19.1 -21.2 -1.97 1.95 0.46 37.427957 -122.174328 34.8 -4.4004 -0.7489 -5.9785 -1.533 -0.802 -1.446
0.78 -18.2 19.1 -21.2 -0.99 1.97 -0.35 37.427957 -122.174328 34.8 -6.3810 -0.9846 -7.4623 -1.744 -0.458 -1.742
0.81 -23.3 16.2 -15.5 -0.99 1.97 -0.35 37.427957 -122.174328 34.8 -6.7012 -1.7676 -7.6573 -1.830 -0.212 -1.882
0.85 -23.3 16.2 -15.5 -0.86 1.97 -0.56 37.427957 -122.174328 34.8 -6.8602 -3.5270 -7.5759 -1.917 0.047 -2.000
0.88 -27.5 3.1 -5.6 -0.98 1.97 -0.71 37.427957 -122.174328 34.8 -7.3693 -4.0947 -7.1230 -2.010 0.311 -2.108
0.91 -27.5 3.1 -5.6 -1.01 1.97 -0.85 37.427957 -122.174328 34.8 -7.1355 -2.6968 -7.5022 -2.083 0.674 -2.237
0.94 -24.7 -7.4 -2.0 -0.69 1.98 -0.59 37.427957 -122.174328 34.8 -6.2743 -0.4840 -7.8098 -2.061 0.952 -2.322
0.97 -24.7 -7.4 -2.0 -0.69 1.98 -0.59 37.427957 -122.174328 34.8 -5.2216 0.1486 -8.0618 -1.975 1.218 -2.419
1.00 -15.9 -13.2 -4.7 -0.71 1.98 -0.50 37.427957 -122.174328 34.8 -5.4133 -0.3990 -8.9962 -1.516 1.486 -2.888
1.03 -15.9 -13.2 -4.7 -0.32 1.98 -0.85 37.427957 -122.174328 34.8 -5.5162 -0.7653 -9.4178 0.869 1.235 0.968
1.06 -11.7 -13.8 -7.5 0.28 2.00 -1.06 37.427957 -122.174328 34.8 -4.0362 2.1795 -8.8047 1.003 0.855 0.846
1.10 -11.7 -13.8 -7.5 1.09 2.02 -1.29 37.427957 -122.174328 34.8 -2.0800 2.6527 -8.6487 1.121 0.605 0.783
1.13 -4.4 -18.0 -11.2 2.02 2.05 -0.91 37.427957 -122.174328 34.8 -0.3942 0.9122 -8.4436 1.202 0.375 0.702
1.16 -4.4 -18.0 -11.2 2.02 1.75 -0.81 37.427957 -122.174328 34.8 0.3731 0.5359 -6.4247 1.242 0.181 0.627
1.19 1.4 -20.2 -13.5 2.01 1.48 -0.84 37.427957 -122.174328 34.8 0.8440 1.2550 -2.2356 1.275 0.046 0.557
1.22 1.4 -20.2 -13.5 1.46 1.30 -0.66 37.427957 -122.174328 34.8 1.7410 2.1190 0.1852 1.326 0.036 0.516
1.25 5.8 -20.4 -13.3 1.04 1.22 -0.34 37.427957 -122.174328 34.8 2.7681 2.3708 1.6820 1.394 0.080 0.458
1.28 5.8 -20.4 -13.3 0.79 1.15 -0.15 37.427957 -122.174328 34.8 3.4548 2.0589 2.8097 1.487 0.182 0.349
1.31 8.9 -22.0 -10.0 0.59 1.17 -0.06 37.427957 -122.174328 34.8 3.6136 2.2304 3.9444 1.601 0.313 0.216
1.35 8.9 -22.0 -10.0 0.29 1.29 -0.07 37.427957 -122.174328 34.8 3.8144 2.5562 5.0999 1.710 0.432 0.094
1.38 7.2 -24.5 -5.7 0.01 1.53 0.06 37.427957 -122.174328 34.8 4.4865 2.8804 6.2212 1.869 0.563 -0.076
1.41 7.2 -24.5 -5.7 -0.52 1.90 0.17 37.427957 -122.174328 34.8 5.3268 4.2895 7.1297 2.208 0.708 -0.422
1.44 0.7 -26.5 4.4 -1.06 1.97 0.14 37.427957 -122.174328 34.8 6.7480 3.2308 6.8609 2.552 0.724 -0.762
1.47 0.7 -26.5 4.4 -0.78 1.99 1.84 37.427957 -122.174328 34.8 9.4651 -0.2387 5.0447 2.770 0.584 -1.082
1.50 -5.0 -23.6 14.6 0.09 2.02 2.01 37.427957 -122.174328 34.8 9.0329 2.2842 5.1055 2.903 0.375 -1.311
1.53 -5.0 -23.6 14.6 -0.64 2.00 2.00 37.427957 -122.174328 34.8 7.7502 2.1623 8.5435 3.078 0.108 -1.629
