iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:49:39 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 15.1 19.0 -28.3 0.37 -0.20 -0.90 37.427988 -122.174257 35.1 -0.8791 0.3597 0.6339 0.373 0.171 1.072
0.06 16.6 20.8 -26.1 0.56 -0.30 -0.85 37.427988 -122.174257 35.1 -0.7808 0.2144 0.1500 0.356 0.143 1.100
0.10 16.6 20.8 -26.1 0.56 -0.30 -0.85 37.427988 -122.174257 35.1 -0.7619 0.7971 0.3001 0.371 0.127 1.113
0.13 17.2 21.6 -25.1 0.13 -0.17 -0.90 37.427988 -122.174257 35.1 -1.3567 -0.4749 0.0225 0.375 0.100 1.132
0.16 17.2 21.6 -25.1 -0.05 -0.03 -0.83 37.427988 -122.174257 35.1 -1.8639 -1.1995 -1.7011 0.339 0.049 1.121
0.19 16.9 25.0 -23.2 0.43 0.01 -0.99 37.427988 -122.174257 35.1 -2.4955 0.5355 -1.4918 0.340 -0.052 1.083
0.22 16.9 25.0 -23.2 0.09 0.00 -1.10 37.427988 -122.174257 35.1 -2.7481 1.6983 -0.5365 0.386 -0.129 1.089
0.25 15.6 28.7 -20.1 0.29 0.00 -1.16 37.427988 -122.174257 35.1 -1.3615 -1.1201 -0.6697 0.386 -0.186 1.097
0.28 15.6 28.7 -20.1 0.31 0.07 -1.00 37.427988 -122.174257 35.1 -0.8523 -2.2671 -0.4771 0.335 -0.219 1.088
0.31 13.2 33.1 -16.8 0.00 -0.01 -1.54 37.427988 -122.174257 35.1 -0.2308 -0.9547 -0.7171 0.270 -0.254 1.085
0.35 13.2 33.1 -16.8 0.13 -0.21 -1.35 37.427988 -122.174257 35.1 0.0287 -2.8867 -0.6905 0.203 -0.259 1.058
0.38 10.8 34.5 -17.8 -0.21 -0.01 -1.33 37.427988 -122.174257 35.1 -1.1253 -2.6086 0.2292 0.119 -0.273 1.054
0.41 10.8 34.5 -17.8 -0.35 -0.17 -1.59 37.427988 -122.174257 35.1 -3.2569 -1.7629 1.5414 0.078 -0.338 1.093
0.44 8.6 36.3 -18.1 -0.34 0.01 -1.98 37.427988 -122.174257 35.1 -0.4678 -0.0012 1.0641 0.061 -0.422 1.163
0.47 8.6 36.3 -18.1 -0.60 0.23 -1.91 37.427988 -122.174257 35.1 0.9225 -2.1785 0.9702 0.040 -0.401 1.188
0.50 7.0 37.4 -18.5 -0.43 0.40 -1.98 37.427988 -122.174257 35.1 1.9332 0.0692 -0.3349 -0.008 -0.368 1.199
0.53 7.0 37.4 -18.5 -0.41 0.58 -1.98 37.427988 -122.174257 35.1 2.9987 0.1993 -0.5334 0.004 -0.291 1.180
0.56 4.9 35.2 -21.9 -0.44 0.53 -1.98 37.427988 -122.174257 35.1 2.9387 -1.3693 -1.6583 -0.058 -0.150 1.128
0.60 4.9 35.2 -21.9 -0.44 0.60 -1.98 37.427988 -122.174257 35.1 3.1359 -1.1449 -1.9583 -0.091 -0.063 1.083
0.63 -1.8 26.4 -29.7 -0.66 0.82 -1.99 37.427988 -122.174257 35.1 4.2690 -1.5899 -2.4329 -0.135 0.048 1.036
0.66 -1.8 26.4 -29.7 -0.56 1.15 -1.91 37.427988 -122.174257 35.1 4.5439 -2.1343 -3.5071 -0.175 0.184 0.971
0.69 -7.9 17.9 -33.0 -0.31 1.30 -1.79 37.427988 -122.174257 35.1 4.4981 -1.4915 -3.8376 -0.212 0.373 0.857
0.72 -7.9 17.9 -33.0 -0.11 1.34 -1.39 37.427988 -122.174257 35.1 5.1618 -0.7810 -3.1927 -0.210 0.526 0.785
0.75 -15.6 0.8 -32.5 0.02 1.27 -0.62 37.427988 -122.174257 35.1 5.6804 -1.1746 -2.8535 -0.202 0.694 0.723
0.78 -15.6 0.8 -32.5 0.24 1.07 -0.21 37.427988 -122.174257 35.1 5.5155 -1.3524 -2.7734 -0.195 0.863 0.660
0.82 -17.5 -11.9 -28.1 0.36 0.80 0.25 37.427988 -122.174257 35.1 4.5524 -0.3187 -1.9733 -0.139 1.114 0.532
0.85 -17.5 -11.9 -28.1 0.51 0.47 0.40 37.427988 -122.174257 35.1 3.7248 -0.0375 -1.3964 -0.058 1.230 0.444
0.88 -16.2 -27.0 -19.9 0.56 0.10 0.68 37.427988 -122.174257 35.1 3.2734 -0.5082 -1.0353 0.038 1.326 0.334
