iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:05:11 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 15.9 16.7 -13.3 0.07 -0.12 -1.12 37.428063 -122.174250 35.0 -0.5463 -0.4643 0.3117 0.033 0.101 -2.244
0.06 15.7 16.3 -12.3 0.03 -0.09 -1.08 37.428063 -122.174250 35.0 0.7287 1.1990 0.3298 0.050 0.109 -2.231
0.10 15.7 16.3 -12.3 0.16 -0.11 -0.84 37.428063 -122.174250 35.0 0.9038 1.9747 0.1501 0.097 0.134 -2.227
0.13 16.3 16.4 -10.8 0.13 -0.10 -0.86 37.428063 -122.174250 35.0 -0.1314 0.9410 0.0721 0.136 0.144 -2.224
0.16 16.3 16.4 -10.8 0.22 -0.15 -0.92 37.428063 -122.174250 35.0 -0.3280 0.4011 -0.1158 0.152 0.134 -2.224
0.19 17.5 16.6 -10.4 0.15 -0.08 -1.08 37.428063 -122.174250 35.0 0.2556 0.2272 -0.1655 0.167 0.128 -2.228
0.22 17.5 16.6 -10.4 0.15 -0.11 -0.71 37.428063 -122.174250 35.0 0.1054 -0.1056 -0.1168 0.165 0.136 -2.235
0.25 17.7 16.9 -9.5 -0.01 -0.15 -0.69 37.428063 -122.174250 35.0 -1.0989 0.3552 -0.0746 0.172 0.120 -2.234
0.28 17.7 16.9 -9.5 0.20 0.04 -0.96 37.428063 -122.174250 35.0 -2.4237 -0.4593 0.3294 0.166 0.066 -2.221
0.31 17.2 16.9 -8.4 0.04 0.01 -1.24 37.428063 -122.174250 35.0 -2.0497 0.2837 0.8416 0.161 -0.014 -2.180
0.35 17.2 16.9 -8.4 0.02 0.14 -1.64 37.428063 -122.174250 35.0 -1.4154 1.0556 0.7357 0.183 -0.057 -2.153
0.38 18.3 16.4 -5.5 -0.40 0.18 -1.98 37.428063 -122.174250 35.0 -1.3573 0.3340 1.0379 0.202 -0.085 -2.120
0.41 18.3 16.4 -5.5 -0.67 0.42 -1.98 37.428063 -122.174250 35.0 -1.7965 0.4896 0.7770 0.217 -0.125 -2.083
0.44 19.3 16.2 -4.0 -0.16 0.64 -1.98 37.428063 -122.174250 35.0 -0.8222 -2.9432 -1.4020 0.161 -0.191 -2.091
0.47 19.3 16.2 -4.0 -0.16 0.77 -1.98 37.428063 -122.174250 35.0 -0.0599 -3.4230 -1.8493 0.055 -0.207 -2.137
0.50 19.7 16.8 -5.8 0.22 1.15 -1.97 37.428063 -122.174250 35.0 1.7241 -3.5056 -2.6829 -0.051 -0.182 -2.201
0.53 19.7 16.8 -5.8 0.87 1.54 -1.97 37.428063 -122.174250 35.0 3.5697 -4.4188 -3.6709 -0.176 -0.093 -2.284
0.56 13.9 16.3 -15.1 1.48 2.02 -1.96 37.428063 -122.174250 35.0 6.3140 -6.1861 -4.4004 -0.371 0.128 -2.377
0.60 13.9 16.3 -15.1 2.03 2.04 -1.95 37.428063 -122.174250 35.0 8.0790 -7.6082 -5.1454 -0.562 0.372 -2.406
0.63 3.5 11.3 -21.1 1.91 2.04 -1.03 37.428063 -122.174250 35.0 9.4230 -6.8897 -4.9305 -0.799 0.653 -2.353
0.66 3.5 11.3 -21.1 1.42 2.04 -0.18 37.428063 -122.174250 35.0 10.0566 -2.4631 -3.9940 -1.077 0.914 -2.140
0.69 -9.4 -3.1 -20.3 1.33 2.04 0.89 37.428063 -122.174250 35.0 9.4757 -0.7236 -1.4799 -1.835 1.096 -1.305
0.72 -9.4 -3.1 -20.3 0.91 1.21 1.81 37.428063 -122.174250 35.0 7.3875 -1.8171 0.0542 -2.254 1.002 -0.870
0.75 -12.7 -10.4 -14.0 0.17 0.94 2.00 37.428063 -122.174250 35.0 5.1925 -2.1428 1.3134 -2.454 0.866 -0.696
0.78 -12.7 -10.4 -14.0 -0.03 0.63 2.01 37.428063 -122.174250 35.0 3.1664 -1.6912 1.3209 -2.543 0.753 -0.646
0.81 -15.3 -12.2 -4.6 -0.07 0.40 1.95 37.428063 -122.174250 35.0 1.1702 -1.0428 0.9036 -2.600 0.672 -0.634
0.85 -15.3 -12.2 -4.6 -0.55 0.41 2.01 37.428063 -122.174250 35.0 0.2700 -0.9150 1.3648 -2.611 0.640 -0.658
0.88 -16.2 -9.9 -1.8 -0.75 0.38 2.01 37.428063 -122.174250 35.0 -0.6850 -1.1960 1.5140 -2.612 0.625 -0.707
0.91 -16.2 -9.9 -1.8 -0.75 0.40 2.00 37.428063 -122.174250 35.0 -1.8426 -1.2699 1.1659 -2.610 0.639 -0.770
0.94 -16.0 -6.6 -1.0 -0.83 0.55 1.85 37.428063 -122.174250 35.0 -3.3983 -0.5959 0.7189 -2.573 0.724 -0.898
0.97 -16.0 -6.6 -1.0 -0.98 0.78 1.41 37.428063 -122.174250 35.0 -4.5863 -0.5087 0.5222 -2.513 0.808 -1.007
1.00 -15.9 -6.8 -1.5 -1.04 0.94 0.99 37.428063 -122.174250 35.0 -5.7753 -0.4873 0.2251 -2.410 0.916 -1.161
1.03 -15.9 -6.8 -1.5 -1.21 1.31 0.55 37.428063 -122.174250 35.0 -6.8988 -0.5311 -0.0247 -2.227 1.038 -1.398
1.06 -16.5 -8.2 -3.1 -1.24 1.67 -0.10 37.428063 -122.174250 35.0 -8.4542 -0.1137 -0.5721 -1.722 1.164 -1.977
1.10 -16.5 -8.2 -3.1 -0.95 1.97 -1.02 37.428063 -122.174250 35.0 -9.3042 0.4108 -1.5777 -1.125 1.158 -2.621
1.13 -16.5 -8.0 -9.8 -0.76 1.97 -1.61 37.428063 -122.174250 35.0 -9.2926 1.6824 -2.7498 -0.620 1.035 3.134
1.16 -16.5 -8.0 -9.8 -0.49 1.98 -1.39 37.428063 -122.174250 35.0 -8.6349 -0.1293 -3.6056 -0.320 0.853 2.800
1.19 -16.7 -4.4 -14.7 0.31 2.00 -1.57 37.428063 -122.174250 35.0 -7.4734 0.3310 -5.2489 -0.127 0.533 2.434
1.22 -16.7 -4.4 -14.7 0.25 1.99 -1.98 37.428063 -122.174250 35.0 -7.3126 1.3025 -5.4215 -0.018 0.343 2.251
1.25 -19.3 3.0 -17.5 0.54 2.00 -1.98 37.428063 -122.174250 35.0 -7.3967 0.8556 -5.2796 0.045 0.131 2.103
1.28 -19.3 3.0 -17.5 0.54 2.00 -1.98 37.428063 -122.174250 35.0 -5.6288 1.3400 -5.9042 0.081 -0.058 1.959
1.32 -23.0 4.7 -14.2 0.97 1.96 -1.97 37.428063 -122.174250 35.0 -3.6456 0.8529 -5.1289 0.088 -0.236 1.762
1.35 -23.0 4.7 -14.2 1.02 1.55 -1.79 37.428063 -122.174250 35.0 -3.1140 1.3691 -4.5647 0.084 -0.338 1.633
1.38 -28.7 -5.0 -5.1 1.29 1.11 -1.96 37.428063 -122.174250 35.0 -2.8826 0.3004 -4.0549 0.063 -0.429 1.511
1.41 -28.7 -5.0 -5.1 1.29 1.11 -1.96 37.428063 -122.174250 35.0 -2.6726 -0.7156 -3.0737 0.002 -0.510 1.406
1.44 -29.0 -17.2 -1.5 1.43 0.89 -1.95 37.428063 -122.174250 35.0 -1.2633 0.1618 -1.6905 -0.082 -0.598 1.275
1.47 -29.0 -17.2 -1.5 1.47 0.79 -1.95 37.428063 -122.174250 35.0 0.0486 0.5619 -0.7920 -0.092 -0.607 1.235
1.50 -25.8 -30.3 1.1 1.40 0.85 -1.78 37.428063 -122.174250 35.0 0.7267 0.4718 0.0666 -0.083 -0.593 1.227
1.53 -25.8 -30.3 1.1 1.45 0.86 -1.46 37.428063 -122.174250 35.0 1.2222 0.6381 0.7061 -0.058 -0.566 1.244
1.56 -25.0 -31.1 2.0 1.46 0.96 -1.10 37.428063 -122.174250 35.0 1.7388 0.5588 1.6508 -0.008 -0.509 1.300
1.60 -25.0 -31.1 2.0 1.36 1.13 -0.84 37.428063 -122.174250 35.0 1.8327 0.4777 2.4281 0.037 -0.458 1.365
1.63 -28.5 -22.4 1.1 1.23 1.30 -0.60 37.428063 -122.174250 35.0 1.8694 0.0299 3.3660 0.080 -0.400 1.452
1.66 -28.5 -22.4 1.1 1.14 1.47 -0.46 37.428063 -122.174250 35.0 1.5908 -0.6446 4.2496 0.109 -0.342 1.563
1.69 -32.0 -11.2 -2.3 1.03 1.78 -0.43 37.428063 -122.174250 35.0 1.2808 -1.0279 5.2682 0.133 -0.268 1.743
1.72 -32.0 -11.2 -2.3 0.96 2.02 -0.45 37.428063 -122.174250 35.0 1.1050 -1.1801 6.1115 0.134 -0.195 1.956
1.75 -32.6 2.5 -6.1 0.90 2.02 -0.42 37.428063 -122.174250 35.0 1.0974 -1.0568 6.6053 0.133 -0.140 2.130
