iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:11:32 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -1.9 -26.0 -39.1 0.09 -0.09 -1.01 37.425905 -122.151840 0.0 -0.0146 -0.0272 0.1013 0.112 0.086 -0.179
0.07 -1.9 -26.0 -39.1 0.11 -0.12 -1.02 37.425905 -122.151840 0.0 -0.0496 0.1107 0.0289 0.116 0.086 -0.177
0.10 -1.3 -26.5 -39.1 0.13 -0.12 -0.96 37.425905 -122.151840 0.0 0.0741 0.0674 -0.0029 0.117 0.087 -0.178
0.14 -1.3 -26.5 -39.1 0.10 -0.08 -0.99 37.425905 -122.151840 0.0 -0.0873 -0.0258 -0.0303 0.118 0.089 -0.179
0.17 -1.1 -26.2 -38.7 0.10 -0.08 -1.01 37.425905 -122.151840 0.0 -0.4835 -0.1310 -0.0661 0.110 0.070 -0.180
0.20 -1.1 -26.2 -38.7 0.09 -0.07 -0.98 37.425905 -122.151840 0.0 -0.3340 -0.0649 -0.0441 0.108 0.060 -0.181
0.23 -2.5 -25.7 -39.2 0.09 -0.07 -0.98 37.425905 -122.151840 0.0 -0.5644 -0.3083 -0.0715 0.101 0.048 -0.181
0.26 -2.5 -25.7 -39.2 0.09 -0.02 -1.06 37.425905 -122.151840 0.0 -0.5430 -0.5872 -0.0690 0.083 0.025 -0.183
0.29 -3.3 -23.6 -40.6 -0.03 -0.02 -1.09 37.425905 -122.151840 0.0 -0.2726 -0.1507 -0.0496 0.069 0.016 -0.183
0.32 -3.3 -23.6 -40.6 -0.03 -0.07 -1.04 37.425905 -122.151840 0.0 -0.8059 0.3667 0.0859 0.071 0.005 -0.182
0.35 -2.4 -21.9 -41.2 -0.06 -0.03 -1.12 37.425905 -122.151840 0.0 -1.2813 -0.0360 -0.6486 0.075 -0.047 -0.192
0.39 -2.4 -21.9 -41.2 -0.09 0.09 -1.41 37.425905 -122.151840 0.0 -1.1769 0.0212 -0.4214 0.071 -0.083 -0.205
0.42 -1.3 -18.3 -42.8 -0.10 -0.01 -1.52 37.425905 -122.151840 0.0 -0.8801 1.0972 0.0031 0.088 -0.107 -0.209
0.45 -1.3 -18.3 -42.8 -0.17 -0.18 -1.92 37.425905 -122.151840 0.0 -0.7019 0.9511 0.2548 0.132 -0.143 -0.195
0.48 -0.3 -16.3 -43.8 -0.30 -0.03 -1.76 37.425905 -122.151840 0.0 0.1247 0.2057 0.1136 0.146 -0.146 -0.190
0.51 -0.3 -16.3 -43.8 -0.16 0.07 -2.00 37.425905 -122.151840 0.0 -0.1124 -0.2087 -0.5520 0.139 -0.151 -0.196
0.54 3.4 -16.4 -42.8 0.03 0.15 -1.78 37.425905 -122.151840 0.0 1.3186 -0.3194 -0.7295 0.124 -0.125 -0.227
0.57 3.4 -16.4 -42.8 0.08 0.19 -1.70 37.425905 -122.151840 0.0 1.6445 -0.7015 -0.6505 0.107 -0.088 -0.250
0.60 3.5 -18.9 -41.8 0.10 0.28 -1.39 37.425905 -122.151840 0.0 2.0429 -0.5310 -0.2760 0.080 -0.022 -0.272
0.64 3.5 -18.9 -41.8 0.11 0.30 -1.18 37.425905 -122.151840 0.0 1.7498 -0.0192 -0.2717 0.075 0.027 -0.283
0.67 1.9 -24.9 -40.8 0.22 0.35 -0.83 37.425905 -122.151840 0.0 2.0206 -0.1788 -0.4225 0.073 0.075 -0.297
0.70 1.9 -24.9 -40.8 0.30 0.31 -0.38 37.425905 -122.151840 0.0 1.7082 -0.0634 -0.3197 0.063 0.163 -0.320
0.73 1.9 -28.3 -38.3 0.24 0.18 -0.24 37.425905 -122.151840 0.0 1.4102 0.1699 -0.3645 0.067 0.202 -0.332
0.76 1.9 -28.3 -38.3 0.34 0.13 -0.04 37.425905 -122.151840 0.0 1.5052 -0.1500 -0.4692 0.072 0.241 -0.348
0.79 1.6 -32.6 -34.8 0.30 0.01 -0.05 37.425905 -122.151840 0.0 0.9355 -0.1922 -0.3070 0.064 0.283 -0.365
0.82 1.6 -32.6 -34.8 0.20 -0.06 -0.03 37.425905 -122.151840 0.0 0.6530 -0.0300 -0.2328 0.064 0.303 -0.373
0.86 2.0 -34.4 -32.7 0.13 -0.19 -0.14 37.425905 -122.151840 0.0 0.4129 -0.2675 -0.2364 0.062 0.315 -0.381
0.89 2.0 -34.4 -32.7 0.04 -0.22 -0.09 37.425905 -122.151840 0.0 0.2632 -0.4592 -0.0879 0.041 0.336 -0.386
0.92 2.3 -34.9 -31.8 -0.00 -0.22 -0.16 37.425905 -122.151840 0.0 -0.1441 -0.1673 -0.1048 0.035 0.334 -0.391
0.95 2.3 -34.9 -31.8 -0.19 -0.16 -0.04 37.425905 -122.151840 0.0 -0.2279 -0.6561 0.0415 0.017 0.331 -0.389
0.98 1.6 -34.4 -31.6 0.00 -0.24 -0.23 37.425905 -122.151840 0.0 -0.7884 -0.2821 -0.4749 0.006 0.316 -0.397
1.01 1.6 -34.4 -31.6 -0.13 -0.02 -0.08 37.425905 -122.151840 0.0 -0.8003 0.6742 -0.4694 0.020 0.293 -0.412
1.04 1.0 -33.6 -32.2 -0.28 -0.10 -0.17 37.425905 -122.151840 0.0 -0.7362 -1.9735 0.0183 -0.017 0.269 -0.411
1.07 1.0 -33.6 -32.2 0.00 -0.09 -0.60 37.425905 -122.151840 0.0 -1.3983 -0.6582 -0.8429 -0.048 0.238 -0.427
1.10 -0.6 -32.3 -33.6 -0.10 0.08 -0.73 37.425905 -122.151840 0.0 -0.8409 -0.2848 -0.2135 -0.051 0.209 -0.445
1.14 -0.6 -32.3 -33.6 -0.39 -0.04 -1.16 37.425905 -122.151840 0.0 -0.8128 -1.2004 0.5862 -0.089 0.181 -0.434
1.17 -2.6 -30.7 -34.6 -0.07 0.24 -1.20 37.425905 -122.151840 0.0 -0.8699 0.0451 -0.8339 -0.102 0.159 -0.442
1.20 -2.6 -30.7 -34.6 -0.12 0.18 -1.75 37.425905 -122.151840 0.0 -1.3248 0.5747 -0.8475 -0.086 0.135 -0.470
1.23 -2.2 -27.5 -37.4 0.01 0.15 -2.00 37.425905 -122.151840 0.0 -1.9931 -0.2293 -0.8466 -0.078 0.051 -0.508
1.26 -2.2 -27.5 -37.4 0.09 0.15 -1.87 37.425905 -122.151840 0.0 -0.8483 -0.8007 -1.0023 -0.093 0.021 -0.537
1.29 -1.0 -24.4 -40.1 0.16 0.06 -1.98 37.425905 -122.151840 0.0 -1.5324 -0.2231 -0.9826 -0.110 -0.008 -0.566
1.32 -1.0 -24.4 -40.1 0.24 0.06 -1.69 37.425905 -122.151840 0.0 -0.6820 0.2919 -1.0041 -0.097 -0.044 -0.609
1.36 -0.1 -21.6 -41.6 0.31 0.09 -1.67 37.425905 -122.151840 0.0 -0.7460 -0.5559 -0.6894 -0.107 -0.062 -0.632
1.39 -0.1 -21.6 -41.6 0.14 0.05 -1.47 37.425905 -122.151840 0.0 -0.3206 0.1566 -0.3293 -0.119 -0.080 -0.655
1.42 0.3 -19.3 -42.4 0.14 0.05 -1.28 37.425905 -122.151840 0.0 0.0543 -0.3354 -0.0899 -0.123 -0.083 -0.659
1.45 0.3 -19.3 -42.4 0.29 0.17 -1.24 37.425905 -122.151840 0.0 -0.1020 -0.2144 -0.4285 -0.134 -0.083 -0.668
1.48 0.5 -18.6 -42.8 0.26 0.20 -1.04 37.425905 -122.151840 0.0 0.2406 0.2614 0.1827 -0.109 -0.083 -0.669
1.51 0.5 -18.6 -42.8 0.39 0.20 -1.05 37.425905 -122.151840 0.0 0.3655 -0.1161 0.1294 -0.070 -0.084 -0.660
1.54 0.7 -18.9 -42.2 0.39 0.24 -1.12 37.425905 -122.151840 0.0 0.1461 -0.0673 0.1099 -0.073 -0.078 -0.658
1.57 0.7 -18.9 -42.2 0.67 0.34 -1.01 37.425900 -122.151834 0.0 0.2376 0.3658 0.2307 -0.068 -0.073 -0.643
1.60 0.5 -19.0 -42.4 0.86 0.35 -0.97 37.425900 -122.151834 0.0 0.4153 0.4975 -0.0016 -0.055 -0.064 -0.642
1.64 0.5 -19.0 -42.4 0.65 0.33 -1.02 37.425900 -122.151834 0.0 0.2678 0.2810 0.5953 -0.046 -0.055 -0.634
1.67 2.9 -21.0 -41.7 0.43 0.24 -1.05 37.425900 -122.151834 0.0 0.1147 0.7717 1.0331 -0.026 -0.049 -0.601
1.70 2.9 -21.0 -41.7 0.35 0.25 -1.07 37.425900 -122.151834 0.0 -0.0352 0.7055 1.1249 -0.004 -0.050 -0.572
1.73 4.5 -22.6 -40.6 -0.05 0.16 -1.06 37.425900 -122.151834 0.0 0.3257 0.7865 1.7028 0.024 -0.042 -0.525
1.76 4.5 -22.6 -40.6 -0.32 0.18 -1.05 37.425900 -122.151834 0.0 0.1177 0.5860 1.7318 0.048 -0.032 -0.463
1.79 3.6 -22.4 -40.6 -0.34 0.08 -1.10 37.425900 -122.151834 0.0 -0.0881 1.0463 1.5153 0.073 -0.029 -0.418
1.82 3.6 -22.4 -40.6 -0.53 0.05 -1.09 37.425900 -122.151834 0.0 -0.1521 0.8794 1.4797 0.115 -0.031 -0.370
1.85 3.0 -22.6 -40.6 -0.46 0.03 -1.10 37.425900 -122.151834 0.0 0.0495 0.4048 1.1983 0.131 -0.027 -0.335
1.89 3.0 -22.6 -40.6 -0.51 -0.03 -1.03 37.425900 -122.151834 0.0 0.0516 0.3169 1.0481 0.140 -0.022 -0.307
1.92 0.7 -23.0 -40.8 -0.49 -0.05 -1.02 37.425900 -122.151834 0.0 0.0201 0.2492 0.8497 0.153 -0.013 -0.266
1.95 0.7 -23.0 -40.8 -0.37 -0.06 -1.04 37.425900 -122.151834 0.0 -0.0454 -0.4195 0.7388 0.149 -0.011 -0.245
1.98 -0.9 -22.8 -41.7 -0.37 -0.06 -1.04 37.425900 -122.151834 0.0 -0.0027 -0.1738 0.6111 0.138 -0.008 -0.228
2.01 -0.9 -22.8 -41.7 -0.24 -0.05 -1.09 37.425900 -122.151834 0.0 0.3705 -0.4138 1.0725 0.124 0.001 -0.201
2.04 -1.8 -21.9 -41.8 -0.37 -0.06 -0.92 37.425900 -122.151834 0.0 0.4584 -0.4047 0.9522 0.106 0.019 -0.173
2.08 -1.8 -21.9 -41.8 -0.23 -0.09 -1.01 37.425900 -122.151834 0.0 0.1595 -0.3301 0.3277 0.096 0.026 -0.159
