iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:46:45 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 26.9 -1.8 -19.7 0.30 -0.16 -0.94 37.427957 -122.174328 34.8 -0.0083 0.1743 0.0853 0.300 0.166 -1.885
0.06 26.9 -1.8 -19.7 0.29 -0.15 -0.93 37.427957 -122.174328 34.8 0.0341 0.1579 0.0879 0.304 0.167 -1.883
0.10 27.6 -0.9 -19.0 0.30 -0.17 -0.94 37.427957 -122.174328 34.8 0.0716 0.1343 0.1097 0.308 0.169 -1.880
0.13 27.6 -0.9 -19.0 0.28 -0.17 -0.88 37.427957 -122.174328 34.8 -0.0023 0.0012 0.0900 0.309 0.173 -1.877
0.16 28.1 -1.3 -18.6 0.29 -0.17 -0.90 37.427957 -122.174328 34.8 -0.0815 -0.1438 0.0164 0.306 0.172 -1.876
0.19 28.1 -1.3 -18.6 0.29 -0.17 -0.91 37.427957 -122.174328 34.8 -0.1043 -0.3493 -0.0304 0.299 0.170 -1.875
0.22 27.8 -1.3 -18.0 0.28 -0.15 -0.94 37.427957 -122.174328 34.8 -0.1724 -0.1850 0.0201 0.284 0.163 -1.875
0.25 27.8 -1.3 -18.0 0.26 -0.16 -0.92 37.427957 -122.174328 34.8 -0.1946 -0.2724 -0.0790 0.277 0.158 -1.874
0.28 27.5 -1.5 -19.0 0.30 -0.17 -0.96 37.427957 -122.174328 34.8 -0.3222 -0.3760 -0.1554 0.269 0.150 -1.876
0.32 27.5 -1.5 -19.0 0.27 -0.14 -1.02 37.427957 -122.174328 34.8 -0.2660 -0.6548 -0.0072 0.253 0.141 -1.875
