iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:06:21 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 17.4 14.7 -7.3 0.03 0.00 -1.15 37.427163 -122.173288 34.1 -0.5748 -0.3238 0.0408 0.064 0.021 -1.810
0.06 17.9 14.1 -7.8 0.11 -0.06 -1.09 37.427163 -122.173288 34.1 0.0405 -0.1907 -0.0204 0.058 0.016 -1.810
0.10 17.9 14.1 -7.8 0.05 0.08 -0.94 37.427163 -122.173288 34.1 0.5605 0.1496 0.0731 0.064 0.021 -1.810
0.13 17.7 14.5 -8.7 0.08 -0.06 -0.95 37.427163 -122.173288 34.1 0.7282 0.0279 0.2566 0.069 0.047 -1.805
0.16 17.7 14.5 -8.7 0.09 0.04 -1.00 37.427163 -122.173288 34.1 0.0533 -0.3897 0.3746 0.058 0.055 -1.795
0.19 18.0 14.4 -8.6 0.10 -0.17 -0.95 37.427163 -122.173288 34.1 -0.0784 0.2143 0.0274 0.062 0.057 -1.789
0.22 18.0 14.4 -8.6 0.11 -0.18 -0.83 37.427163 -122.173288 34.1 0.7570 0.5700 0.1837 0.073 0.076 -1.788
0.25 18.2 13.9 -9.3 0.04 -0.09 -0.87 37.427163 -122.173288 34.1 0.6373 -0.5225 0.8456 0.061 0.121 -1.752
0.28 18.2 13.9 -9.3 0.08 -0.14 -1.02 37.427163 -122.173288 34.1 0.6050 -0.2808 0.4047 0.048 0.139 -1.737
0.31 18.6 12.8 -10.1 -0.05 -0.15 -1.08 37.427163 -122.173288 34.1 0.5813 -0.3754 0.2348 0.038 0.156 -1.729
0.35 18.6 12.8 -10.1 -0.05 -0.27 -1.00 37.427163 -122.173288 34.1 0.9456 -0.1784 0.1525 0.028 0.178 -1.724
0.38 18.6 13.0 -10.1 -0.09 -0.56 -1.23 37.427163 -122.173288 34.1 -0.3515 0.1444 -0.0158 0.018 0.184 -1.725
0.41 18.6 13.0 -10.1 -0.02 -0.53 -1.73 37.427163 -122.173288 34.1 -0.4489 0.9567 0.0811 0.034 0.174 -1.726
0.44 18.5 12.7 -10.4 -0.90 0.01 -1.98 37.427163 -122.173288 34.1 -0.1084 1.3974 1.9383 0.064 0.165 -1.697
0.47 18.5 12.7 -10.4 -0.41 -0.33 -1.97 37.427163 -122.173288 34.1 0.9806 0.7185 1.8840 0.080 0.186 -1.631
0.50 19.8 11.1 -11.5 -0.19 -0.54 -1.97 37.427163 -122.173288 34.1 2.0549 -1.8095 0.3213 0.064 0.261 -1.621
0.53 19.8 11.1 -11.5 -0.26 -0.49 -1.97 37.427163 -122.173288 34.1 1.6384 -3.9939 1.0075 -0.030 0.314 -1.601
0.56 18.5 7.3 -16.6 -0.30 -0.59 -1.97 37.427163 -122.173288 34.1 1.6692 -5.4833 1.0887 -0.180 0.353 -1.561
0.60 18.5 7.3 -16.6 0.21 -0.50 -1.96 37.427163 -122.173288 34.1 2.0675 -5.3933 -0.2689 -0.341 0.404 -1.538
0.63 14.4 4.4 -21.6 0.66 -0.44 -1.96 37.427163 -122.173288 34.1 3.3282 -5.6451 -0.5848 -0.558 0.500 -1.508
0.66 14.4 4.4 -21.6 0.81 -0.24 -1.74 37.427163 -122.173288 34.1 3.6101 -5.7874 -0.3855 -0.750 0.589 -1.449
0.69 7.5 0.7 -24.8 0.77 0.00 -1.13 37.427163 -122.173288 34.1 3.5759 -5.8268 -0.0084 -0.963 0.656 -1.362
0.72 7.5 0.7 -24.8 0.76 0.23 -0.58 37.427163 -122.173288 34.1 4.2269 -5.2816 -0.1140 -1.196 0.709 -1.237
0.75 -3.5 -4.9 -22.9 0.63 0.37 -0.23 37.427163 -122.173288 34.1 3.8513 -3.7804 -0.4526 -1.564 0.754 -0.991
