iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:11:18 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 0.3 -26.2 -37.8 0.14 -0.10 -1.09 37.425923 -122.151821 5.5 -0.3842 -0.0580 -0.1147 0.089 0.076 -0.195
0.07 0.3 -26.2 -37.8 0.14 -0.10 -1.09 37.425923 -122.151821 5.5 0.1857 -0.0786 0.1029 0.088 0.073 -0.196
0.10 -0.6 -25.6 -38.3 0.09 -0.07 -0.99 37.425923 -122.151821 5.5 0.1167 0.0891 0.1366 0.087 0.077 -0.192
0.13 -0.6 -25.6 -38.3 0.09 -0.08 -0.98 37.425923 -122.151821 5.5 0.0139 0.0558 0.0790 0.090 0.079 -0.190
0.16 -0.5 -25.4 -39.2 0.12 -0.11 -0.97 37.425923 -122.151821 5.5 -0.5160 -0.4004 -0.1044 0.082 0.073 -0.190
0.19 -0.5 -25.4 -39.2 0.05 0.03 -1.15 37.425923 -122.151821 5.5 -0.1385 -0.1824 0.0201 0.070 0.054 -0.192
0.22 -1.1 -24.6 -39.7 0.08 -0.06 -1.03 37.425923 -122.151821 5.5 0.1993 -0.1354 0.3747 0.067 0.059 -0.187
0.26 -1.1 -24.6 -39.7 0.05 -0.09 -0.99 37.425923 -122.151821 5.5 -0.2594 -0.4003 0.2001 0.053 0.060 -0.176
0.29 -2.7 -23.9 -39.7 -0.00 -0.05 -1.10 37.425923 -122.151821 5.5 -0.5852 -0.3166 0.0593 0.041 0.048 -0.173
0.32 -2.7 -23.9 -39.7 -0.09 -0.07 -1.30 37.425923 -122.151821 5.5 -0.4321 0.1010 0.0724 0.038 0.032 -0.171
