iPhone Sensor Log from Crossbow started at Nov 18, 2011 2:00:45 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -17.1 5.9 -42.6 0.10 -0.08 -0.98 37.425074 -122.170770 30.3 0.1526 -0.2203 0.1049 0.112 0.080 -2.724
0.07 -17.1 5.9 -42.6 0.11 -0.10 -0.98 37.425074 -122.170770 30.3 -0.0734 0.0380 0.0294 0.108 0.085 -2.723
0.10 -17.4 4.9 -42.0 0.10 -0.06 -1.02 37.425074 -122.170770 30.3 -0.3441 0.1237 -0.0949 0.111 0.077 -2.724
0.13 -17.4 4.9 -42.0 0.11 -0.06 -1.05 37.425074 -122.170770 30.3 -0.2757 -0.2631 -0.0759 0.108 0.067 -2.726
0.16 -17.6 5.8 -42.3 0.07 -0.05 -1.02 37.425074 -122.170770 30.3 -0.0997 -0.0596 0.1142 0.093 0.058 -2.724
0.19 -17.6 5.8 -42.3 0.06 -0.07 -1.02 37.425074 -122.170770 30.3 -0.1918 0.2763 0.0545 0.096 0.055 -2.722
0.22 -18.2 6.4 -42.8 0.07 -0.05 -1.03 37.425074 -122.170770 30.3 -0.2009 -0.1434 0.0122 0.096 0.049 -2.721
0.26 -18.2 6.4 -42.8 0.06 -0.04 -1.08 37.425074 -122.170770 30.3 -0.1041 -0.2142 -0.1698 0.085 0.045 -2.724
0.29 -18.4 6.6 -42.3 0.06 -0.04 -1.08 37.425074 -122.170770 30.3 -0.2832 -0.0772 -0.1686 0.079 0.038 -2.729
0.32 -18.4 6.6 -42.3 -0.04 -0.03 -0.99 37.425074 -122.170770 30.3 -0.7901 -0.6402 -0.6587 0.059 0.015 -2.742
0.35 -18.7 7.9 -41.6 -0.02 -0.01 -1.28 37.425074 -122.170770 30.3 -0.9038 -0.2016 -0.8200 0.047 -0.011 -2.764
0.38 -18.7 7.9 -41.6 -0.06 0.05 -1.17 37.425074 -122.170770 30.3 -0.8483 0.7120 0.2150 0.056 -0.032 -2.770
0.41 -19.1 9.0 -41.1 -0.22 -0.09 -1.54 37.425074 -122.170770 30.3 -1.7046 0.2958 0.4368 0.073 -0.070 -2.755
0.44 -19.1 9.0 -41.1 -0.20 -0.11 -1.66 37.425074 -122.170770 30.3 -0.3726 0.5421 0.0937 0.081 -0.103 -2.747
0.47 -18.3 11.4 -40.3 -0.26 -0.18 -1.85 37.425074 -122.170770 30.3 -0.3732 0.3334 0.1246 0.099 -0.114 -2.743
0.50 -18.3 11.4 -40.3 -0.27 -0.08 -1.95 37.425074 -122.170770 30.3 0.4775 -0.1555 0.0280 0.087 -0.110 -2.745
0.54 -17.7 12.5 -40.5 -0.19 -0.02 -1.85 37.425074 -122.170770 30.3 0.9437 -0.2111 -0.5785 0.085 -0.088 -2.756
0.57 -17.7 12.5 -40.5 -0.19 0.04 -1.76 37.425074 -122.170770 30.3 1.3764 -0.1995 -0.2449 0.079 -0.055 -2.772
0.60 -17.3 10.9 -41.8 -0.06 0.15 -1.76 37.425074 -122.170770 30.3 1.6855 -0.3056 -0.1023 0.068 -0.002 -2.781
0.63 -17.3 10.9 -41.8 -0.10 0.32 -1.41 37.425074 -122.170770 30.3 2.1754 -1.2123 0.5889 0.047 0.050 -2.777
0.66 -18.5 7.6 -42.5 -0.10 0.23 -1.28 37.425074 -122.170770 30.3 1.8741 -1.4316 0.2462 0.007 0.106 -2.766
0.69 -18.5 7.6 -42.5 -0.02 0.24 -0.93 37.425074 -122.170770 30.3 2.9371 -0.7913 -1.0508 -0.035 0.202 -2.786
0.72 -23.1 0.4 -41.7 0.28 0.30 -0.40 37.425074 -122.170770 30.3 2.6610 -1.3686 -1.3665 -0.060 0.278 -2.817
0.75 -23.1 0.4 -41.7 0.54 0.28 -0.06 37.425074 -122.170770 30.3 1.5656 -0.0659 -1.3624 -0.068 0.334 -2.852
