iPhone Sensor Log from Crossbow started at Nov 18, 2011 2:00:06 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -17.2 7.3 -45.8 0.12 -0.05 -1.01 37.425086 -122.170743 40.2 -0.0149 0.0070 0.1328 0.129 0.040 -2.614
0.07 -17.2 7.3 -45.8 0.13 -0.03 -1.01 37.425086 -122.170743 40.2 0.0501 0.0058 0.0560 0.129 0.041 -2.612
0.10 -17.1 6.4 -43.0 0.14 -0.07 -0.98 37.425086 -122.170743 40.2 -0.1281 0.0339 -0.0889 0.130 0.042 -2.613
0.13 -17.1 6.4 -43.0 0.06 -0.01 -1.05 37.425086 -122.170743 40.2 -0.4897 -0.2717 -0.2271 0.122 0.026 -2.619
0.16 -16.4 6.3 -41.7 0.06 -0.01 -1.08 37.425086 -122.170743 40.2 -0.5216 -0.0677 -0.2302 0.116 0.011 -2.623
0.19 -16.4 6.3 -41.7 0.15 -0.06 -1.01 37.425086 -122.170743 40.2 0.1227 0.0406 -0.1678 0.117 0.008 -2.628
0.22 -16.1 6.7 -41.5 0.13 0.03 -1.03 37.425086 -122.170743 40.2 -0.0168 -0.4901 -0.5330 0.107 0.006 -2.645
0.25 -16.1 6.7 -41.5 0.03 0.02 -1.08 37.425086 -122.170743 40.2 -0.2015 -0.4432 -0.1908 0.092 0.003 -2.655
0.29 -16.9 7.4 -41.5 0.06 -0.09 -1.23 37.425086 -122.170743 40.2 -0.3994 0.2437 -0.1704 0.092 -0.007 -2.658
0.32 -16.9 7.4 -41.5 0.03 -0.09 -1.35 37.425086 -122.170743 40.2 -0.0628 0.1430 -0.3503 0.097 -0.014 -2.669
0.35 -18.3 7.3 -42.0 0.05 -0.32 -1.55 37.425086 -122.170743 40.2 -0.0393 1.0563 0.2249 0.115 -0.014 -2.670
0.38 -18.3 7.3 -42.0 -0.23 -0.29 -1.99 37.425086 -122.170743 40.2 -0.5359 -0.5283 0.9166 0.120 -0.022 -2.647
0.41 -18.2 8.2 -42.3 -0.32 -0.41 -1.99 37.425086 -122.170743 40.2 -0.1651 -0.8041 1.0710 0.094 -0.035 -2.609
0.44 -18.2 8.2 -42.3 -0.63 -0.38 -2.00 37.425086 -122.170743 40.2 0.4868 -1.3165 1.2979 0.065 -0.026 -2.578
0.47 -18.2 8.8 -41.8 -0.44 -0.03 -1.97 37.425086 -122.170743 41.0 0.1898 -0.9203 0.4878 0.023 -0.010 -2.543
0.50 -18.2 8.8 -41.8 -0.05 0.27 -1.78 37.425086 -122.170743 41.0 -0.0099 -0.3378 -0.2585 0.009 -0.011 -2.543
0.54 -20.2 9.4 -40.4 0.01 0.39 -1.20 37.425086 -122.170743 41.0 1.3783 0.2691 -0.5738 0.008 0.008 -2.557
0.57 -20.2 9.4 -40.4 0.29 0.40 -0.71 37.425086 -122.170743 41.0 2.5382 -0.2614 -0.6190 0.022 0.100 -2.586
0.60 -21.7 6.3 -40.4 0.22 0.27 -0.22 37.425086 -122.170743 41.0 2.6872 -1.0702 0.0905 0.000 0.172 -2.595
0.63 -21.7 6.3 -40.4 0.17 0.19 -0.11 37.425086 -122.170743 41.0 1.4365 0.1358 -0.2980 -0.013 0.223 -2.595
0.66 -22.6 1.3 -41.4 0.34 0.19 -0.03 37.425086 -122.170743 41.0 1.3028 0.0151 -0.6685 0.006 0.269 -2.615
0.69 -22.6 1.3 -41.4 0.43 0.12 -0.01 37.425086 -122.170743 41.0 1.3617 -1.2597 -0.4432 -0.012 0.304 -2.632
0.72 -23.2 -3.4 -42.1 0.23 0.06 -0.06 37.425086 -122.170743 41.0 0.6788 -0.1230 -0.3387 -0.032 0.338 -2.646
0.75 -23.2 -3.4 -42.1 0.02 -0.07 -0.13 37.425086 -122.170743 41.0 0.1632 -0.5499 0.1791 -0.040 0.352 -2.648
0.79 -24.9 -8.2 -40.9 -0.07 -0.16 -0.21 37.425086 -122.170743 41.0 0.2302 -0.6113 0.2785 -0.061 0.358 -2.639
0.82 -24.9 -8.2 -40.9 -0.07 -0.16 -0.21 37.425086 -122.170743 41.0 -0.0204 -0.4393 0.1247 -0.076 0.359 -2.635
0.85 -26.0 -9.0 -39.9 -0.19 -0.13 -0.21 37.425086 -122.170743 41.0 -0.2666 -0.3055 0.1107 -0.091 0.355 -2.629
0.88 -26.0 -9.0 -39.9 -0.37 -0.17 -0.29 37.425086 -122.170743 41.0 -0.3473 -0.1793 0.0926 -0.099 0.344 -2.629
0.91 -26.7 -9.2 -39.2 -0.40 -0.25 -0.44 37.425086 -122.170743 41.0 -0.5808 0.2994 -0.1183 -0.093 0.325 -2.633
0.94 -26.7 -9.2 -39.2 -0.71 -0.02 -0.25 37.425086 -122.170743 41.0 -1.1953 -0.4065 -0.1868 -0.092 0.305 -2.636
0.97 -27.3 -8.1 -38.8 -0.61 -0.22 -0.64 37.425086 -122.170743 41.0 -1.5150 -0.9796 -0.7421 -0.110 0.266 -2.655
1.00 -27.3 -8.1 -38.8 -0.61 -0.00 -0.71 37.425086 -122.170743 41.0 -0.5423 -0.2955 -0.9306 -0.131 0.238 -2.687
1.04 -27.8 -6.1 -38.8 -0.70 0.05 -0.83 37.425086 -122.170743 41.0 -1.5889 -0.1307 -1.3772 -0.122 0.213 -2.724
1.07 -27.8 -6.1 -38.8 -0.67 0.13 -0.77 37.425086 -122.170743 41.0 -1.1993 -2.2683 -0.9210 -0.152 0.175 -2.762
1.10 -29.7 -4.6 -37.8 -0.51 0.28 -1.05 37.425086 -122.170743 41.0 -2.4280 0.9888 -3.1882 -0.177 0.112 -2.857
1.13 -29.7 -4.6 -37.8 0.07 0.70 -1.48 37.425086 -122.170743 41.0 -1.5668 -1.3776 -2.3202 -0.173 0.074 -2.942
1.16 -30.0 -4.6 -36.6 0.45 0.50 -2.00 37.425086 -122.170743 41.0 -2.6948 -1.4189 -2.2565 -0.232 0.011 -3.033
1.19 -30.0 -4.6 -36.6 0.63 0.48 -1.96 37.425086 -122.170743 41.0 -1.3022 0.1276 -2.0415 -0.245 -0.018 -3.100
1.22 -31.1 -3.9 -35.8 0.74 0.18 -1.81 37.425086 -122.170743 41.0 -1.0443 0.1100 -1.3904 -0.242 -0.040 3.130
