iPhone Sensor Log from Crossbow started at Nov 18, 2011 2:01:11 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -17.8 8.3 -42.8 0.13 -0.02 -0.99 37.425047 -122.170767 16.1 0.2177 0.0014 0.1309 0.105 0.031 -2.826
0.07 -17.8 8.3 -42.8 0.08 -0.04 -0.99 37.425047 -122.170767 16.1 0.1227 0.1098 0.1014 0.104 0.036 -2.823
0.10 -17.4 7.0 -41.8 0.09 -0.10 -0.95 37.425047 -122.170767 16.1 0.0225 0.1397 -0.0702 0.107 0.039 -2.823
0.13 -17.4 7.0 -41.8 0.14 -0.01 -1.04 37.425047 -122.170767 16.1 -0.3130 -0.3277 -0.3103 0.106 0.036 -2.829
0.16 -15.8 7.4 -41.7 0.03 0.06 -1.12 37.425047 -122.170767 16.1 -0.3673 -0.7307 -0.1408 0.075 0.013 -2.839
0.20 -15.8 7.4 -41.7 0.06 -0.03 -1.12 37.425047 -122.170767 16.1 -0.0816 -0.2411 -0.0819 0.063 0.009 -2.842
0.23 -16.3 8.0 -41.4 0.03 0.01 -1.08 37.425047 -122.170767 16.1 -0.0806 -0.1952 -0.0481 0.057 0.005 -2.843
0.26 -16.3 8.0 -41.4 0.03 -0.03 -1.07 37.425047 -122.170767 16.1 0.2331 -0.1899 0.0201 0.049 0.012 -2.843
0.29 -19.0 8.7 -41.4 0.04 -0.03 -1.11 37.425047 -122.170767 16.1 -0.0051 -0.1634 -0.1018 0.043 0.015 -2.845
0.32 -19.0 8.7 -41.4 -0.01 -0.06 -1.11 37.425047 -122.170767 16.1 0.1602 -0.1693 -0.0568 0.033 0.018 -2.849
0.35 -19.2 8.9 -41.1 -0.05 -0.09 -1.17 37.425047 -122.170767 16.1 -0.1433 0.1230 -0.2741 0.034 0.018 -2.853
0.38 -19.2 8.9 -41.1 -0.18 -0.05 -1.34 37.425047 -122.170767 16.1 -0.4066 0.0356 -0.3059 0.037 0.009 -2.862
0.41 -19.4 8.1 -40.8 -0.18 -0.21 -1.46 37.425047 -122.170767 16.1 -0.6054 -0.0722 -0.2418 0.030 -0.007 -2.875
0.45 -19.4 8.1 -40.8 -0.41 -0.28 -1.93 37.425047 -122.170767 16.1 -0.7431 1.0213 0.3169 0.044 -0.025 -2.871
0.48 -18.2 9.2 -40.2 -0.47 -0.25 -2.00 37.425047 -122.170767 15.8 -0.8605 0.4732 0.5281 0.066 -0.061 -2.854
0.51 -18.2 9.2 -40.2 -0.25 -0.16 -1.99 37.425047 -122.170767 15.8 0.0176 0.8079 0.3128 0.084 -0.074 -2.837
0.54 -17.2 10.7 -40.7 -0.14 0.21 -1.80 37.425047 -122.170767 15.8 0.7258 -0.3601 -0.1576 0.096 -0.062 -2.837
0.57 -17.2 10.7 -40.7 0.26 0.34 -1.26 37.425047 -122.170767 15.8 1.0983 -0.5352 -0.5791 0.077 -0.039 -2.849
0.60 -17.8 9.8 -41.3 0.21 0.24 -0.79 37.425047 -122.170767 15.8 1.5675 -0.2692 -0.6621 0.065 0.009 -2.883
0.63 -17.8 9.8 -41.3 0.01 0.21 -0.59 37.425047 -122.170767 15.8 1.1989 -0.2973 0.2214 0.056 0.045 -2.888
0.67 -18.9 7.5 -42.1 0.19 0.25 -0.30 37.425047 -122.170767 15.8 1.8041 -0.9280 -0.4772 0.044 0.107 -2.900
0.70 -18.9 7.5 -42.1 0.19 0.25 -0.30 37.425047 -122.170767 15.8 1.7448 -1.3363 -0.2417 0.011 0.155 -2.912
0.73 -21.1 2.4 -41.9 0.03 0.20 -0.24 37.425047 -122.170767 15.8 1.0939 -0.7898 -0.0980 -0.017 0.191 -2.915
0.76 -21.1 2.4 -41.9 0.14 0.09 -0.33 37.425047 -122.170767 15.8 1.0017 -0.4949 -0.7593 -0.031 0.227 -2.930
0.79 -23.4 -1.3 -41.1 0.25 0.16 -0.16 37.425047 -122.170767 15.8 1.0487 -0.2826 -0.3665 -0.038 0.256 -2.947
0.82 -23.4 -1.3 -41.1 0.15 -0.03 -0.33 37.425047 -122.170767 15.8 0.3187 -0.1924 -0.1011 -0.042 0.272 -2.952
0.85 -25.0 -4.8 -40.7 0.05 -0.15 -0.35 37.425047 -122.170767 15.8 0.6552 -0.4756 -0.0614 -0.059 0.295 -2.952
0.88 -25.0 -4.8 -40.7 0.07 -0.17 -0.29 37.425047 -122.170767 15.8 0.3679 -0.1782 -0.1292 -0.067 0.308 -2.953
0.92 -25.9 -6.5 -40.8 -0.02 -0.22 -0.35 37.425047 -122.170767 15.8 0.1943 0.1279 -0.1604 -0.065 0.315 -2.958
0.95 -25.9 -6.5 -40.8 0.05 -0.34 -0.46 37.425047 -122.170767 15.8 0.9464 -0.4374 -0.0800 -0.068 0.335 -2.964
0.98 -26.8 -9.0 -40.2 -0.20 -0.24 -0.18 37.425047 -122.170767 15.8 1.8100 -1.0434 0.3721 -0.092 0.373 -2.955
1.01 -26.8 -9.0 -40.2 -0.37 -0.14 0.11 37.425047 -122.170767 15.8 -0.3101 -0.7291 0.3105 -0.140 0.414 -2.934
1.04 -28.0 -10.5 -38.1 -0.28 -0.33 -0.58 37.425047 -122.170767 15.8 -1.3554 0.6292 -0.3718 -0.131 0.362 -2.948
1.07 -28.0 -10.5 -38.1 -0.53 -0.03 -0.51 37.425047 -122.170767 15.8 0.0651 -0.1691 0.0670 -0.121 0.349 -2.955
1.10 -29.3 -11.6 -37.0 -0.74 0.10 -0.56 37.425047 -122.170767 15.8 -0.9947 -1.2203 -0.1637 -0.162 0.343 -2.951
1.13 -29.3 -11.6 -37.0 -0.68 0.08 -1.19 37.425047 -122.170767 15.8 -2.0708 -0.2956 -1.2090 -0.171 0.298 -2.981
1.16 -29.8 -9.4 -36.7 -0.60 0.28 -1.44 37.425047 -122.170767 15.8 -1.8378 -0.1980 -1.7629 -0.160 0.257 -3.034
1.20 -29.8 -9.4 -36.7 -0.23 0.17 -1.80 37.425047 -122.170767 15.8 -2.1895 -1.1124 -1.7153 -0.177 0.169 -3.129
1.23 -30.6 -7.1 -36.0 0.25 0.17 -1.76 37.425047 -122.170767 15.8 -1.7038 0.1013 -2.7066 -0.180 0.132 3.087
1.26 -30.6 -7.1 -36.0 0.72 0.15 -1.75 37.425047 -122.170767 15.8 -1.4614 -0.3982 -2.9528 -0.169 0.105 3.001
1.29 -31.6 -6.4 -36.2 0.63 0.00 -1.70 37.425047 -122.170767 15.8 -1.1690 -0.6923 -1.6108 -0.191 0.072 2.916
1.32 -31.6 -6.4 -36.2 0.51 -0.07 -1.65 37.425047 -122.170767 15.8 -0.9530 -0.3972 -1.2970 -0.201 0.052 2.873
1.35 -32.1 -6.5 -36.2 0.72 -0.07 -1.45 37.425047 -122.170767 15.8 -0.4210 -0.4380 -1.1878 -0.212 0.042 2.839
1.38 -32.1 -6.5 -36.2 0.77 -0.04 -1.45 37.425047 -122.170767 15.8 0.0489 0.2591 -0.8958 -0.213 0.046 2.786
1.41 -31.4 -7.4 -35.6 0.67 0.03 -1.30 37.425047 -122.170767 15.8 0.5207 0.3790 -0.5264 -0.203 0.059 2.771
1.45 -31.4 -7.4 -35.6 0.91 0.27 -1.12 37.425047 -122.170767 15.8 0.7054 0.3357 -0.5165 -0.192 0.083 2.755
1.48 -30.2 -10.2 -36.0 0.89 0.35 -1.03 37.425047 -122.170767 17.2 0.6863 1.2620 -0.1151 -0.171 0.105 2.751
1.51 -30.2 -10.2 -36.0 1.09 0.45 -0.83 37.425047 -122.170767 17.2 0.3439 1.2569 0.1126 -0.135 0.116 2.754
1.54 -28.9 -12.3 -36.9 1.24 0.60 -0.52 37.425047 -122.170767 17.2 0.9868 0.1182 1.5054 -0.120 0.141 2.790
1.57 -28.9 -12.3 -36.9 0.96 0.55 -0.89 37.425047 -122.170767 17.2 -0.1977 1.8197 1.1957 -0.101 0.150 2.831
1.60 -27.4 -11.4 -37.6 0.50 0.63 -1.27 37.425047 -122.170767 17.2 -1.9248 3.2001 0.4446 -0.026 0.112 2.846
1.63 -27.4 -11.4 -37.6 -0.27 0.15 -1.91 37.425047 -122.170767 17.2 -1.5672 0.4274 2.4887 0.034 0.053 2.894
1.66 -23.4 -5.5 -39.6 -1.49 0.04 -1.49 37.425047 -122.170767 17.2 -0.5933 -0.0910 3.8800 0.028 0.026 2.988
1.70 -23.4 -5.5 -39.6 -1.08 -0.03 -1.26 37.425047 -122.170767 17.2 0.5360 1.4774 1.1766 0.067 0.051 3.105
