iPhone Sensor Log from Crossbow started at Nov 18, 2011 1:58:12 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -16.7 -1.4 -45.3 0.11 -0.19 -0.98 37.425059 -122.170801 47.0 -0.0249 -0.1431 0.0799 0.112 0.197 -2.118
0.07 -17.8 -1.2 -43.5 0.11 -0.19 -1.00 37.425059 -122.170801 47.0 -0.0061 0.0303 0.0041 0.112 0.197 -2.117
0.10 -17.8 -1.2 -43.5 0.12 -0.20 -0.98 37.425059 -122.170801 47.0 0.0309 0.0322 0.0315 0.114 0.196 -2.116
0.13 -17.9 -0.9 -42.4 0.14 -0.21 -0.93 37.425059 -122.170801 47.0 -0.0047 -0.0175 0.0040 0.115 0.198 -2.116
0.16 -17.9 -0.9 -42.4 0.12 -0.19 -0.95 37.425059 -122.170801 47.0 -0.2101 -0.2441 -0.0011 0.112 0.195 -2.116
0.19 -18.7 -0.6 -42.8 0.09 -0.13 -1.04 37.425059 -122.170801 47.0 -0.6735 -0.1996 -0.1681 0.102 0.175 -2.117
0.22 -18.7 -0.6 -42.8 0.11 -0.14 -1.04 37.425059 -122.170801 47.0 -0.5175 -0.2158 -0.2126 0.097 0.159 -2.121
0.26 -19.1 0.3 -41.9 0.14 -0.12 -1.04 37.425059 -122.170801 47.0 -0.4163 -0.1874 -0.0531 0.090 0.142 -2.123
0.29 -19.1 0.3 -41.9 0.02 -0.13 -1.02 37.425059 -122.170801 47.0 -0.5447 0.0441 0.1160 0.088 0.124 -2.121
0.32 -19.5 1.5 -41.1 0.03 -0.06 -1.09 37.425059 -122.170801 47.0 -0.5928 -0.3560 -0.1302 0.079 0.110 -2.119
0.35 -19.5 1.5 -41.1 0.11 -0.16 -1.07 37.425059 -122.170801 47.0 -0.7827 0.2027 -0.2220 0.078 0.090 -2.123
0.38 -18.5 2.0 -41.5 0.02 -0.15 -1.15 37.425059 -122.170801 47.0 -0.7460 1.0299 -0.2271 0.098 0.064 -2.133
0.41 -18.5 2.0 -41.5 0.11 -0.18 -1.45 37.425059 -122.170801 47.0 -1.1904 1.1532 0.2317 0.131 0.038 -2.129
0.44 -15.9 4.9 -43.0 0.13 -0.10 -1.53 37.425059 -122.170801 47.0 -1.2254 0.3966 0.0436 0.147 0.003 -2.121
0.47 -15.9 4.9 -43.0 -0.08 -0.21 -1.74 37.425059 -122.170801 47.0 -1.0469 0.1963 0.9672 0.183 -0.038 -2.091
