iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:08:19 PM Pacific Standard Time.
1.13 4.7 -0.4 -42.7 -0.03 -0.18 -0.54 (null) (null) (null) 0.0529 0.2534 -0.0015 0.020 0.112 -0.295
1.16 4.7 -0.4 -42.7 0.09 -0.13 -0.73 (null) (null) (null) -0.2763 0.1091 0.0109 0.027 0.104 -0.294
1.19 4.4 -0.6 -42.8 0.17 -0.04 -0.83 (null) (null) (null) -0.1650 0.0981 0.1612 0.030 0.098 -0.292
1.22 4.4 -0.6 -42.8 0.17 -0.08 -0.83 (null) (null) (null) 0.0865 0.2563 0.3251 0.034 0.098 -0.284
1.25 5.4 -1.0 -44.0 0.14 -0.02 -0.76 (null) (null) (null) 0.1464 0.1136 0.4497 0.038 0.103 -0.273
1.28 5.4 -1.0 -44.0 0.19 -0.13 -0.73 (null) (null) (null) 0.0949 0.5836 0.5703 0.049 0.109 -0.255
1.32 6.3 -1.5 -44.2 0.15 -0.11 -0.77 (null) (null) (null) 0.0046 0.9831 0.7838 0.071 0.111 -0.235
1.35 6.3 -1.5 -44.2 0.13 -0.03 -0.79 (null) (null) (null) -0.1676 0.7061 0.7961 0.090 0.112 -0.212
1.38 8.2 -1.2 -43.8 0.10 0.01 -0.87 (null) (null) (null) -0.5318 0.4768 0.7814 0.104 0.104 -0.190
1.41 8.2 -1.2 -43.8 0.12 -0.04 -0.95 (null) (null) (null) -0.7874 0.4869 0.6525 0.127 0.076 -0.153
1.44 10.8 -1.0 -43.3 0.19 0.01 -0.99 (null) (null) (null) -0.7099 0.1435 0.5167 0.134 0.056 -0.135
1.47 10.8 -1.0 -43.3 0.11 -0.03 -1.01 (null) (null) (null) -0.6128 0.2649 0.6661 0.138 0.039 -0.116
1.50 12.2 -0.0 -44.0 0.15 -0.02 -0.93 (null) (null) (null) -0.2851 0.5273 0.5809 0.151 0.030 -0.097
1.53 12.2 -0.0 -44.0 0.28 0.03 -0.77 (null) (null) (null) -0.2192 -0.2662 0.3674 0.149 0.026 -0.080
1.56 12.0 2.2 -45.7 0.13 0.01 -1.03 (null) (null) (null) -0.5147 0.2846 0.5569 0.149 0.015 -0.066
1.60 12.0 2.2 -45.7 0.07 0.07 -1.15 (null) (null) (null) -0.6063 0.2708 0.6181 0.160 0.001 -0.046
1.63 11.8 3.0 -46.2 0.27 0.03 -0.97 (null) (null) (null) -0.1664 -0.4103 0.3084 0.157 -0.009 -0.032
1.66 11.8 3.0 -46.2 0.20 0.04 -0.85 (null) (null) (null) -0.0288 -0.0989 0.5047 0.149 -0.010 -0.020
1.69 12.3 3.0 -46.8 -0.06 0.03 -1.08 (null) (null) (null) -0.4831 0.3470 0.7582 0.156 -0.017 0.006
1.72 12.3 3.0 -46.8 0.13 0.01 -1.11 (null) (null) (null) -0.6324 -0.0029 0.3700 0.160 -0.033 0.023
1.75 13.0 3.5 -47.8 0.14 0.04 -0.88 (null) (null) (null) -0.0413 -0.1957 0.3829 0.154 -0.038 0.034
1.78 13.0 3.5 -47.8 0.03 0.01 -0.90 (null) (null) (null) -0.1344 0.2407 0.6225 0.159 -0.034 0.054
1.81 13.1 3.7 -49.5 0.16 -0.07 -1.25 (null) (null) (null) -0.8344 0.5938 0.4489 0.171 -0.045 0.070
1.85 13.1 3.7 -49.5 0.05 0.04 -1.25 (null) (null) (null) -0.7276 0.7343 0.4866 0.192 -0.066 0.086
1.88 13.7 3.7 -49.6 0.05 0.03 -1.26 (null) (null) (null) -0.3320 0.5400 0.4656 0.210 -0.075 0.103
1.91 13.7 3.7 -49.6 0.12 0.03 -1.13 (null) (null) (null) -0.3441 -0.2804 0.1717 0.216 -0.085 0.116
1.94 15.4 5.2 -50.0 0.06 0.10 -1.40 (null) (null) (null) -0.6096 -0.2499 0.2611 0.203 -0.099 0.127
1.97 15.4 5.2 -50.0 0.06 0.13 -1.37 (null) (null) (null) -0.5220 -0.2936 0.1523 0.199 -0.114 0.135
2.00 15.7 6.0 -50.8 0.14 0.17 -1.11 (null) (null) (null) -0.0659 -0.6450 0.0267 0.184 -0.121 0.139
2.03 15.7 6.0 -50.8 0.02 0.20 -1.10 (null) (null) (null) 0.0595 -0.2907 0.1639 0.160 -0.118 0.143
2.06 14.9 7.0 -52.3 0.02 0.19 -1.15 (null) (null) (null) -0.1445 -0.0403 0.1369 0.156 -0.119 0.148
2.10 14.9 7.0 -52.3 0.05 0.13 -1.26 (null) (null) (null) -0.2465 -0.1496 0.0978 0.153 -0.124 0.152
2.13 14.2 7.3 -52.7 -0.14 0.21 -1.18 (null) (null) (null) -0.0290 0.1229 0.2333 0.153 -0.127 0.157
2.16 14.2 7.3 -52.7 -0.14 0.21 -1.18 (null) (null) (null) 0.3067 0.0428 0.1826 0.159 -0.118 0.165
2.19 13.2 6.6 -53.6 -0.06 0.08 -1.09 (null) (null) (null) 0.3785 0.0253 0.0124 0.133 -0.097 0.163
2.22 13.2 6.6 -53.6 -0.02 0.09 -1.11 (null) (null) (null) 0.5091 0.2747 0.2151 0.137 -0.084 0.165
2.25 13.2 5.2 -54.3 -0.20 0.20 -1.04 (null) (null) (null) 0.6883 0.2221 0.1329 0.134 -0.070 0.167
2.28 13.2 5.2 -54.3 -0.06 0.09 -0.90 (null) (null) (null) 0.2038 -0.2063 0.0388 0.119 -0.054 0.165
2.31 13.3 3.9 -54.4 -0.05 0.05 -1.05 (null) (null) (null) 0.1592 0.0990 -0.0040 0.096 -0.052 0.164
2.35 13.3 3.9 -54.4 -0.24 0.11 -1.03 (null) (null) (null) 0.3264 0.1372 0.0212 0.071 -0.047 0.163
2.38 12.3 3.0 -55.2 0.00 -0.06 -1.02 (null) (null) (null) 0.3005 -0.3098 -0.4190 0.066 -0.028 0.154
2.41 12.3 3.0 -55.2 0.04 -0.04 -1.05 (null) (null) (null) 0.3508 -0.2974 -0.1993 0.039 -0.015 0.140
2.44 10.1 2.8 -53.8 -0.10 0.03 -1.02 (null) (null) (null) 0.4041 -0.1288 -0.4068 0.029 -0.003 0.132
2.47 10.1 2.8 -53.8 0.04 -0.05 -1.10 (null) (null) (null) 0.4129 -0.1708 -0.7234 0.025 0.007 0.115
2.50 7.5 0.7 -51.1 0.17 -0.07 -1.04 (null) (null) (null) 0.6796 -0.3144 -0.4448 0.018 0.023 0.097
2.53 7.5 0.7 -51.1 -0.03 0.04 -0.90 (null) (null) (null) 0.4975 -0.4171 -0.4985 0.004 0.047 0.083
2.56 8.0 -1.1 -50.2 0.13 -0.04 -0.94 (null) (null) (null) 0.3344 -0.4448 -0.8443 -0.003 0.059 0.062
2.60 8.0 -1.1 -50.2 0.33 -0.11 -0.99 (null) (null) (null) 0.4207 -0.2600 -0.4095 -0.012 0.069 0.045
2.63 9.8 -1.3 -49.9 0.08 -0.02 -0.89 (null) (null) (null) 0.4710 -0.2021 -0.1025 -0.016 0.082 0.040
2.66 9.8 -1.3 -49.9 0.09 -0.06 -0.89 (null) (null) (null) -0.0051 -1.0100 -0.1847 -0.039 0.091 0.034
2.69 8.9 -1.6 -51.3 0.28 -0.13 -0.91 (null) (null) (null) 0.1583 -0.3284 -0.0902 -0.066 0.094 0.027
2.72 8.9 -1.6 -51.3 0.00 0.05 -0.92 (null) (null) (null) 0.2472 0.0030 0.1372 -0.063 0.092 0.031
2.75 5.1 -3.1 -52.2 0.17 -0.08 -0.86 (null) (null) (null) 0.1011 -0.4602 -0.2227 -0.060 0.097 0.026
2.78 5.1 -3.1 -52.2 0.23 -0.09 -0.82 (null) (null) (null) -0.2161 -0.7643 -0.0328 -0.080 0.095 0.022
2.81 3.9 -3.0 -52.1 0.03 -0.03 -0.96 (null) (null) (null) -0.2109 0.0235 -0.1145 -0.084 0.083 0.023
2.85 3.9 -3.0 -52.1 0.17 -0.08 -0.97 (null) (null) (null) 0.0347 0.1421 -0.2277 -0.057 0.082 0.014
2.88 2.7 -0.7 -52.1 0.19 -0.08 -0.93 (null) (null) (null) -0.1392 -0.3496 -0.0725 -0.040 0.083 0.009
2.91 2.7 -0.7 -52.1 0.14 -0.05 -1.01 (null) (null) (null) -0.2650 -0.2407 -0.2054 -0.034 0.072 0.006
2.94 1.9 0.7 -52.8 0.27 -0.08 -1.15 (null) (null) (null) -0.3141 -0.1826 -0.2430 -0.041 0.061 -0.006
2.97 1.9 0.7 -52.8 0.08 -0.03 -1.12 (null) (null) (null) 0.1227 0.1870 -0.1054 -0.041 0.059 -0.010
3.00 0.9 1.0 -53.8 0.15 -0.10 -1.01 (null) (null) (null) 0.2409 0.2187 -0.3035 -0.022 0.068 -0.017
3.03 0.9 1.0 -53.8 0.19 -0.13 -0.98 (null) (null) (null) 0.1898 0.3198 -0.2826 -0.001 0.078 -0.026
3.07 0.4 0.8 -53.2 0.08 -0.10 -1.05 (null) (null) (null) 0.1119 0.4221 -0.1021 0.023 0.087 -0.034
3.10 0.4 0.8 -53.2 0.08 -0.11 -1.08 (null) (null) (null) 0.1129 0.1296 -0.1615 0.036 0.092 -0.038
3.13 0.4 1.1 -53.3 0.14 -0.13 -0.94 (null) (null) (null) 0.2568 0.0494 -0.1548 0.043 0.100 -0.044
3.16 0.4 1.1 -53.3 -0.01 -0.08 -1.01 (null) (null) (null) 0.1032 0.1762 0.0387 0.046 0.106 -0.045
3.19 1.4 -0.1 -53.8 0.07 -0.10 -1.00 (null) (null) (null) 0.0472 -0.0630 -0.0872 0.051 0.108 -0.048
3.22 1.4 -0.1 -53.8 0.10 -0.11 -1.01 (null) (null) (null) 0.0570 -0.1333 -0.0231 0.050 0.110 -0.050
3.25 1.1 -1.4 -53.4 0.01 -0.09 -0.91 (null) (null) (null) 0.2410 0.1509 0.0582 0.050 0.114 -0.049
3.28 1.1 -1.4 -53.4 0.01 -0.10 -0.97 (null) (null) (null) -0.0396 -0.0181 0.0529 0.049 0.117 -0.047
3.31 1.1 -0.7 -53.4 0.03 -0.11 -1.07 (null) (null) (null) -0.1971 -0.0957 0.0147 0.041 0.109 -0.046
3.35 1.1 -0.7 -53.4 0.01 -0.10 -1.01 (null) (null) (null) 0.0132 0.0085 0.0780 0.038 0.105 -0.044
3.38 1.6 -0.5 -52.7 -0.01 -0.08 -0.92 (null) (null) (null) 0.0187 -0.1597 0.1138 0.034 0.107 -0.041
3.41 1.6 -0.5 -52.7 -0.01 -0.09 -1.02 (null) (null) (null) -0.4593 -0.4841 0.1487 0.013 0.096 -0.035
3.44 1.5 -0.3 -51.2 -0.04 -0.09 -1.00 (null) (null) (null) -0.1681 0.0921 0.1348 0.007 0.084 -0.031
3.47 1.5 -0.3 -51.2 -0.08 -0.06 -1.00 (null) (null) (null) -0.0392 0.1836 0.1033 0.006 0.080 -0.027
3.50 1.4 0.6 -50.8 -0.07 -0.07 -0.93 (null) (null) (null) -0.0026 -0.0680 0.0232 0.003 0.079 -0.025
3.53 1.4 0.6 -50.8 -0.03 -0.08 -0.91 (null) (null) (null) -0.0523 -0.1687 -0.0495 -0.002 0.079 -0.026
3.56 1.6 1.1 -51.1 -0.08 -0.06 -0.96 (null) (null) (null) -0.2132 -0.0815 -0.0202 -0.009 0.073 -0.027
3.60 1.6 1.1 -51.1 -0.05 -0.08 -1.07 (null) (null) (null) -0.3155 -0.1860 -0.0425 -0.015 0.065 -0.027
3.63 1.6 1.3 -51.6 -0.01 -0.05 -0.96 (null) (null) (null) -0.1281 -0.3841 -0.1107 -0.023 0.059 -0.030
3.66 1.6 1.3 -51.6 -0.02 -0.07 -0.95 (null) (null) (null) 0.0196 -0.0894 -0.0474 -0.032 0.060 -0.033
3.69 1.3 2.3 -51.4 -0.06 -0.06 -0.98 (null) (null) (null) 0.0215 0.0932 -0.0257 -0.032 0.060 -0.034
3.72 1.3 2.3 -51.4 -0.02 -0.07 -1.02 (null) (null) (null) 0.0331 0.1768 -0.1067 -0.028 0.061 -0.036
