iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:02:30 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 11.3 22.0 -8.4 -0.01 -0.25 -1.48 37.428034 -122.174214 35.7 -0.9417 -0.1749 -0.0663 0.005 0.205 -2.854
0.07 11.3 22.0 -8.4 -0.00 -0.19 -1.34 37.428034 -122.174214 35.7 0.6100 -0.0316 0.0023 -0.002 0.206 -2.854
0.10 11.3 22.6 -6.8 0.05 -0.24 -1.05 37.428034 -122.174214 35.7 1.3365 -0.0325 0.1150 -0.000 0.238 -2.853
0.13 11.3 22.6 -6.8 -0.01 -0.23 -0.67 37.428034 -122.174214 35.7 0.4477 -0.3036 0.1610 -0.010 0.264 -2.847
0.16 11.1 22.7 -6.3 -0.05 -0.24 -0.84 37.428034 -122.174214 35.7 -0.2279 -0.2642 -0.0587 -0.019 0.257 -2.847
0.19 11.1 22.7 -6.3 -0.05 -0.23 -0.89 37.428034 -122.174214 35.7 -0.0232 0.2647 -0.1385 -0.019 0.254 -2.850
0.22 11.3 22.3 -6.9 -0.02 -0.21 -0.99 37.428034 -122.174214 35.7 0.0035 0.5514 -0.1234 -0.006 0.253 -2.855
0.25 11.3 22.3 -6.9 0.03 -0.26 -1.13 37.428034 -122.174214 35.7 -0.0144 0.0453 0.0129 0.003 0.252 -2.856
0.28 11.7 22.3 -7.5 -0.01 -0.22 -0.96 37.428034 -122.174214 35.7 0.3627 -0.4403 0.0824 -0.015 0.260 -2.851
0.31 11.7 22.3 -7.5 -0.04 -0.24 -0.96 37.428034 -122.174214 35.7 0.4510 -0.1019 -0.0179 -0.023 0.272 -2.849
0.35 11.7 22.1 -8.5 -0.07 -0.42 -0.78 37.428034 -122.174214 35.7 0.3875 0.0564 -0.0406 -0.026 0.288 -2.851
0.38 11.7 22.1 -8.5 -0.05 -0.26 -0.89 37.428034 -122.174214 35.7 -0.0545 -0.0744 0.0256 -0.026 0.288 -2.850
0.41 11.5 21.7 -9.6 -0.01 -0.26 -0.81 37.428034 -122.174214 35.7 -0.1172 0.1376 -0.0670 -0.026 0.286 -2.852
0.44 11.5 21.7 -9.6 -0.06 -0.29 -0.74 37.428034 -122.174214 35.7 -0.3175 0.3607 -0.0111 -0.016 0.280 -2.853
0.47 11.0 21.5 -9.3 -0.01 -0.24 -0.91 37.428034 -122.174214 35.7 -0.8009 0.3467 0.0567 -0.005 0.263 -2.853
0.50 11.0 21.5 -9.3 0.17 -0.14 -0.74 37.428034 -122.174214 35.7 -1.2983 0.1450 0.0320 0.003 0.230 -2.848
0.53 11.1 21.9 -7.4 -0.04 -0.19 -1.21 37.428034 -122.174214 35.7 -1.5412 0.9334 -0.2096 0.017 0.169 -2.847
0.56 11.1 21.9 -7.4 0.07 -0.23 -1.22 37.428034 -122.174214 35.7 -1.2300 0.7291 -0.1779 0.043 0.133 -2.854
0.60 11.5 22.6 -6.0 0.06 -0.15 -1.26 37.428034 -122.174214 35.7 -0.7608 0.0986 -0.0209 0.055 0.106 -2.854
0.63 11.5 22.6 -6.0 -0.04 -0.14 -1.25 37.428034 -122.174214 35.7 -0.5943 -0.4624 0.0908 0.047 0.088 -2.852
0.66 12.9 23.5 -4.3 -0.05 -0.21 -1.30 37.428034 -122.174214 35.7 -0.2414 -0.1760 -0.0221 0.034 0.073 -2.851
0.69 12.9 23.5 -4.3 -0.15 -0.29 -1.54 37.428034 -122.174214 35.7 -0.2788 -0.5378 0.1553 0.025 0.067 -2.849
0.72 13.3 24.3 -3.8 -0.21 -0.28 -1.75 37.428034 -122.174214 35.7 -0.2283 -1.0172 0.2004 0.001 0.059 -2.844
0.75 13.3 24.3 -3.8 -0.37 -0.28 -1.97 37.428034 -122.174214 35.7 -0.0313 -1.3978 0.2282 -0.036 0.056 -2.837
0.78 12.7 24.1 -4.7 -0.45 -0.25 -1.98 37.428034 -122.174214 35.7 0.8627 -1.8060 0.0891 -0.106 0.078 -2.827
0.81 12.7 24.1 -4.7 -0.36 -0.26 -1.97 37.428034 -122.174214 35.7 0.9240 -2.1733 -0.0682 -0.163 0.102 -2.824
0.85 11.6 23.3 -6.5 -0.49 -0.17 -1.98 37.428034 -122.174214 35.7 1.2541 -2.2164 -0.0470 -0.226 0.132 -2.819
0.88 11.6 23.3 -6.5 -0.46 0.04 -1.98 37.428034 -122.174214 35.7 1.5284 -2.4630 -0.2648 -0.292 0.172 -2.813
0.91 7.9 21.0 -11.0 -0.28 0.13 -1.87 37.428034 -122.174214 35.7 2.2426 -2.9503 -0.8226 -0.398 0.245 -2.808
0.94 7.9 21.0 -11.0 -0.11 0.21 -1.43 37.428034 -122.174214 35.7 2.9495 -2.3787 -1.2428 -0.473 0.326 -2.804
0.97 3.9 17.4 -14.5 0.09 0.25 -0.95 37.428034 -122.174214 35.7 3.3062 -1.5217 -1.4107 -0.529 0.419 -2.794
1.00 3.9 17.4 -14.5 0.15 0.30 -0.77 37.428034 -122.174214 35.7 3.4904 -1.2089 -1.3548 -0.569 0.521 -2.776
1.03 -2.9 11.1 -16.8 0.16 0.30 -0.63 37.428034 -122.174214 35.7 3.3262 -1.9332 -1.1117 -0.673 0.683 -2.720
1.06 -2.9 11.1 -16.8 0.24 0.24 -0.32 37.428034 -122.174214 35.7 3.6882 -1.8602 -1.0960 -0.764 0.777 -2.665
1.10 -7.0 7.1 -15.4 0.29 0.12 -0.22 37.428034 -122.174214 35.7 3.5309 -1.5128 -1.0852 -0.867 0.870 -2.587
1.13 -7.0 7.1 -15.4 0.24 -0.05 0.09 37.428034 -122.174214 35.7 3.4947 -1.3182 -0.8535 -0.983 0.948 -2.488
1.16 -11.6 0.9 -11.8 -0.03 -0.14 0.21 37.428034 -122.174214 35.7 3.0936 -0.3979 -0.3592 -1.163 1.028 -2.310
1.19 -11.6 0.9 -11.8 -0.17 -0.19 0.58 37.428034 -122.174214 35.7 3.0105 -0.5283 -0.0332 -1.306 1.060 -2.156
1.22 -13.1 -3.4 -10.1 -0.33 -0.34 0.82 37.428034 -122.174214 35.7 2.5580 -1.0159 0.2296 -1.471 1.071 -1.995
1.25 -13.1 -3.4 -10.1 -0.50 -0.36 0.86 37.428034 -122.174214 35.7 1.6381 -1.1260 0.3958 -1.617 1.062 -1.868
1.28 -14.5 -5.6 -8.0 -0.56 -0.41 0.92 37.428034 -122.174214 35.7 0.8927 -0.8530 0.3606 -1.752 1.037 -1.764
1.31 -14.5 -5.6 -8.0 -0.61 -0.44 0.91 37.428034 -122.174214 35.7 0.3616 -0.6980 0.2749 -1.797 1.025 -1.736
1.35 -16.2 -5.8 -4.8 -0.76 -0.42 0.84 37.428034 -122.174214 35.7 -0.1454 -0.5941 0.2411 -1.815 1.018 -1.736
1.38 -16.2 -5.8 -4.8 -0.75 -0.40 0.82 37.428034 -122.174214 35.7 -0.4431 -0.5807 0.1758 -1.815 1.014 -1.756
1.41 -17.1 -5.6 -3.8 -0.80 -0.37 0.74 37.428034 -122.174214 35.7 -1.0558 -0.4048 -0.0771 -1.789 1.020 -1.808
1.44 -17.1 -5.6 -3.8 -0.91 -0.30 0.63 37.428034 -122.174214 35.7 -1.4960 -0.3507 -0.1657 -1.741 1.030 -1.876
1.47 -17.3 -5.0 -3.6 -0.91 -0.30 0.63 37.428034 -122.174214 35.7 -1.8835 -0.4597 -0.3000 -1.673 1.043 -1.968
1.50 -17.3 -5.0 -3.6 -1.01 -0.24 0.53 37.428034 -122.174214 35.7 -2.3416 -0.7304 -0.5391 -1.590 1.058 -2.086
1.53 -17.0 -4.6 -4.3 -0.92 -0.17 0.30 37.428034 -122.174214 35.7 -3.0331 -0.3489 -1.0994 -1.376 1.085 -2.357
1.56 -17.0 -4.6 -4.3 -0.99 -0.06 0.08 37.428034 -122.174214 35.7 -3.4435 -0.0512 -1.5027 -1.203 1.086 -2.561
1.60 -16.8 -4.2 -6.5 -0.88 0.01 -0.24 37.428034 -122.174214 35.7 -3.5606 0.3152 -2.0573 -0.987 1.086 -2.798
1.63 -16.8 -4.2 -6.5 -0.77 0.20 -0.46 37.428034 -122.174214 35.7 -3.7984 0.0469 -2.6310 -0.759 1.070 -3.053
1.66 -16.6 -3.6 -9.0 -0.56 0.20 -0.79 37.428034 -122.174214 35.7 -4.2649 -0.5214 -3.2080 -0.465 1.006 2.879
1.69 -16.6 -3.6 -9.0 -0.46 0.25 -1.06 37.428034 -122.174214 35.7 -3.9015 -0.7768 -3.2887 -0.299 0.933 2.656
1.72 -15.8 -1.8 -12.3 -0.40 0.42 -1.16 37.428034 -122.174214 35.7 -3.9575 -1.3324 -3.4871 -0.184 0.851 2.469
1.75 -15.8 -1.8 -12.3 -0.12 0.57 -1.54 37.428034 -122.174214 35.7 -4.1634 -1.2743 -3.7182 -0.101 0.752 2.302
1.78 -16.4 0.1 -14.3 -0.01 0.68 -1.70 37.428034 -122.174214 35.7 -3.9570 -0.6333 -4.0315 -0.004 0.574 2.064
