iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:48:50 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 31.8 -8.5 -14.4 0.38 -0.42 -0.83 37.427957 -122.174328 34.8 -0.4135 -0.0471 -0.0471 0.502 0.469 -1.971
0.06 31.2 -8.5 -13.5 0.42 -0.42 -0.78 37.427957 -122.174328 34.8 -0.5302 -0.5097 0.0696 0.480 0.455 -1.958
0.10 31.2 -8.5 -13.5 0.41 -0.46 -0.82 37.427957 -122.174328 34.8 -0.3794 -0.1210 -0.2183 0.470 0.439 -1.957
0.13 31.4 -8.5 -13.3 0.52 -0.51 -0.57 37.427957 -122.174328 34.8 -0.1470 -0.0706 -0.4967 0.478 0.433 -1.968
0.16 31.4 -8.5 -13.3 0.58 -0.47 -0.93 37.427957 -122.174328 34.8 -0.7535 -0.8317 -0.6250 0.477 0.418 -1.982
0.19 31.5 -7.7 -14.0 0.41 -0.31 -0.88 37.427957 -122.174328 34.8 -1.2127 -1.3445 -0.4881 0.443 0.383 -1.983
0.22 31.5 -7.7 -14.0 0.22 -0.28 -0.83 37.427957 -122.174328 34.8 -0.4647 -1.1637 -0.3092 0.405 0.360 -1.983
0.25 31.4 -6.1 -15.7 0.22 -0.31 -0.62 37.427957 -122.174328 34.8 -0.7966 -0.1097 -0.4398 0.393 0.333 -1.986
0.28 31.4 -6.1 -15.7 0.26 -0.31 -0.86 37.427957 -122.174328 34.8 -1.4504 -0.9907 -0.8315 0.381 0.298 -1.992
0.31 30.8 -4.6 -17.2 0.32 -0.37 -1.00 37.427957 -122.174328 34.8 -1.7227 -2.8858 -0.9235 0.329 0.243 -2.001
0.35 30.8 -4.6 -17.2 0.37 -0.19 0.61 37.427957 -122.174328 34.8 -0.7328 -3.5843 -0.6945 0.243 0.207 -2.016
0.38 27.8 -1.4 -21.4 0.12 0.56 -0.82 37.427957 -122.174328 34.8 -2.8752 3.8874 1.8926 0.153 0.140 -1.980
0.41 27.8 -1.4 -21.4 0.37 0.09 -1.05 37.427957 -122.174328 34.8 -2.9169 0.2874 0.9351 0.216 0.066 -1.925
0.44 27.1 0.8 -22.9 0.09 0.16 -0.42 37.427957 -122.174328 34.8 -1.1527 -2.9935 2.8603 0.172 0.027 -1.856
0.47 27.1 0.8 -22.9 0.06 0.31 -0.20 37.427957 -122.174328 34.8 -0.4432 -2.8746 3.6481 0.076 0.024 -1.756
0.50 25.7 0.3 -25.5 -0.44 0.51 -0.30 37.427957 -122.174328 34.8 -2.3429 -1.0841 3.5540 0.014 -0.026 -1.635
0.53 25.7 0.3 -25.5 -0.73 0.64 -0.58 37.427957 -122.174328 34.8 -2.9786 -2.2077 4.1637 -0.030 -0.111 -1.519
0.56 21.6 -1.4 -28.9 -1.48 0.58 -0.96 37.427957 -122.174328 34.8 -2.5739 -2.3884 3.0610 -0.094 -0.198 -1.431
0.60 21.6 -1.4 -28.9 -1.97 0.85 -1.23 37.427957 -122.174328 34.8 -3.7957 -3.9628 1.7305 -0.166 -0.289 -1.372
0.63 13.6 2.3 -31.9 -1.96 0.82 -1.93 37.427957 -122.174328 34.8 -4.3950 -4.6210 0.2932 -0.417 -0.471 -1.397
0.66 13.6 2.3 -31.9 -1.96 1.08 -1.90 37.427957 -122.174328 34.8 -3.9381 -3.0054 -1.4902 -0.556 -0.568 -1.476
0.69 7.3 9.6 -31.8 -1.96 1.08 -1.90 37.427957 -122.174328 34.8 -3.4457 -0.7082 -3.6018 -0.687 -0.601 -1.623
0.72 7.3 9.6 -31.8 -1.96 1.27 -1.37 37.427957 -122.174328 34.8 -2.2684 -5.5589 -4.3110 -0.847 -0.576 -1.783
