iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:10:44 PM Pacific Standard Time.
1.63 4.9 2.0 -42.4 -0.03 0.10 -0.92 0 0 0 -0.2754 0.6276 0.5551 0.079 -0.007 -0.206
1.66 4.9 2.0 -42.4 0.02 0.04 -1.14 0 0 0 -0.6893 0.4468 0.4560 0.098 -0.025 -0.187
1.69 5.9 2.8 -43.1 0.01 0.03 -1.19 0 0 0 -0.3248 0.7322 0.4440 0.116 -0.038 -0.173
1.72 5.9 2.8 -43.1 0.11 0.04 -0.92 0 0 0 0.0689 0.2383 0.3155 0.129 -0.037 -0.162
1.75 6.7 3.1 -43.8 0.13 -0.00 -0.87 0 0 0 -0.1925 -0.2027 0.3995 0.127 -0.035 -0.154
1.78 6.7 3.1 -43.8 -0.03 0.02 -1.37 0 0 0 -0.9086 -0.0297 0.5690 0.127 -0.059 -0.131
1.81 7.6 4.4 -44.5 -0.04 0.06 -1.39 0 0 0 -0.4259 -0.6902 0.4069 0.110 -0.081 -0.110
1.85 7.6 4.4 -44.5 -0.05 0.07 -1.22 0 0 0 -0.1800 -0.6062 0.3660 0.091 -0.087 -0.099
1.88 6.9 5.5 -45.4 -0.13 0.12 -1.36 0 0 0 -0.2997 -0.4375 0.3071 0.078 -0.093 -0.089
1.91 6.9 5.5 -45.4 -0.11 0.13 -1.34 0 0 0 -0.1859 -0.3831 0.2638 0.068 -0.099 -0.081
1.94 4.5 5.7 -47.3 -0.16 0.15 -1.21 0 0 0 -0.0235 -0.3533 0.1990 0.054 -0.101 -0.070
1.97 4.5 5.7 -47.3 -0.12 0.11 -1.18 0 0 0 -0.0487 -0.2449 0.1347 0.045 -0.102 -0.066
2.00 4.0 5.9 -48.1 -0.16 0.11 -1.17 0 0 0 0.0505 0.1796 0.1910 0.045 -0.101 -0.062
2.03 4.0 5.9 -48.1 -0.15 0.07 -1.09 0 0 0 0.2206 0.0947 0.0922 0.035 -0.092 -0.058
2.06 4.3 5.9 -47.6 -0.16 0.09 -0.98 0 0 0 0.2753 0.0867 0.0575 0.012 -0.081 -0.059
2.10 4.3 5.9 -47.6 -0.16 0.09 -1.02 0 0 0 0.1686 0.2757 -0.0038 -0.003 -0.076 -0.059
2.13 4.2 5.5 -47.2 -0.13 0.11 -1.02 0 0 0 0.1030 0.2346 -0.0445 -0.004 -0.073 -0.060
2.16 4.2 5.5 -47.2 -0.15 0.12 -1.03 0 0 0 0.1149 0.2025 -0.0467 -0.014 -0.075 -0.062
2.19 3.6 4.9 -48.2 -0.09 0.03 -0.94 0 0 0 0.1706 0.0572 -0.0589 -0.020 -0.068 -0.064
2.22 3.6 4.9 -48.2 -0.08 0.05 -0.94 0 0 0 0.2109 0.3393 -0.0018 -0.025 -0.062 -0.063
2.25 2.3 4.5 -49.0 -0.10 0.05 -1.07 0 0 0 0.0223 0.2125 -0.1873 -0.020 -0.059 -0.069
2.28 2.3 4.5 -49.0 -0.34 0.14 -1.00 0 0 0 0.1789 0.0466 0.0276 -0.035 -0.061 -0.074
2.31 1.6 4.3 -48.1 -0.06 -0.00 -0.95 0 0 0 0.2516 -0.0107 -0.5734 -0.035 -0.044 -0.081
2.35 1.6 4.3 -48.1 -0.05 0.01 -1.00 0 0 0 0.1288 -0.3230 -0.4576 -0.043 -0.036 -0.096
2.38 0.8 2.4 -45.8 -0.21 0.04 -0.96 0 0 0 0.3353 0.1048 -0.2126 -0.053 -0.030 -0.103
2.41 0.8 2.4 -45.8 -0.03 0.02 -0.98 0 0 0 0.1768 -0.2141 -0.5278 -0.060 -0.023 -0.114
2.44 1.4 1.4 -44.0 -0.15 0.07 -1.04 0 0 0 0.2060 -0.3332 -0.5006 -0.072 -0.013 -0.137
2.47 1.4 1.4 -44.0 0.01 -0.00 -1.03 0 0 0 0.3544 0.1263 -0.4132 -0.075 -0.005 -0.145
2.50 2.5 1.2 -43.7 0.10 -0.02 -1.04 0 0 0 0.4028 -0.0096 -0.5899 -0.068 0.008 -0.161
2.53 2.5 1.2 -43.7 -0.10 0.06 -1.00 0 0 0 0.3423 -0.6497 -0.3388 -0.086 0.021 -0.178
2.56 2.1 0.0 -44.8 0.10 -0.07 -0.90 0 0 0 0.4870 0.0340 -0.5349 -0.093 0.041 -0.189
2.60 2.1 0.0 -44.8 0.18 -0.11 -1.05 0 0 0 0.2231 -0.3640 -0.3588 -0.091 0.053 -0.201
2.63 0.7 -0.3 -46.1 -0.18 0.02 -0.95 0 0 0 0.3026 -0.5757 -0.0092 -0.104 0.060 -0.205
2.66 0.7 -0.3 -46.1 0.14 -0.11 -0.89 0 0 0 0.3805 -0.4180 -0.5755 -0.123 0.076 -0.212
2.69 -1.3 -0.1 -47.0 0.25 -0.14 -1.02 0 0 0 0.0856 -0.3268 -0.3988 -0.131 0.084 -0.225
2.72 -1.3 -0.1 -47.0 0.02 -0.06 -0.90 0 0 0 0.1910 -0.1443 0.0216 -0.131 0.086 -0.230
2.75 -4.1 -1.0 -47.0 0.17 -0.11 -0.88 0 0 0 0.2570 -0.3852 -0.3274 -0.139 0.094 -0.231
2.78 -4.1 -1.0 -47.0 0.26 -0.11 -0.96 0 0 0 -0.1568 -0.0718 -0.3755 -0.135 0.096 -0.248
2.81 -4.7 -0.8 -46.8 0.16 -0.07 -1.06 0 0 0 -0.1476 0.2901 -0.1904 -0.109 0.092 -0.260
2.85 -4.7 -0.8 -46.8 0.19 -0.08 -0.97 0 0 0 -0.1009 -0.0475 -0.3144 -0.088 0.090 -0.269
2.88 -5.3 -0.5 -46.5 0.24 -0.09 -1.07 0 0 0 -0.2106 0.0950 -0.3274 -0.072 0.086 -0.279
2.91 -5.3 -0.5 -46.5 0.23 -0.08 -1.04 0 0 0 -0.1674 0.2636 -0.3044 -0.047 0.080 -0.291
2.94 -5.5 0.2 -46.5 0.08 -0.07 -1.04 0 0 0 0.0123 0.3307 -0.0608 -0.019 0.078 -0.298
2.97 -5.5 0.2 -46.5 0.14 -0.09 -1.02 0 0 0 0.0641 0.0171 -0.1237 -0.008 0.080 -0.301
3.00 -5.4 0.0 -46.7 0.14 -0.07 -1.02 0 0 0 0.1346 0.0176 -0.1019 0.003 0.084 -0.305
3.03 -5.4 0.0 -46.7 0.03 -0.10 -0.96 0 0 0 0.3406 0.5538 -0.0077 0.015 0.090 -0.307
