iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:07:33 PM Pacific Standard Time.
0.97 -1.5 -5.1 -44.9 -0.00 -0.23 -0.68 0 0 0 0.0828 -0.0056 -0.2939 -0.099 0.199 -0.102
1.00 -1.5 -5.1 -44.9 -0.08 -0.22 -0.71 0 0 0 0.0327 0.1708 -0.1679 -0.097 0.201 -0.108
1.03 -0.9 -5.1 -44.3 -0.16 -0.18 -0.69 0 0 0 0.1810 0.3403 0.0342 -0.089 0.205 -0.108
1.06 -0.9 -5.1 -44.3 -0.16 -0.18 -0.69 0 0 0 0.1217 0.2396 -0.0265 -0.078 0.211 -0.107
1.10 0.2 -4.7 -44.2 -0.08 -0.20 -0.67 0 0 0 0.0131 -0.0465 -0.0957 -0.076 0.213 -0.109
1.13 0.2 -4.7 -44.2 0.01 -0.24 -0.66 0 0 0 -0.0093 0.0692 -0.0184 -0.075 0.214 -0.110
1.16 1.4 -4.8 -43.7 0.01 -0.20 -0.66 0 0 0 -0.1636 0.0384 0.1508 -0.076 0.210 -0.108
1.19 1.4 -4.8 -43.7 -0.00 -0.15 -0.67 0 0 0 -0.2283 0.4391 0.2947 -0.069 0.203 -0.100
1.22 1.4 -4.9 -43.8 -0.03 -0.19 -0.68 0 0 0 -0.3051 0.1330 0.3216 -0.058 0.193 -0.088
1.25 1.4 -4.9 -43.8 0.01 -0.13 -0.67 0 0 0 -0.4526 -0.0495 0.2421 -0.060 0.182 -0.081
1.28 1.6 -4.9 -44.4 0.04 -0.16 -0.73 0 0 0 -0.6310 0.0485 0.4441 -0.062 0.166 -0.073
1.32 1.6 -4.9 -44.4 -0.05 -0.15 -0.81 0 0 0 -0.6181 0.0893 0.5387 -0.058 0.143 -0.054
1.35 1.4 -2.8 -45.1 0.02 -0.09 -0.83 0 0 0 -0.6523 0.0222 0.5391 -0.061 0.124 -0.041
1.38 1.4 -2.8 -45.1 -0.05 -0.13 -0.90 0 0 0 -0.7098 0.6916 0.7582 -0.052 0.105 -0.023
1.41 1.5 -1.3 -45.8 -0.08 -0.07 -0.86 0 0 0 -0.5959 0.6267 0.7059 -0.035 0.086 -0.002
1.44 1.5 -1.3 -45.8 -0.02 0.00 -0.83 0 0 0 -0.7529 0.4823 0.6322 -0.022 0.062 0.020
1.47 3.1 -0.3 -46.3 -0.04 -0.05 -0.95 0 0 0 -0.5092 0.5867 0.6643 0.003 0.038 0.045
1.50 3.1 -0.3 -46.3 0.04 0.08 -0.78 0 0 0 -0.4216 -0.0300 0.4965 0.009 0.026 0.060
1.53 4.4 1.0 -46.9 0.04 0.06 -0.85 0 0 0 -0.6864 0.4458 0.6037 0.012 0.010 0.076
1.56 4.4 1.0 -46.9 0.04 0.00 -1.04 0 0 0 -0.7565 0.5109 0.6368 0.028 -0.010 0.094
1.60 6.6 2.8 -48.0 0.07 0.14 -0.82 0 0 0 -0.3730 -0.0426 0.6623 0.031 -0.029 0.118
1.63 6.6 2.8 -48.0 0.01 0.11 -0.92 0 0 0 -0.6848 0.3325 0.7604 0.038 -0.043 0.138
1.66 7.7 4.2 -47.8 0.16 0.07 -1.10 0 0 0 -0.8045 -0.0099 0.5415 0.043 -0.064 0.158
1.69 7.7 4.2 -47.8 0.11 0.19 -1.05 0 0 0 -0.3413 0.0340 0.6679 0.038 -0.083 0.182
1.72 7.4 6.3 -49.4 -0.14 0.28 -0.84 0 0 0 -0.1150 0.2612 0.6740 0.048 -0.087 0.209
1.75 7.4 6.3 -49.4 -0.10 0.17 -1.05 0 0 0 -1.1400 -0.0161 0.2097 0.051 -0.105 0.221
1.78 7.4 7.3 -49.7 0.10 0.09 -1.49 0 0 0 -0.8539 0.4348 0.2266 0.058 -0.135 0.228
1.81 7.4 7.3 -49.7 0.02 0.13 -1.15 0 0 0 0.0570 0.6227 0.4860 0.075 -0.142 0.239
1.85 8.7 8.8 -49.3 -0.09 0.10 -1.08 0 0 0 -0.1118 0.7719 0.3948 0.102 -0.139 0.258
1.88 8.7 8.8 -49.3 0.16 0.08 -1.22 0 0 0 -0.3814 0.1467 0.1066 0.119 -0.147 0.262
1.91 8.6 9.2 -50.4 0.18 0.11 -1.27 0 0 0 -0.2099 0.0680 0.2610 0.119 -0.155 0.269
1.94 8.6 9.2 -50.4 -0.03 0.15 -1.24 0 0 0 0.1070 0.3378 0.5647 0.125 -0.153 0.282
1.97 9.5 8.6 -50.8 0.08 0.11 -1.23 0 0 0 0.1955 0.1853 0.1984 0.145 -0.142 0.299
2.00 9.5 8.6 -50.8 0.11 0.16 -1.21 0 0 0 0.1337 0.0620 0.2399 0.146 -0.137 0.305
2.03 8.6 8.2 -53.3 0.05 0.14 -1.20 0 0 0 0.1585 0.2854 0.2266 0.153 -0.131 0.311
2.06 8.6 8.2 -53.3 0.07 0.13 -1.31 0 0 0 0.0956 0.0760 0.1773 0.158 -0.127 0.317
2.10 7.6 8.1 -53.6 -0.02 0.17 -1.25 0 0 0 0.4309 -0.0041 0.1603 0.159 -0.117 0.320
2.13 7.6 8.1 -53.6 0.05 0.12 -1.08 0 0 0 0.6455 -0.1782 0.0020 0.154 -0.100 0.320
2.16 6.6 6.7 -53.6 0.12 0.10 -1.05 0 0 0 0.5801 -0.2682 -0.0491 0.145 -0.084 0.316
2.19 6.6 6.7 -53.6 -0.00 0.11 -0.97 0 0 0 0.6344 0.0677 0.0233 0.137 -0.068 0.313
2.22 5.4 5.1 -53.5 -0.05 0.10 -0.95 0 0 0 0.3448 -0.2614 -0.0099 0.117 -0.047 0.310
2.25 5.4 5.1 -53.5 -0.07 0.04 -0.99 0 0 0 0.2571 -0.2287 -0.1627 0.075 -0.041 0.306
2.28 4.3 2.5 -51.1 -0.13 0.04 -0.95 0 0 0 0.4096 -0.0892 -0.1981 0.054 -0.031 0.299
2.31 4.3 2.5 -51.1 -0.21 0.08 -0.95 0 0 0 0.2103 -0.5622 -0.2639 0.022 -0.026 0.292
2.35 4.2 0.6 -48.5 -0.06 0.01 -0.89 0 0 0 0.2288 -0.6339 -0.5984 -0.008 -0.019 0.275
2.38 4.2 0.6 -48.5 -0.13 0.08 -0.93 0 0 0 0.1754 -0.2928 -0.5069 -0.022 -0.014 0.260
2.41 7.9 -1.4 -45.8 -0.01 0.05 -0.99 0 0 0 0.0943 -0.1957 -0.7177 -0.028 -0.013 0.242
2.44 7.9 -1.4 -45.8 0.06 0.01 -0.88 0 0 0 -0.0246 -0.9676 -0.6975 -0.055 -0.011 0.216
2.47 9.5 -0.8 -48.1 0.12 -0.05 -0.75 0 0 0 -0.0134 -0.2547 -0.4150 -0.077 -0.008 0.194
2.50 9.5 -0.8 -48.1 -0.11 0.01 -1.06 0 0 0 -0.2291 0.0662 -0.3536 -0.079 -0.011 0.185
2.53 7.4 0.9 -52.7 0.07 0.03 -1.01 0 0 0 -0.0794 -0.5705 -0.6736 -0.078 -0.016 0.169
2.56 7.4 0.9 -52.7 0.24 -0.01 -0.92 0 0 0 0.0860 -0.5623 -0.7863 -0.098 -0.013 0.148
2.60 5.8 2.0 -53.2 0.24 -0.10 -1.02 0 0 0 0.2077 1.0050 -0.4332 -0.083 -0.004 0.126
2.63 5.8 2.0 -53.2 0.09 -0.03 -1.23 0 0 0 0.3660 0.8917 -0.1646 -0.052 0.005 0.121
2.66 4.9 2.5 -53.1 0.15 -0.03 -1.03 0 0 0 0.4338 -0.8185 -0.2885 -0.047 0.018 0.114
2.69 4.9 2.5 -53.1 0.21 -0.12 -0.98 0 0 0 0.2140 -1.3285 -0.3253 -0.080 0.028 0.106
2.72 4.7 3.8 -51.9 0.01 -0.03 -1.07 0 0 0 0.5015 0.3722 -0.1240 -0.096 0.046 0.098
2.75 4.7 3.8 -51.9 0.09 -0.05 -1.10 0 0 0 0.3248 -0.5329 -0.4584 -0.089 0.059 0.090
2.78 3.5 5.5 -52.6 0.30 -0.12 -0.94 0 0 0 0.0617 -1.2534 -0.6020 -0.110 0.067 0.074
2.81 3.5 5.5 -52.6 0.25 -0.09 -0.93 0 0 0 0.1024 -0.3756 -0.4177 -0.133 0.070 0.061
2.85 -1.7 7.1 -55.7 0.22 -0.06 -1.14 0 0 0 -0.0862 -0.1286 -0.3522 -0.131 0.074 0.048
2.88 -1.7 7.1 -55.7 0.24 -0.05 -1.01 0 0 0 -0.0209 -0.5316 -0.3629 -0.120 0.072 0.035
2.91 -5.2 7.4 -56.3 0.13 -0.04 -1.04 0 0 0 -0.0097 -0.2020 -0.2473 -0.112 0.071 0.026
2.94 -5.2 7.4 -56.3 0.03 -0.05 -1.03 0 0 0 0.0705 0.0636 -0.2548 -0.089 0.070 0.018
2.97 -6.6 6.4 -54.2 0.01 -0.06 -0.99 0 0 0 0.2163 0.0515 -0.2197 -0.075 0.077 0.008
3.00 -6.6 6.4 -54.2 0.02 -0.09 -0.95 0 0 0 0.1926 0.0740 -0.2138 -0.067 0.085 0.002
3.03 -7.4 4.7 -54.3 0.01 -0.10 -0.97 0 0 0 0.1490 0.1251 -0.1230 -0.058 0.091 -0.003
3.06 -7.4 4.7 -54.3 -0.06 -0.09 -0.96 0 0 0 0.1185 0.0808 -0.0423 -0.056 0.094 -0.004
3.10 -8.0 2.8 -54.4 -0.02 -0.10 -0.96 0 0 0 0.0808 -0.0580 -0.1376 -0.052 0.099 -0.008
3.13 -8.0 2.8 -54.4 -0.03 -0.09 -0.91 0 0 0 0.0349 -0.1538 -0.0410 -0.054 0.101 -0.010
3.16 -8.2 2.4 -53.8 -0.03 -0.09 -0.90 0 0 0 -0.0437 -0.0194 0.0085 -0.056 0.101 -0.011
3.19 -8.2 2.4 -53.8 -0.01 -0.09 -0.98 0 0 0 -0.1349 0.0480 0.0247 -0.055 0.098 -0.010
3.22 -7.8 2.6 -53.4 -0.02 -0.09 -0.94 0 0 0 -0.1100 -0.2180 0.0360 -0.058 0.092 -0.011
