iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:02:56 PM Pacific Standard Time.
1.50 10.7 5.4 -48.9 0.12 0.15 -1.63 0 0 0 -0.4364 -1.1368 0.2404 0.120 -0.119 -0.351
1.53 8.4 6.7 -48.8 -0.03 0.20 -1.51 0 0 0 0.2018 -0.4926 0.2998 0.086 -0.119 -0.335
1.56 8.4 6.7 -48.8 -0.03 0.14 -1.38 0 0 0 0.2425 -0.1879 0.2344 0.078 -0.112 -0.329
1.60 4.0 6.7 -49.6 -0.05 0.14 -1.18 0 0 0 0.2771 0.0653 0.1957 0.078 -0.103 -0.324
1.63 4.0 6.7 -49.6 -0.05 0.13 -1.14 0 0 0 0.0223 -0.0200 0.1910 0.078 -0.099 -0.319
1.66 -0.5 6.0 -51.3 -0.11 0.16 -1.21 0 0 0 -0.0229 0.1671 0.1178 0.081 -0.099 -0.313
1.69 -0.5 6.0 -51.3 -0.16 0.16 -1.18 0 0 0 0.1516 0.1444 0.1266 0.085 -0.096 -0.309
1.72 -0.8 5.5 -52.1 -0.28 0.17 -1.08 0 0 0 0.3212 -0.0598 0.0717 0.066 -0.092 -0.309
1.75 -0.8 5.5 -52.1 -0.21 0.13 -0.98 0 0 0 0.3248 -0.1053 -0.1153 0.031 -0.087 -0.313
1.78 -1.7 5.2 -50.5 -0.22 0.09 -0.92 0 0 0 0.2444 0.2773 -0.2138 -0.006 -0.077 -0.322
1.81 -1.7 5.2 -50.5 -0.27 0.11 -1.06 0 0 0 0.1339 -0.0160 -0.3214 -0.031 -0.072 -0.333
1.85 -0.7 4.9 -47.3 -0.23 0.07 -0.96 0 0 0 0.4115 -0.3496 -0.4222 -0.051 -0.061 -0.345
1.88 -0.7 4.9 -47.3 -0.26 0.09 -0.89 0 0 0 0.3166 -0.4016 -0.4688 -0.066 -0.050 -0.357
1.91 5.5 4.2 -42.6 -0.14 0.07 -1.02 0 0 0 0.1899 -0.0554 -0.7292 -0.077 -0.041 -0.379
1.94 5.5 4.2 -42.6 -0.12 0.06 -1.05 0 0 0 0.2285 -0.6006 -0.6754 -0.088 -0.034 -0.398
1.97 8.7 4.0 -44.2 -0.15 0.12 -0.91 0 0 0 0.4061 -0.5182 -0.7261 -0.107 -0.023 -0.415
2.00 8.7 4.0 -44.2 0.07 0.04 -1.07 0 0 0 0.1566 -0.2587 -0.9789 -0.117 -0.012 -0.439
2.03 7.5 4.0 -50.2 -0.10 0.12 -1.02 0 0 0 0.2907 -0.2146 -0.6693 -0.128 -0.002 -0.477
2.06 7.5 4.0 -50.2 -0.04 0.09 -0.90 0 0 0 0.2542 -0.2605 -1.0424 -0.134 0.010 -0.499
2.10 4.3 3.3 -51.6 0.23 -0.01 -0.93 0 0 0 -0.0483 -0.3426 -1.0963 -0.143 0.016 -0.530
2.13 4.3 3.3 -51.6 0.13 0.00 -0.97 0 0 0 -0.0868 0.0216 -0.5920 -0.146 0.017 -0.554
2.16 2.2 2.6 -52.3 -0.04 0.09 -1.08 0 0 0 0.0827 0.5900 -0.3204 -0.121 0.002 -0.564
2.19 2.2 2.6 -52.3 0.33 0.00 -0.97 0 0 0 0.1374 -0.4415 -0.9418 -0.112 0.007 -0.584
2.22 0.7 4.4 -53.7 0.31 -0.03 -0.98 0 0 0 0.0151 -1.0521 -0.6573 -0.132 0.012 -0.606
2.25 0.7 4.4 -53.7 0.23 -0.00 -1.01 0 0 0 0.0172 -0.3822 -0.4022 -0.150 0.014 -0.619
2.28 -1.6 5.7 -55.1 0.35 -0.05 -0.99 0 0 0 0.0768 -0.1252 -0.5585 -0.101 0.021 -0.635
2.31 -1.6 5.7 -55.1 0.36 -0.07 -0.95 0 0 0 -0.0278 -0.3180 -0.3942 -0.086 0.027 -0.654
2.35 -5.6 4.4 -54.0 0.17 0.01 -1.04 0 0 0 -0.1554 -0.2937 -0.1917 -0.075 0.025 -0.659
2.38 -5.6 4.4 -54.0 0.26 -0.06 -0.91 0 0 0 0.0841 0.0112 -0.2100 -0.070 0.023 -0.665
2.41 -5.5 3.5 -52.0 0.13 -0.07 -0.95 0 0 0 0.0204 0.1934 -0.1272 -0.036 0.033 -0.674
2.44 -5.5 3.5 -52.0 0.04 -0.04 -1.11 0 0 0 -0.1608 -0.0119 -0.0638 -0.026 0.032 -0.677
2.47 -5.6 2.5 -50.6 0.10 -0.03 -0.77 0 0 0 0.1680 -0.1111 -0.1203 -0.022 0.034 -0.679
