iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:02:56 PM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -8.7 1.2 -50.0 -0.11 -0.05 -0.88 0 0 0 -0.2362 -0.0494 -0.0709 -0.099 0.047 -0.753
0.06 -8.7 1.2 -50.0 -0.08 -0.02 -1.11 0 0 0 -0.3599 -0.1649 -0.0799 -0.105 0.037 -0.755
0.10 -9.5 1.1 -49.9 -0.11 0.03 -1.12 0 0 0 0.0303 0.1697 -0.0718 -0.104 0.033 -0.758
0.13 -9.5 1.1 -49.9 -0.08 0.02 -1.03 0 0 0 0.0980 0.0614 -0.1935 -0.099 0.036 -0.761
0.16 -9.4 0.9 -48.9 0.03 -0.02 -1.25 0 0 0 -0.4646 -0.1013 -0.2881 -0.105 0.025 -0.772
0.19 -9.4 0.9 -48.9 0.00 -0.05 -1.37 0 0 0 -0.2756 0.3477 -0.1538 -0.100 0.016 -0.778
0.22 -8.5 1.9 -48.4 0.04 -0.05 -1.42 0 0 0 -0.0972 0.2415 -0.1601 -0.091 0.012 -0.783
0.25 -8.5 1.9 -48.4 -0.03 0.00 -1.45 0 0 0 -0.1154 -0.1453 -0.1013 -0.091 0.010 -0.787
0.28 -8.4 3.0 -49.3 0.05 -0.07 -1.52 0 0 0 0.0529 0.3894 -0.0971 -0.088 0.011 -0.790
0.31 -8.4 3.0 -49.3 -0.04 -0.04 -1.50 0 0 0 0.1484 0.5513 -0.0116 -0.075 0.014 -0.790
0.35 -6.8 2.7 -49.9 0.05 -0.02 -1.45 0 0 0 0.1262 0.1989 -0.1019 -0.065 0.017 -0.793
0.38 -6.8 2.7 -49.9 0.19 -0.10 -1.34 0 0 0 0.3113 0.2002 -0.1868 -0.061 0.025 -0.796
0.41 -4.4 2.0 -50.8 0.25 -0.05 -1.34 0 0 0 0.2321 0.1317 0.0199 -0.051 0.035 -0.801
0.44 -4.4 2.0 -50.8 0.08 -0.01 -1.32 0 0 0 0.3134 0.0264 0.4012 -0.051 0.041 -0.794
0.47 -3.7 0.7 -50.5 0.03 -0.01 -0.85 0 0 0 0.9903 0.4261 0.4022 -0.043 0.062 -0.780
0.50 -3.7 0.7 -50.5 0.12 -0.12 -0.87 0 0 0 0.7235 -0.3445 0.2732 -0.046 0.087 -0.770
0.53 -1.5 -1.3 -49.0 -0.07 -0.09 -0.89 0 0 0 0.2616 -0.1278 0.5881 -0.063 0.102 -0.753
0.56 -1.5 -1.3 -49.0 -0.33 -0.08 -0.72 0 0 0 0.6363 0.5766 0.4931 -0.054 0.116 -0.736
0.60 -0.9 -2.2 -48.4 -0.24 -0.10 -0.57 0 0 0 0.3234 -0.1995 0.0005 -0.051 0.129 -0.729
0.63 -0.9 -2.2 -48.4 -0.01 -0.07 -0.60 0 0 0 0.0853 -0.3506 -0.2846 -0.061 0.135 -0.735
0.66 -1.0 -3.4 -47.1 -0.13 0.05 -0.66 0 0 0 -0.0521 0.3018 0.1793 -0.065 0.133 -0.737
0.69 -1.0 -3.4 -47.1 -0.15 0.05 -0.65 0 0 0 0.0078 0.3655 0.1982 -0.054 0.132 -0.730
0.72 -0.7 -3.0 -46.1 -0.11 -0.03 -0.65 0 0 0 0.0948 0.1893 0.0482 -0.049 0.134 -0.727
0.75 -0.7 -3.0 -46.1 -0.16 -0.07 -0.54 0 0 0 0.1840 0.1136 0.1856 -0.046 0.138 -0.724
0.78 -1.0 -2.5 -45.5 -0.18 -0.13 -0.51 0 0 0 0.2749 0.4962 0.1546 -0.029 0.152 -0.714
0.81 -1.0 -2.5 -45.5 -0.02 -0.19 -0.55 0 0 0 0.1440 0.3233 -0.0234 -0.018 0.158 -0.712
0.85 -0.5 -2.5 -45.2 0.02 -0.20 -0.46 0 0 0 0.2373 0.2834 0.0610 -0.011 0.163 -0.712
0.88 -0.5 -2.5 -45.2 0.00 -0.15 -0.47 0 0 0 0.1711 0.5326 0.2467 0.000 0.169 -0.707
0.91 1.6 -3.1 -45.1 0.10 -0.18 -0.74 0 0 0 -0.2754 0.3422 0.3888 0.014 0.167 -0.694
0.94 1.6 -3.1 -45.1 0.05 -0.10 -0.77 0 0 0 -0.3013 0.3362 0.5677 0.021 0.158 -0.681
0.97 3.2 -3.9 -44.9 -0.00 -0.06 -0.56 0 0 0 0.3083 0.9086 0.6527 0.035 0.160 -0.662
1.00 3.2 -3.9 -44.9 0.21 -0.19 -0.53 0 0 0 0.1952 0.8982 0.4617 0.062 0.169 -0.647
1.03 4.0 -3.9 -45.1 0.21 -0.15 -0.56 0 0 0 -0.5190 0.2702 0.5294 0.079 0.161 -0.629
1.06 4.0 -3.9 -45.1 0.04 -0.02 -0.60 0 0 0 -0.6504 0.5942 0.8225 0.088 0.148 -0.608
1.10 6.4 -4.1 -46.5 -0.00 0.00 -0.84 0 0 0 -0.9990 0.7303 0.8548 0.105 0.127 -0.581
1.13 6.4 -4.1 -46.5 0.07 0.02 -0.78 0 0 0 -1.0125 0.1022 0.6569 0.112 0.100 -0.557
1.16 7.8 -2.6 -46.9 0.09 -0.01 -0.74 0 0 0 -0.6266 0.2026 0.5536 0.109 0.074 -0.532
1.19 7.8 -2.6 -46.9 0.02 0.04 -0.80 0 0 0 -0.5742 0.2161 0.6052 0.115 0.061 -0.514
1.22 8.6 -0.1 -47.3 0.13 0.01 -1.05 0 0 0 -0.8354 -0.0340 0.5608 0.115 0.043 -0.496
1.25 8.6 -0.1 -47.3 0.13 0.01 -1.05 0 0 0 -0.8192 0.2658 0.5686 0.117 0.021 -0.478
1.28 8.3 1.1 -48.8 -0.01 0.05 -1.07 0 0 0 -0.4558 0.5022 0.5568 0.135 -0.001 -0.446
1.31 8.3 1.1 -48.8 0.11 0.05 -1.04 0 0 0 -0.5925 0.1800 0.3762 0.143 -0.015 -0.431
1.35 9.0 3.7 -49.9 0.19 0.09 -1.05 0 0 0 -0.3240 0.4099 0.3991 0.151 -0.026 -0.418
1.38 9.0 3.7 -49.9 0.16 0.11 -0.97 0 0 0 -0.3709 0.0932 0.3998 0.159 -0.038 -0.406
1.41 9.9 4.2 -49.6 0.11 0.08 -1.14 0 0 0 -0.9154 0.1027 0.4434 0.158 -0.063 -0.386
1.44 9.9 4.2 -49.6 0.02 0.03 -1.34 0 0 0 -0.7849 0.1477 0.3893 0.163 -0.085 -0.369
1.47 10.7 5.4 -48.9 0.06 0.01 -1.54 0 0 0 -0.7203 -0.9275 0.1979 0.152 -0.103 -0.359
