iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:09:43 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 0.5 -26.0 -39.9 0.11 -0.13 -1.00 37.425910 -122.151789 2.0 0.0799 0.5105 0.2808 0.072 0.095 0.204
0.07 0.5 -26.0 -39.9 0.08 -0.14 -1.07 37.425910 -122.151789 2.0 -0.0505 0.4125 0.3169 0.084 0.097 0.212
0.10 -0.0 -26.5 -37.6 0.11 -0.17 -0.95 37.425910 -122.151789 2.0 0.3652 -0.0597 0.1629 0.091 0.111 0.223
0.13 -0.0 -26.5 -37.6 0.03 -0.09 -1.06 37.425910 -122.151789 2.0 -0.4011 -0.3269 -0.1220 0.082 0.111 0.223
0.16 -0.4 -26.3 -39.1 0.03 -0.09 -1.06 37.425910 -122.151789 2.0 -1.1159 0.2478 -0.2470 0.081 0.086 0.219
0.19 -0.4 -26.3 -39.1 0.04 -0.13 -1.14 37.425910 -122.151789 2.0 -0.2690 0.0320 -0.2429 0.089 0.060 0.212
0.22 -0.3 -24.8 -39.9 0.04 -0.11 -1.13 37.425910 -122.151789 2.0 -0.4060 -0.1153 -0.3338 0.087 0.052 0.204
0.26 -0.3 -24.8 -39.9 0.02 -0.10 -1.21 37.425910 -122.151789 2.0 -0.8516 -0.4110 -0.4419 0.070 0.024 0.189
0.29 0.5 -23.6 -40.3 -0.09 -0.07 -1.29 37.425910 -122.151789 2.0 -0.8748 0.0974 -0.4985 0.067 -0.001 0.178
0.32 0.5 -23.6 -40.3 -0.13 -0.14 -1.37 37.425910 -122.151789 0.0 -0.5807 -0.3387 -0.5307 0.064 -0.020 0.166
0.35 0.8 -23.2 -40.6 -0.19 -0.07 -1.52 37.425910 -122.151789 0.0 -0.2772 -0.2805 -0.2971 0.047 -0.036 0.151
0.38 0.8 -23.2 -40.6 -0.12 -0.08 -1.69 37.425910 -122.151789 0.0 -0.4975 0.6685 0.0315 0.055 -0.046 0.149
0.41 0.8 -23.2 -40.6 -0.17 -0.12 -1.62 37.425910 -122.151789 0.0 -0.0837 0.6005 0.3608 0.073 -0.052 0.156
0.44 0.8 -23.2 -40.6 -0.18 -0.06 -1.74 37.425910 -122.151789 0.0 -0.1285 -0.2943 0.0237 0.083 -0.060 0.166
0.47 2.0 -20.0 -41.6 0.08 -0.05 -1.68 37.425910 -122.151789 0.0 0.4937 -0.1339 -0.1689 0.078 -0.048 0.157
0.50 2.0 -20.0 -41.6 0.01 -0.04 -1.69 37.425910 -122.151789 0.0 0.2790 -0.2596 0.0023 0.068 -0.039 0.155
