iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:11:22 PM Pacific Standard Time.
0.66 -2.2 12.2 -51.1 0.02 0.07 -0.87 (null) (null) (null) 0.6227 0.0471 -0.1710 0.022 -0.033 -0.422
0.69 -1.2 9.1 -49.9 -0.00 0.04 -0.85 (null) (null) (null) 0.6081 0.0304 -0.0425 0.024 -0.014 -0.425
0.72 -1.2 9.1 -49.9 -0.00 0.04 -0.85 (null) (null) (null) 0.6229 -0.1081 -0.2709 0.025 0.010 -0.431
0.75 -2.3 8.5 -49.5 0.04 -0.00 -0.86 (null) (null) (null) 0.5173 -0.2831 -0.2988 0.015 0.030 -0.443
0.78 -2.3 8.5 -49.5 0.03 0.01 -0.87 (null) (null) (null) 0.5766 -0.1680 -0.0570 0.007 0.045 -0.448
0.81 -2.2 7.5 -48.7 -0.06 0.00 -0.79 (null) (null) (null) 0.6026 0.0853 0.0172 0.007 0.062 -0.448
0.85 -2.2 7.5 -48.7 -0.15 0.02 -0.77 (null) (null) (null) 0.3995 0.1245 -0.0650 0.010 0.076 -0.448
0.88 -1.7 6.2 -48.5 -0.11 -0.01 -0.90 (null) (null) (null) 0.3223 -0.0350 -0.2886 0.012 0.086 -0.456
0.91 -1.7 6.2 -48.5 -0.07 -0.05 -0.78 (null) (null) (null) 0.5994 0.0624 -0.2816 0.012 0.100 -0.465
0.94 -1.1 5.1 -47.8 -0.16 -0.07 -0.53 (null) (null) (null) 0.5234 0.2517 -0.2541 0.018 0.117 -0.472
0.97 -1.1 5.1 -47.8 -0.13 -0.11 -0.56 (null) (null) (null) 0.0051 0.2278 -0.3243 0.028 0.127 -0.483
1.00 -0.1 5.1 -46.9 -0.07 -0.15 -0.63 (null) (null) (null) -0.0265 0.3291 -0.2553 0.040 0.125 -0.494
1.03 -0.1 5.1 -46.9 -0.10 -0.13 -0.63 (null) (null) (null) 0.0660 0.3022 -0.2898 0.049 0.126 -0.502
1.06 -0.1 4.2 -46.6 -0.06 -0.16 -0.60 (null) (null) (null) 0.0846 -0.0343 -0.3370 0.054 0.128 -0.510
1.10 -0.1 4.2 -46.6 0.04 -0.19 -0.59 (null) (null) (null) 0.1603 -0.0623 -0.1674 0.049 0.131 -0.521
1.13 -0.2 4.4 -46.7 -0.01 -0.09 -0.56 (null) (null) (null) 0.0194 0.0514 -0.1335 0.050 0.135 -0.524
1.16 -0.2 4.4 -46.7 0.12 -0.10 -0.72 (null) (null) (null) -0.1597 -0.1719 -0.1420 0.050 0.132 -0.529
1.19 -0.3 4.9 -47.4 0.20 -0.10 -0.81 (null) (null) (null) 0.1090 -0.2368 -0.0248 0.043 0.131 -0.530
1.22 -0.3 4.9 -47.4 0.14 -0.03 -0.60 (null) (null) (null) 0.2763 -0.2952 0.0934 0.033 0.143 -0.529
1.25 -0.2 3.0 -47.3 0.25 -0.12 -0.60 (null) (null) (null) -0.0814 -0.2676 0.3820 0.019 0.145 -0.522
1.28 -0.2 3.0 -47.3 0.13 -0.09 -0.59 (null) (null) (null) -0.1090 0.2553 0.7605 0.018 0.143 -0.503
1.31 0.6 2.9 -46.7 0.06 -0.14 -0.72 (null) (null) (null) -0.4110 0.3189 0.7525 0.025 0.136 -0.482
1.35 0.6 2.9 -46.7 0.02 -0.04 -0.76 (null) (null) (null) -0.3561 -0.2050 0.5469 0.018 0.121 -0.458
1.38 0.9 3.9 -48.5 0.12 -0.08 -0.74 (null) (null) (null) -0.6352 0.3066 0.7570 0.016 0.108 -0.439
1.41 0.9 3.9 -48.5 0.05 -0.00 -0.93 (null) (null) (null) -0.7948 0.4011 0.8703 0.026 0.087 -0.415
1.44 0.6 5.1 -49.6 0.04 0.04 -0.93 (null) (null) (null) -0.5275 0.1569 0.7377 0.032 0.070 -0.392
1.47 0.6 5.1 -49.6 0.03 -0.02 -1.06 (null) (null) (null) -0.4486 0.6923 0.8126 0.044 0.055 -0.362
1.50 1.5 7.5 -50.4 0.14 -0.05 -0.91 (null) (null) (null) 0.1711 -0.1095 0.4679 0.055 0.052 -0.339
1.53 1.5 7.5 -50.4 0.14 0.01 -0.64 (null) (null) (null) -0.0353 -0.4092 0.5678 0.044 0.056 -0.326
1.56 2.3 7.8 -51.4 -0.06 0.02 -1.01 (null) (null) (null) -0.8897 0.6164 0.8052 0.045 0.041 -0.305
1.60 2.3 7.8 -51.4 -0.09 0.10 -1.34 (null) (null) (null) -1.0211 0.0030 0.5963 0.057 0.012 -0.282
1.63 3.7 8.3 -51.9 0.10 0.04 -1.23 (null) (null) (null) -0.3322 0.0434 0.4170 0.058 -0.014 -0.262
1.66 3.7 8.3 -51.9 -0.11 0.06 -1.05 (null) (null) (null) 0.0591 0.2396 0.6204 0.058 -0.014 -0.247
1.69 4.0 9.4 -52.4 0.05 0.00 -1.17 (null) (null) (null) -0.4241 0.4940 0.4765 0.071 -0.020 -0.231
1.72 4.0 9.4 -52.4 0.18 -0.03 -1.13 (null) (null) (null) -0.0837 0.3842 0.5245 0.086 -0.030 -0.213
1.75 5.2 9.9 -52.9 -0.02 0.07 -0.81 (null) (null) (null) 0.4046 0.5084 0.8041 0.105 -0.015 -0.189
1.78 5.2 9.9 -52.9 -0.03 -0.01 -1.01 (null) (null) (null) -0.2906 0.3136 0.5654 0.117 -0.013 -0.171
1.81 6.4 8.8 -53.4 -0.05 0.03 -1.14 (null) (null) (null) -0.6102 -0.0647 0.4857 0.118 -0.025 -0.156
1.85 6.4 8.8 -53.4 -0.10 0.09 -1.41 (null) (null) (null) -0.6920 0.1209 0.4112 0.121 -0.050 -0.136
1.88 6.6 8.4 -54.6 0.05 0.09 -1.36 (null) (null) (null) -0.3956 -0.3225 0.1406 0.118 -0.063 -0.127
1.91 6.6 8.4 -54.6 0.04 0.08 -1.30 (null) (null) (null) -0.4782 -0.3624 0.2320 0.105 -0.073 -0.120
1.94 7.1 10.0 -55.4 -0.11 0.11 -1.36 (null) (null) (null) -0.5783 -0.1184 0.2952 0.101 -0.088 -0.112
1.97 7.1 10.0 -55.4 -0.11 0.11 -1.29 (null) (null) (null) -0.2286 -0.2330 0.1788 0.097 -0.100 -0.100
2.00 6.4 11.2 -56.1 -0.03 0.13 -1.20 (null) (null) (null) -0.0023 -0.1181 0.0955 0.090 -0.103 -0.097
2.03 6.4 11.2 -56.1 -0.09 0.14 -1.07 (null) (null) (null) 0.1639 -0.0967 0.1029 0.069 -0.102 -0.097
2.06 4.8 11.6 -57.0 -0.06 0.13 -1.10 (null) (null) (null) 0.0387 -0.0857 0.0210 0.049 -0.101 -0.096
2.10 4.8 11.6 -57.0 -0.05 0.14 -1.14 (null) (null) (null) -0.0437 -0.1638 0.0153 0.039 -0.102 -0.097
2.13 4.7 11.8 -58.0 -0.11 0.12 -1.17 (null) (null) (null) 0.2259 0.2857 0.0334 0.044 -0.098 -0.097
2.16 4.7 11.8 -58.0 -0.04 0.13 -0.98 (null) (null) (null) 0.4426 0.0341 -0.0188 0.038 -0.090 -0.098
2.19 4.9 11.0 -59.1 -0.19 0.14 -0.99 (null) (null) (null) 0.3384 0.0035 0.0125 0.015 -0.086 -0.100
2.22 4.9 11.0 -59.1 -0.12 0.09 -1.00 (null) (null) (null) 0.3393 0.2971 -0.0746 0.003 -0.079 -0.102
2.25 4.2 9.7 -59.3 -0.15 0.12 -0.95 (null) (null) (null) 0.3282 -0.1125 -0.1921 -0.008 -0.066 -0.113
2.28 4.2 9.7 -59.3 -0.22 0.09 -1.00 (null) (null) (null) 0.2040 -0.0918 -0.1720 -0.032 -0.064 -0.119
2.31 3.4 9.3 -58.6 -0.17 0.06 -1.09 (null) (null) (null) 0.0476 -0.0763 -0.3008 -0.044 -0.061 -0.126
2.35 3.4 9.3 -58.6 -0.02 0.06 -1.00 (null) (null) (null) 0.2534 -0.2434 -0.6139 -0.053 -0.056 -0.141
2.38 1.2 8.9 -56.7 -0.15 0.07 -0.99 (null) (null) (null) 0.3594 -0.2449 -0.4157 -0.067 -0.043 -0.159
2.41 1.2 8.9 -56.7 -0.14 0.02 -0.85 (null) (null) (null) 0.4132 -0.1156 -0.3792 -0.075 -0.031 -0.169
2.44 -0.7 8.3 -54.2 0.12 -0.05 -0.94 (null) (null) (null) 0.2190 -0.4347 -0.6788 -0.085 -0.021 -0.183
2.47 -0.7 8.3 -54.2 -0.07 -0.00 -1.04 (null) (null) (null) -0.0163 -0.4841 -0.6369 -0.097 -0.017 -0.203
2.50 0.0 6.2 -50.7 0.04 -0.03 -0.82 (null) (null) (null) 0.4795 -0.3946 -0.4746 -0.111 -0.003 -0.222
2.53 0.0 6.2 -50.7 0.05 -0.07 -0.74 (null) (null) (null) 0.1537 -0.7955 -0.4426 -0.131 0.008 -0.234
2.56 1.6 5.6 -50.7 -0.01 0.01 -1.07 (null) (null) (null) -0.1567 -0.2996 -0.1821 -0.147 0.008 -0.242
2.60 1.6 5.6 -50.7 0.04 0.01 -1.11 (null) (null) (null) -0.2799 -0.1907 -0.2453 -0.148 -0.001 -0.247
2.63 0.0 7.6 -54.0 0.09 -0.02 -0.93 (null) (null) (null) 0.2789 -0.5713 -0.2782 -0.140 0.004 -0.256
2.66 0.0 7.6 -54.0 -0.08 0.01 -0.81 (null) (null) (null) 0.4309 -0.3720 -0.1808 -0.156 0.016 -0.260
2.69 -2.7 7.2 -55.9 0.14 -0.07 -1.03 (null) (null) (null) 0.1445 0.2038 -0.1451 -0.149 0.025 -0.263
2.72 -2.7 7.2 -55.9 0.28 -0.04 -1.04 (null) (null) (null) -0.0477 0.1413 -0.5219 -0.126 0.029 -0.275
2.75 -4.7 7.1 -56.2 0.08 -0.01 -0.93 (null) (null) (null) 0.2155 -0.0523 -0.1506 -0.109 0.034 -0.292
2.78 -4.7 7.1 -56.2 0.09 -0.03 -1.00 (null) (null) (null) 0.1919 0.3640 -0.2636 -0.090 0.042 -0.295
2.81 -4.1 8.1 -56.2 0.32 -0.07 -1.02 (null) (null) (null) -0.0219 -0.0769 -0.4989 -0.064 0.045 -0.307
2.85 -4.1 8.1 -56.2 0.21 0.01 -1.11 (null) (null) (null) -0.0351 -0.2513 -0.4691 -0.057 0.045 -0.323
2.88 -5.1 8.9 -56.7 0.18 -0.02 -1.08 (null) (null) (null) 0.0282 0.1444 -0.2745 -0.058 0.046 -0.334
2.91 -5.1 8.9 -56.7 0.19 -0.07 -0.99 (null) (null) (null) 0.1510 0.1118 -0.3762 -0.035 0.049 -0.344
2.94 -6.6 9.3 -56.4 0.19 -0.07 -0.99 (null) (null) (null) 0.0610 0.1899 -0.3504 -0.011 0.056 -0.355
2.97 -6.6 9.3 -56.4 0.16 -0.06 -1.02 (null) (null) (null) -0.0201 0.2695 -0.1973 0.002 0.055 -0.363
3.00 -7.0 9.6 -57.0 0.10 -0.04 -1.12 (null) (null) (null) 0.1719 0.2314 -0.2653 0.026 0.057 -0.372
3.03 -7.0 9.6 -57.0 0.13 -0.04 -0.81 (null) (null) (null) 0.1468 0.3101 -0.0569 0.037 0.063 -0.376
