iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:11:22 PM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -12.3 8.1 -52.9 0.01 -0.04 -0.95 (null) (null) (null) -0.2924 -0.5034 -0.0766 -0.019 0.038 -0.363
0.06 -12.0 8.2 -52.8 0.01 -0.01 -1.14 (null) (null) (null) -0.4061 -0.2416 -0.0615 -0.031 0.026 -0.366
0.10 -12.0 8.2 -52.8 0.02 -0.01 -1.07 (null) (null) (null) 0.1396 0.2146 -0.0443 -0.026 0.023 -0.368
0.13 -11.8 9.4 -52.9 0.02 -0.02 -0.99 (null) (null) (null) 0.2043 0.1351 -0.0209 -0.019 0.028 -0.368
0.16 -11.8 9.4 -52.9 0.07 -0.06 -1.20 (null) (null) (null) -0.2688 0.0184 -0.1061 -0.017 0.026 -0.370
0.19 -11.2 9.5 -52.0 0.12 -0.03 -1.20 (null) (null) (null) -0.3173 0.3416 -0.0278 -0.011 0.016 -0.372
0.22 -11.2 9.5 -52.0 0.13 -0.04 -1.18 (null) (null) (null) -0.1374 0.1554 -0.0600 0.002 0.011 -0.375
0.25 -11.3 10.6 -53.1 0.02 -0.01 -1.28 (null) (null) (null) -0.3515 -0.0430 -0.0074 0.003 0.004 -0.376
0.28 -11.3 10.6 -53.1 0.13 -0.04 -1.35 (null) (null) (null) -0.5611 -0.2320 -0.1170 -0.002 -0.010 -0.377
0.31 -10.6 11.1 -54.2 0.07 0.02 -1.36 (null) (null) (null) -0.3450 -0.1016 -0.1379 -0.007 -0.022 -0.382
0.35 -10.6 11.1 -54.2 0.11 0.04 -1.24 (null) (null) (null) -0.1888 0.1263 -0.0995 -0.005 -0.031 -0.384
0.38 -9.6 11.6 -54.9 0.18 0.02 -1.28 (null) (null) (null) -0.3096 -0.0058 -0.1433 -0.004 -0.038 -0.388
0.41 -9.6 11.6 -54.9 0.14 0.13 -1.23 (null) (null) (null) -0.5270 0.1288 -0.0400 -0.003 -0.050 -0.391
0.44 -7.1 11.8 -55.5 0.01 0.12 -1.24 (null) (null) (null) -0.2818 0.5018 0.0469 0.006 -0.061 -0.390
0.47 -7.1 11.8 -55.5 0.03 0.10 -1.25 (null) (null) (null) -0.4628 -0.0368 -0.2537 0.018 -0.076 -0.392
0.50 -4.6 12.3 -54.1 0.13 0.12 -1.26 (null) (null) (null) -0.3387 -0.2736 -0.3421 0.013 -0.091 -0.404
0.53 -4.6 12.3 -54.1 0.08 0.13 -1.18 (null) (null) (null) 0.0791 -0.0341 -0.0021 0.006 -0.094 -0.407
0.56 -2.7 13.5 -52.0 -0.04 0.12 -1.05 (null) (null) (null) 0.4991 0.5956 0.0499 0.015 -0.085 -0.407
0.60 -2.7 13.5 -52.0 0.09 0.04 -0.99 (null) (null) (null) 0.6418 0.3481 -0.2029 0.034 -0.061 -0.408
0.63 -2.2 12.2 -51.1 0.09 0.06 -0.91 (null) (null) (null) 0.4117 -0.5250 -0.2387 0.030 -0.046 -0.416
