iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:07:46 PM Pacific Standard Time.
0.66 -0.1 2.7 -48.9 -0.06 -0.02 -0.75 0 0 0 0.2765 -0.0198 -0.3068 -0.019 0.017 -0.123
0.69 -0.1 2.7 -48.9 -0.05 -0.01 -0.79 0 0 0 -0.2678 -0.0295 -0.2751 -0.020 0.017 -0.131
0.72 -0.8 2.6 -47.1 -0.04 -0.03 -1.05 0 0 0 -0.3338 0.1802 -0.2032 -0.020 0.006 -0.138
0.75 -0.8 2.6 -47.1 -0.14 0.08 -0.96 0 0 0 0.2210 0.3212 -0.3245 -0.020 -0.002 -0.146
0.78 0.0 3.4 -47.0 -0.12 0.07 -0.88 0 0 0 0.2532 -0.1658 -0.6024 -0.017 0.009 -0.165
0.82 0.0 3.4 -47.0 0.06 0.01 -0.92 0 0 0 0.2230 -0.3785 -0.5351 -0.026 0.015 -0.181
0.85 0.8 2.3 -47.1 0.08 -0.02 -0.91 0 0 0 0.5882 0.1746 -0.2451 -0.027 0.027 -0.191
0.88 0.8 2.3 -47.1 -0.09 -0.01 -0.75 0 0 0 0.8581 0.4678 -0.0592 -0.018 0.049 -0.193
0.91 0.4 1.0 -46.9 -0.18 -0.02 -0.59 0 0 0 0.7674 0.3657 -0.1560 -0.002 0.082 -0.196
0.94 0.4 1.0 -46.9 -0.09 -0.09 -0.54 0 0 0 0.4263 0.1197 -0.3146 0.005 0.098 -0.204
0.97 2.2 -0.3 -46.2 0.01 -0.20 -0.53 0 0 0 0.1184 0.2943 -0.2381 0.011 0.105 -0.212
1.00 2.2 -0.3 -46.2 -0.10 -0.15 -0.74 0 0 0 -0.1330 0.7511 0.0240 0.031 0.103 -0.214
1.03 3.8 -0.8 -45.1 -0.08 -0.11 -0.79 0 0 0 0.0149 0.2315 -0.2535 0.051 0.101 -0.218
1.06 3.8 -0.8 -45.1 0.07 -0.15 -0.79 0 0 0 0.0898 0.0827 -0.3833 0.054 0.103 -0.228
1.10 4.7 -0.4 -44.4 0.10 -0.18 -0.74 0 0 0 0.1466 0.2432 -0.1297 0.058 0.106 -0.235
1.13 4.7 -0.4 -44.4 0.06 -0.15 -0.69 0 0 0 0.1408 0.5394 0.1169 0.075 0.113 -0.234
1.16 6.1 -0.9 -44.6 0.07 -0.17 -0.70 0 0 0 0.1015 0.4210 0.1536 0.088 0.117 -0.231
1.19 6.1 -0.9 -44.6 0.11 -0.15 -0.59 0 0 0 0.0705 0.1092 0.1111 0.093 0.120 -0.227
1.22 6.4 -2.0 -45.3 0.20 -0.19 -0.58 0 0 0 -0.0670 0.1632 0.1538 0.095 0.121 -0.224
1.25 6.4 -2.0 -45.3 0.23 -0.16 -0.57 0 0 0 -0.2684 0.1847 0.4018 0.101 0.116 -0.212
1.28 7.2 -1.4 -45.3 0.24 -0.10 -0.60 0 0 0 -0.5385 0.4552 0.6614 0.109 0.102 -0.191
1.31 7.2 -1.4 -45.3 0.17 -0.06 -0.70 0 0 0 -0.8156 0.7185 0.9067 0.123 0.086 -0.166
1.35 8.7 0.1 -45.0 0.11 -0.05 -0.81 0 0 0 -0.8714 0.7551 0.9328 0.142 0.066 -0.137
1.38 8.7 0.1 -45.0 0.11 0.05 -0.85 0 0 0 -0.8012 0.3412 0.7230 0.159 0.041 -0.102
1.41 10.2 1.6 -46.1 0.20 0.05 -0.87 0 0 0 -0.7708 0.2447 0.6624 0.165 0.022 -0.080
1.44 10.2 1.6 -46.1 0.21 0.06 -0.85 0 0 0 -0.5735 0.1637 0.7340 0.170 0.008 -0.057
1.47 11.2 2.7 -46.4 0.21 0.13 -0.88 0 0 0 -0.5706 0.0110 0.7950 0.172 -0.004 -0.035
1.50 11.2 2.7 -46.4 0.11 0.07 -1.00 0 0 0 -0.6171 0.4048 0.9929 0.183 -0.019 0.004
1.53 11.9 4.0 -47.5 0.25 0.12 -0.99 0 0 0 -0.4707 0.0343 0.7289 0.189 -0.034 0.038
1.56 11.9 4.0 -47.5 0.19 0.14 -0.92 0 0 0 -0.3752 0.3311 0.8125 0.195 -0.040 0.060
1.60 12.5 4.3 -48.1 0.21 -0.02 -1.12 0 0 0 -0.5753 0.6316 0.6663 0.213 -0.049 0.083
1.63 12.5 4.3 -48.1 0.34 0.07 -0.98 0 0 0 -0.3704 -0.2469 0.4703 0.217 -0.059 0.101
1.66 13.4 5.5 -48.3 0.21 0.20 -0.97 0 0 0 -0.4417 0.0954 0.6782 0.215 -0.078 0.125
1.69 13.4 5.5 -48.3 0.12 0.12 -1.22 0 0 0 -0.5748 0.7604 0.5239 0.233 -0.088 0.144
1.72 14.6 6.4 -49.1 0.28 0.10 -1.34 0 0 0 -0.7309 0.2853 0.3069 0.249 -0.103 0.160
1.75 14.6 6.4 -49.1 0.33 0.19 -0.93 0 0 0 -0.3113 -0.2980 0.1910 0.247 -0.117 0.169
1.78 15.8 7.2 -49.7 0.19 0.19 -0.92 0 0 0 -0.4199 0.7805 0.4039 0.258 -0.126 0.187
1.81 15.8 7.2 -49.7 0.28 0.11 -1.25 0 0 0 -0.8992 0.5097 0.2585 0.281 -0.143 0.201
1.85 16.0 7.8 -50.1 0.36 0.13 -1.17 0 0 0 -0.6190 -0.1498 0.1597 0.284 -0.163 0.212
1.88 16.0 7.8 -50.1 0.22 0.17 -1.05 0 0 0 -0.2836 -0.2416 0.3288 0.278 -0.171 0.222
1.91 16.3 8.0 -50.5 0.16 0.18 -1.21 0 0 0 -0.5339 0.1386 0.3177 0.281 -0.181 0.238
1.94 16.3 8.0 -50.5 0.23 0.17 -1.24 0 0 0 -0.5260 -0.2184 0.1806 0.281 -0.193 0.249
1.97 16.4 10.1 -52.1 0.23 0.19 -1.25 0 0 0 -0.4539 -0.3754 0.1841 0.273 -0.205 0.258
2.00 16.4 10.1 -52.1 0.14 0.24 -1.12 0 0 0 -0.0829 0.0510 0.2973 0.270 -0.210 0.266
2.03 16.3 10.8 -53.3 0.19 0.22 -1.14 0 0 0 -0.0811 0.1333 0.1551 0.278 -0.206 0.276
2.07 16.3 10.8 -53.3 0.27 0.25 -1.14 0 0 0 -0.0776 -0.2368 0.0890 0.276 -0.208 0.281
2.10 17.2 10.5 -53.4 0.17 0.28 -1.02 0 0 0 0.1170 -0.2378 0.1829 0.265 -0.209 0.283
2.13 17.2 10.5 -53.4 0.10 0.26 -1.11 0 0 0 0.0169 -0.0128 0.2450 0.258 -0.208 0.288
2.16 16.7 10.3 -54.5 0.08 0.21 -1.07 0 0 0 0.1543 0.0132 0.2006 0.249 -0.203 0.293
2.19 16.7 10.3 -54.5 0.04 0.19 -1.00 0 0 0 0.3409 -0.0429 0.1904 0.229 -0.194 0.293
2.22 16.1 8.8 -55.2 0.02 0.22 -0.96 0 0 0 0.4063 0.0256 0.1481 0.211 -0.182 0.292
2.25 16.1 8.8 -55.2 0.04 0.21 -0.98 0 0 0 0.4551 -0.0112 0.0211 0.195 -0.172 0.290
2.28 16.1 8.2 -54.7 0.03 0.20 -0.99 0 0 0 0.3401 -0.2018 -0.0127 0.172 -0.158 0.284
2.31 16.1 8.2 -54.7 0.05 0.19 -0.94 0 0 0 0.4607 -0.1557 -0.1244 0.157 -0.149 0.279
2.35 14.7 7.4 -55.2 0.07 0.15 -0.86 0 0 0 0.4779 -0.1496 -0.1784 0.150 -0.137 0.272
2.38 14.7 7.4 -55.2 0.08 0.12 -0.95 0 0 0 0.2633 -0.2073 -0.2804 0.142 -0.128 0.264
2.41 11.4 5.4 -54.7 0.06 0.12 -1.04 0 0 0 0.0957 0.1007 -0.2970 0.128 -0.123 0.251
2.44 11.4 5.4 -54.7 0.10 0.11 -1.01 0 0 0 0.2274 0.1111 -0.3545 0.127 -0.118 0.240
2.47 8.6 5.4 -51.4 0.10 0.12 -0.96 0 0 0 0.2329 -0.4678 -0.3797 0.118 -0.111 0.229
2.50 8.6 5.4 -51.4 0.09 0.05 -1.09 0 0 0 0.2123 -0.2662 -0.3450 0.104 -0.106 0.219
2.53 8.3 4.5 -45.6 0.11 0.06 -1.05 0 0 0 0.4077 -0.4404 -0.3964 0.094 -0.090 0.199
2.56 8.3 4.5 -45.6 0.11 0.02 -0.89 0 0 0 0.6131 -0.7040 -0.4798 0.076 -0.075 0.184
2.60 11.1 3.1 -44.5 0.12 -0.02 -0.95 0 0 0 0.5329 -0.5947 -0.3953 0.056 -0.059 0.172
2.63 11.1 3.1 -44.5 0.14 0.01 -1.05 0 0 0 0.3793 -0.0791 -0.6856 0.049 -0.046 0.155
2.66 12.5 2.5 -49.4 0.24 -0.00 -0.91 0 0 0 0.5419 -0.2510 -0.6603 0.047 -0.029 0.130
2.69 12.5 2.5 -49.4 0.12 0.04 -0.80 0 0 0 0.5527 -0.9372 -0.4448 0.028 -0.013 0.113
2.72 10.2 2.8 -53.0 0.12 0.04 -0.80 0 0 0 0.0099 -1.0722 -0.4316 -0.003 -0.006 0.102
2.75 10.2 2.8 -53.0 0.19 -0.00 -0.99 0 0 0 -0.1417 -0.6615 -0.5015 -0.026 -0.009 0.088
2.78 6.1 2.8 -53.6 0.25 -0.02 -1.00 0 0 0 0.0434 -0.9549 -0.2894 -0.053 -0.008 0.068
2.81 6.1 2.8 -53.6 0.22 -0.00 -0.90 0 0 0 0.1437 -0.9480 -0.0192 -0.082 -0.005 0.065
2.85 3.7 2.8 -53.8 0.17 0.02 -0.81 0 0 0 0.1326 -0.2116 -0.0201 -0.096 -0.001 0.066
2.88 3.7 2.8 -53.8 0.15 0.01 -0.95 0 0 0 -0.0970 0.0017 -0.0710 -0.080 -0.000 0.064
2.91 2.1 4.4 -54.1 0.27 -0.06 -1.10 0 0 0 0.0121 -0.2961 -0.1866 -0.071 -0.001 0.058
2.94 2.1 4.4 -54.1 0.16 -0.02 -1.05 0 0 0 0.2913 -0.2689 0.0273 -0.065 0.005 0.058
2.97 2.6 5.7 -54.1 0.08 -0.01 -0.98 0 0 0 0.3040 -0.2582 -0.1396 -0.063 0.016 0.057
3.00 2.6 5.7 -54.1 0.19 -0.07 -1.05 0 0 0 0.1316 -0.2691 -0.3127 -0.054 0.024 0.049
3.03 -0.1 6.9 -54.9 0.14 -0.03 -1.09 0 0 0 0.0898 -0.3123 -0.1792 -0.057 0.031 0.041
3.06 -0.1 6.9 -54.9 0.15 -0.02 -1.12 0 0 0 0.1440 -0.4932 -0.0640 -0.067 0.034 0.038
3.10 -1.8 7.4 -54.5 0.20 -0.08 -0.98 0 0 0 0.2956 -0.1639 -0.0418 -0.065 0.043 0.036
3.13 -1.8 7.4 -54.5 -0.06 -0.03 -1.00 0 0 0 0.1653 0.0454 0.1692 -0.064 0.048 0.039
3.16 -3.6 7.6 -53.8 0.04 -0.09 -1.09 0 0 0 0.1759 0.0476 -0.1957 -0.053 0.054 0.037
3.19 -3.6 7.6 -53.8 -0.01 -0.06 -0.97 0 0 0 0.2868 -0.1891 -0.0873 -0.055 0.063 0.034
3.22 -5.0 5.5 -53.1 -0.03 -0.09 -0.97 0 0 0 0.2300 0.0814 -0.1850 -0.055 0.071 0.031
3.25 -5.0 5.5 -53.1 0.00 -0.09 -0.86 0 0 0 0.2047 0.1016 -0.1468 -0.052 0.078 0.026
3.28 -4.9 3.9 -54.3 -0.04 -0.09 -1.01 0 0 0 -0.1938 0.1442 -0.0792 -0.044 0.079 0.021
3.32 -4.9 3.9 -54.3 -0.04 -0.08 -1.01 0 0 0 -0.0458 0.0939 -0.1183 -0.041 0.076 0.018
3.35 -5.1 4.5 -54.5 0.03 -0.08 -0.92 0 0 0 -0.0362 -0.0660 -0.1161 -0.037 0.076 0.014
3.38 -5.1 4.5 -54.5 -0.01 -0.08 -1.01 0 0 0 -0.1746 -0.0728 0.0014 -0.039 0.073 0.013
3.41 -5.3 4.8 -53.9 -0.03 -0.07 -1.00 0 0 0 -0.0072 0.1993 -0.0024 -0.035 0.070 0.013
3.44 -5.3 4.8 -53.9 -0.01 -0.06 -0.97 0 0 0 -0.0164 -0.0168 -0.0119 -0.031 0.070 0.012
3.47 -5.6 4.6 -54.1 -0.02 -0.07 -1.04 0 0 0 -0.1187 -0.1488 0.0680 -0.035 0.067 0.014
3.50 -5.6 4.6 -54.1 -0.08 -0.06 -1.04 0 0 0 0.0816 -0.0316 0.0783 -0.038 0.066 0.016
