iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:07:46 PM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -8.6 5.8 -53.5 -0.08 -0.05 -0.83 0 0 0 -0.2760 0.0708 -0.1041 -0.032 0.057 0.004
0.06 -8.6 5.8 -53.5 -0.03 -0.04 -1.06 0 0 0 -0.0674 0.1809 -0.0948 -0.027 0.050 0.001
0.10 -8.5 5.9 -53.1 -0.01 -0.01 -0.96 0 0 0 0.0325 0.1279 -0.0560 -0.022 0.050 -0.001
0.13 -8.5 5.9 -53.1 0.01 -0.03 -1.07 0 0 0 -0.4112 -0.1569 -0.1293 -0.022 0.041 -0.005
0.16 -9.2 7.5 -52.7 0.11 -0.01 -1.23 0 0 0 -0.5286 -0.2580 -0.1624 -0.028 0.028 -0.009
0.19 -9.2 7.5 -52.7 0.12 -0.02 -1.40 0 0 0 -0.3618 -0.1052 -0.1187 -0.034 0.015 -0.013
0.22 -8.5 8.0 -52.7 0.08 -0.01 -1.32 0 0 0 -0.0659 -0.0184 -0.1080 -0.036 0.011 -0.016
0.25 -8.5 8.0 -52.7 0.03 -0.02 -1.25 0 0 0 -0.2179 -0.1450 -0.2983 -0.041 0.007 -0.024
0.28 -7.5 6.3 -54.7 0.14 -0.06 -1.37 0 0 0 -0.0338 -0.1364 -0.1181 -0.046 0.003 -0.031
0.31 -7.5 6.3 -54.7 -0.01 -0.01 -1.21 0 0 0 0.1825 0.2004 -0.2566 -0.045 0.007 -0.035
0.35 -6.1 5.1 -54.4 -0.08 -0.01 -1.14 0 0 0 -0.0586 0.0172 -0.3987 -0.042 0.010 -0.043
0.38 -6.1 5.1 -54.4 0.06 -0.03 -1.18 0 0 0 -0.3442 -0.2414 -0.3759 -0.048 0.002 -0.060
0.41 -4.1 4.5 -52.3 0.04 -0.00 -1.22 0 0 0 -0.1424 0.0704 -0.3103 -0.052 -0.004 -0.069
0.44 -4.1 4.5 -52.3 0.03 0.03 -1.17 0 0 0 0.0893 0.3669 -0.1750 -0.044 -0.003 -0.076
0.47 -0.6 3.5 -49.7 -0.06 0.04 -1.07 0 0 0 0.1472 0.5726 -0.2902 -0.031 -0.000 -0.081
0.50 -0.6 3.5 -49.7 0.08 -0.03 -1.11 0 0 0 -0.1827 0.0022 -0.1959 -0.016 0.000 -0.093
0.53 0.9 2.6 -48.9 0.01 -0.00 -1.04 0 0 0 -0.0096 0.5895 -0.1177 -0.008 -0.004 -0.098
0.56 0.9 2.6 -48.9 -0.05 0.02 -1.06 0 0 0 -0.2660 0.1270 -0.1512 0.004 -0.008 -0.101
0.60 0.4 3.3 -49.3 0.01 -0.02 -1.18 0 0 0 0.0058 -0.4179 -0.2435 -0.004 -0.012 -0.107
0.63 0.4 3.3 -49.3 -0.04 -0.01 -0.93 0 0 0 0.6086 -0.1619 -0.2526 -0.017 0.005 -0.115
