iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:05:24 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 13.6 17.5 -11.7 0.01 -0.11 -1.16 37.428053 -122.174197 34.1 -0.7332 -0.2377 0.1480 0.014 0.145 -2.358
0.07 14.2 17.4 -10.6 0.04 -0.22 -1.13 37.428053 -122.174197 34.1 0.0401 0.2880 0.0775 0.016 0.137 -2.354
0.10 14.2 17.4 -10.6 0.03 -0.17 -0.89 37.428053 -122.174197 34.1 0.3826 0.3763 0.0427 0.036 0.148 -2.355
0.13 14.0 17.5 -10.6 -0.13 -0.01 -0.91 37.428053 -122.174197 34.1 -0.2185 0.2218 0.0956 0.039 0.148 -2.353
0.16 14.0 17.5 -10.6 0.09 -0.13 -0.94 37.428053 -122.174197 34.1 -0.4723 0.1998 0.2046 0.046 0.135 -2.345
0.19 14.2 17.3 -10.6 0.01 0.02 -0.85 37.428053 -122.174197 34.1 -0.5048 0.1532 0.4377 0.048 0.120 -2.334
0.22 14.2 17.3 -10.6 -0.01 -0.38 -1.06 37.428053 -122.174197 34.1 -0.5046 0.8310 0.1082 0.066 0.105 -2.322
0.25 14.8 17.2 -10.4 0.11 -0.11 -0.77 37.428053 -122.174197 34.1 -0.6770 0.3598 0.5178 0.091 0.087 -2.310
0.28 14.8 17.2 -10.4 0.12 0.07 -0.83 37.428053 -122.174197 34.1 -1.3774 0.4528 0.4802 0.099 0.054 -2.296
0.31 15.3 16.9 -8.7 0.17 0.14 -1.62 37.428053 -122.174197 34.1 -2.1081 0.3272 0.5135 0.109 0.008 -2.274
0.35 15.3 16.9 -8.7 0.17 0.14 -1.62 37.428053 -122.174197 34.1 -1.9710 0.0918 0.5139 0.110 -0.010 -2.267
0.38 15.6 17.1 -7.0 0.15 0.28 -1.15 37.428053 -122.174197 34.1 -0.6360 1.9085 0.7256 0.134 -0.045 -2.215
0.41 15.6 17.1 -7.0 0.23 0.25 -1.63 37.428053 -122.174197 34.1 -1.4237 4.4569 -0.0137 0.227 -0.072 -2.201
0.44 17.7 16.8 -2.9 0.55 0.44 -1.96 37.428053 -122.174197 34.1 -2.1478 5.3688 0.0901 0.372 -0.121 -2.184
0.47 17.7 16.8 -2.9 0.41 0.59 -1.97 37.428053 -122.174197 34.1 -2.2290 2.4964 0.3380 0.533 -0.200 -2.140
0.50 18.6 17.1 0.1 0.84 0.69 -1.96 37.428053 -122.174197 34.1 -0.2102 1.3744 -0.6221 0.591 -0.235 -2.114
0.53 18.6 17.1 0.1 1.69 0.84 -1.95 37.428053 -122.174197 34.1 1.6219 0.9745 -1.5065 0.618 -0.236 -2.157
0.57 17.8 17.6 -0.9 2.02 1.10 -1.95 37.428053 -122.174197 34.1 3.5106 -1.0915 -1.0914 0.593 -0.196 -2.231
0.60 17.8 17.6 -0.9 2.02 1.43 -1.81 37.428053 -122.174197 34.1 5.4504 -1.6734 -0.6157 0.540 -0.099 -2.321
0.63 17.2 16.7 -8.3 2.02 1.99 -1.03 37.428053 -122.174197 34.1 8.0996 -1.7499 0.2769 0.468 0.127 -2.450
0.66 17.2 16.7 -8.3 1.87 2.05 -0.07 37.428053 -122.174197 34.1 9.5316 -1.4589 2.5903 0.443 0.370 -2.525
0.69 15.7 6.5 -21.4 1.87 2.05 -0.07 37.428053 -122.174197 34.1 9.8141 -0.6221 4.6215 0.420 0.665 -2.541
0.72 15.7 6.5 -21.4 1.44 2.04 0.20 37.428053 -122.174197 34.1 8.8479 0.6078 6.0206 0.356 1.058 -2.457
0.75 13.1 -4.9 -24.1 0.31 1.94 0.98 37.428053 -122.174197 34.1 6.1180 1.7208 6.3099 -0.164 1.376 -1.853
0.78 13.1 -4.9 -24.1 -0.37 1.21 0.92 37.428053 -122.174197 34.1 3.4599 0.3448 5.8343 -1.222 1.362 -0.751
0.82 10.0 -14.5 -22.5 -1.02 0.85 0.89 37.428053 -122.174197 34.1 2.0058 -0.6840 5.1063 -1.574 1.223 -0.398
0.85 10.0 -14.5 -22.5 -1.52 0.45 0.83 37.428053 -122.174197 34.1 0.8153 -0.4790 2.9810 -1.684 1.073 -0.303
0.88 3.3 -19.2 -18.8 -1.49 0.16 0.69 37.428053 -122.174197 34.1 0.3988 -0.5317 1.8764 -1.711 1.008 -0.288
0.91 3.3 -19.2 -18.8 -1.52 -0.04 0.68 37.428053 -122.174197 34.1 -0.0798 -0.8984 1.2238 -1.728 0.966 -0.292
0.94 -0.2 -18.4 -19.0 -1.47 -0.13 0.60 37.428053 -122.174197 34.1 -0.7194 -1.1874 0.6052 -1.737 0.944 -0.319
0.97 -0.2 -18.4 -19.0 -1.42 -0.22 0.36 37.428053 -122.174197 34.1 -1.4658 -1.1646 -0.2639 -1.721 0.946 -0.394
1.00 -1.9 -16.2 -19.2 -1.32 -0.24 0.19 37.428053 -122.174197 34.1 -1.6671 -0.9647 -0.7684 -1.681 0.975 -0.492
1.03 -1.9 -16.2 -19.2 -1.40 -0.17 0.03 37.428053 -122.174197 34.1 -1.5813 -1.0827 -1.2909 -1.645 1.009 -0.570
1.06 -2.9 -15.2 -19.9 -1.40 -0.08 0.06 37.428053 -122.174197 34.1 -1.5035 -1.4371 -1.9128 -1.615 1.057 -0.645
1.10 -2.9 -15.2 -19.9 -1.36 0.11 0.03 37.428053 -122.174197 34.1 -1.8328 -1.7049 -2.5322 -1.574 1.121 -0.743
