iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:04:36 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 3.0 -22.9 -39.5 0.09 -0.01 -1.04 37.425955 -122.151819 6.0 0.0350 0.0274 0.2472 0.072 -0.000 -2.472
0.07 2.5 -24.5 -38.8 0.07 -0.02 -0.97 37.425955 -122.151819 5.4 0.2925 0.1868 0.1338 0.076 0.009 -2.466
0.10 2.5 -24.5 -38.8 0.15 -0.09 -0.92 37.425955 -122.151819 5.4 0.0993 0.4501 -0.0629 0.087 0.018 -2.465
0.13 2.3 -24.9 -38.8 0.16 -0.00 -0.95 37.425955 -122.151819 5.4 -0.4962 -0.5799 -0.0969 0.094 0.010 -2.470
0.16 2.3 -24.9 -38.8 0.03 0.02 -1.04 37.425955 -122.151819 5.4 -0.7509 -1.1106 -0.0880 0.068 -0.007 -2.470
0.19 1.4 -23.5 -40.0 0.17 0.07 -1.03 37.425955 -122.151819 5.4 -0.4087 -0.1756 -0.5253 0.045 -0.038 -2.482
0.22 1.4 -23.5 -40.0 0.26 0.08 -0.98 37.425955 -122.151819 5.4 0.0787 -0.8786 -0.0074 0.035 -0.042 -2.489
0.25 -0.2 -20.5 -42.0 0.24 0.06 -0.92 37.425955 -122.151819 5.4 -0.0949 -1.0857 0.1451 0.006 -0.040 -2.484
0.29 -0.2 -20.5 -42.0 0.41 0.08 -1.14 37.425955 -122.151819 5.4 -1.2276 -0.6520 -0.2999 -0.026 -0.066 -2.488
0.32 -0.9 -20.3 -41.5 0.64 0.14 -1.35 37.425955 -122.151819 5.4 -1.2409 -0.8763 -0.0530 -0.046 -0.102 -2.495
0.35 -0.9 -20.3 -41.5 0.70 0.27 -1.58 37.425955 -122.151819 5.4 -0.9825 -0.3994 0.2889 -0.063 -0.130 -2.491
0.38 -0.4 -18.5 -42.3 0.91 0.41 -1.99 37.425955 -122.151819 5.4 -1.8925 1.3329 0.6555 -0.020 -0.199 -2.476
0.41 -0.4 -18.5 -42.3 0.66 0.49 -1.85 37.425955 -122.151819 5.4 -0.2831 -0.9497 1.7166 -0.000 -0.229 -2.442
0.44 -0.6 -15.5 -43.7 0.28 0.51 -1.91 37.425955 -122.151819 5.4 0.0426 -1.3279 2.5442 -0.027 -0.230 -2.381
0.47 -0.6 -15.5 -43.7 -0.21 0.48 -1.91 37.425955 -122.151819 5.4 0.6224 -0.7183 2.7180 -0.038 -0.223 -2.286
0.50 -5.4 -12.3 -44.1 -0.44 0.56 -1.89 37.425955 -122.151819 5.4 0.9309 -0.4666 2.6623 -0.038 -0.205 -2.210
0.54 -5.4 -12.3 -44.1 -0.55 0.61 -1.40 37.425955 -122.151819 5.4 1.6240 -0.1569 2.2542 -0.032 -0.173 -2.143
0.57 -9.9 -12.3 -43.4 -0.96 0.51 -1.29 37.425955 -122.151819 5.4 1.5101 0.2429 2.5428 -0.021 -0.096 -2.034
0.60 -9.9 -12.3 -43.4 -0.97 0.39 -1.41 37.425955 -122.151819 5.4 1.0451 1.5424 2.2190 0.009 -0.063 -1.968
0.63 -12.7 -13.9 -42.8 -1.08 0.41 -1.22 37.425955 -122.151819 5.4 1.3925 1.1299 1.6687 0.050 -0.033 -1.920
0.66 -12.7 -13.9 -42.8 -1.08 0.41 -1.22 37.425955 -122.151819 5.4 2.1084 0.0741 0.9634 0.064 0.037 -1.875
0.69 -13.1 -16.7 -41.9 -0.92 0.37 -1.01 37.425955 -122.151819 5.4 2.2633 0.1965 0.4116 0.066 0.097 -1.862
0.72 -13.1 -16.7 -41.9 -0.93 0.33 -0.81 37.425955 -122.151819 5.4 2.1286 -0.3805 0.0810 0.062 0.177 -1.858
0.75 -12.6 -20.2 -40.3 -0.88 0.25 -0.79 37.425955 -122.151819 5.4 1.7478 -1.3900 -0.3627 0.028 0.244 -1.867
0.79 -12.6 -20.2 -40.3 -0.85 0.19 -0.69 37.425955 -122.151819 5.4 2.3018 -1.7991 -1.0300 -0.013 0.295 -1.885
0.82 -14.5 -27.4 -35.6 -0.69 0.24 -0.24 37.425955 -122.151819 5.4 2.3570 -2.1971 -2.0240 -0.072 0.391 -1.939
0.85 -14.5 -27.4 -35.6 -0.51 0.19 -0.17 37.425955 -122.151819 5.4 1.4985 -1.8614 -2.2858 -0.100 0.443 -1.999
0.88 -15.5 -32.1 -32.3 -0.39 0.11 -0.21 37.425955 -122.151819 5.4 1.1522 -1.4389 -2.7514 -0.111 0.483 -2.069
0.91 -15.5 -32.1 -32.3 -0.16 0.17 0.04 37.425955 -122.151819 5.4 1.5098 -2.2357 -3.0753 -0.123 0.562 -2.212
0.94 -14.4 -36.9 -28.0 0.05 0.05 0.13 37.425955 -122.151819 5.4 0.3909 -1.4282 -3.0423 -0.121 0.596 -2.304
0.98 -14.4 -36.9 -28.0 0.13 0.04 -0.03 37.425955 -122.151819 5.4 -0.0949 -1.6327 -2.7415 -0.098 0.603 -2.428
1.01 -8.7 -41.7 -22.8 0.21 0.11 0.05 37.425955 -122.151819 10.0 0.0113 -2.1247 -2.4304 -0.104 0.610 -2.509
1.04 -8.7 -41.7 -22.8 0.36 0.18 -0.05 37.425955 -122.151819 10.0 -0.3504 -2.1735 -2.4592 -0.118 0.612 -2.586
1.07 -4.4 -42.8 -21.3 0.89 0.19 -0.30 37.425955 -122.151819 10.0 -1.0881 -1.6243 -2.5321 -0.105 0.587 -2.740
1.10 -4.4 -42.8 -21.3 0.82 0.13 -0.32 37.425955 -122.151819 10.0 -1.1940 -0.8063 -1.5363 -0.102 0.563 -2.804
1.13 1.2 -42.1 -22.1 0.91 0.05 -0.62 37.425955 -122.151819 10.0 -1.7377 -0.4462 -1.3422 -0.086 0.524 -2.853
1.16 1.2 -42.1 -22.1 1.06 0.03 -0.70 37.425955 -122.151819 10.0 -1.4139 -0.5276 -0.6170 -0.088 0.473 -2.897
1.19 3.9 -39.8 -24.7 0.80 0.09 -0.81 37.425955 -122.151819 10.0 -1.6921 0.8586 0.0615 -0.076 0.433 -2.907
1.22 3.9 -39.8 -24.7 0.68 0.11 -0.93 37.425955 -122.151819 10.0 -2.1446 1.3014 0.1241 -0.044 0.379 -2.904
1.25 6.2 -36.1 -29.5 0.79 0.21 -1.11 37.425955 -122.151819 10.0 -1.5429 -0.2637 0.0005 -0.018 0.299 -2.911
1.29 6.2 -36.1 -29.5 0.70 0.20 -1.25 37.425955 -122.151819 10.0 -1.7161 0.0491 0.5405 -0.027 0.257 -2.901
1.32 7.1 -33.0 -32.4 0.64 0.30 -1.54 37.425955 -122.151819 10.0 -2.1382 1.2181 0.4325 0.002 0.182 -2.885
1.35 7.1 -33.0 -32.4 0.44 0.22 -1.59 37.425955 -122.151819 10.0 -1.6811 0.1088 1.1091 0.015 0.133 -2.863
1.38 7.3 -27.8 -35.6 0.27 0.22 -1.84 37.425955 -122.151819 10.0 -1.4673 -0.2011 1.2936 0.005 0.092 -2.827
1.41 7.3 -27.8 -35.6 0.24 0.19 -1.86 37.425955 -122.151819 10.0 -1.6107 0.8420 1.1264 0.012 0.052 -2.796
1.44 7.0 -25.1 -37.8 0.05 0.09 -1.97 37.425955 -122.151819 10.0 -1.0681 0.3104 1.4307 0.041 -0.000 -2.734
1.47 7.0 -25.1 -37.8 -0.08 0.13 -1.95 37.425955 -122.151819 10.0 -0.6395 0.2058 1.3488 0.047 -0.022 -2.696
1.51 6.1 -22.0 -39.8 -0.22 0.07 -1.82 37.425955 -122.151819 10.0 -0.4221 0.9465 1.4899 0.070 -0.036 -2.645
1.54 6.1 -22.0 -39.8 -0.24 -0.00 -1.51 37.425955 -122.151819 10.0 0.0493 0.6677 1.3327 0.094 -0.037 -2.607
1.57 5.3 -21.4 -40.4 -0.35 -0.08 -1.47 37.425955 -122.151819 10.0 0.2045 0.2377 1.2529 0.105 -0.029 -2.573
1.60 5.3 -21.4 -40.4 -0.45 -0.11 -1.26 37.425955 -122.151819 10.0 0.2855 0.1490 1.1683 0.108 -0.016 -2.516
1.63 4.0 -22.3 -40.4 -0.25 -0.14 -1.26 37.425955 -122.151819 10.0 0.1612 0.1074 0.7588 0.114 -0.007 -2.492
1.66 4.0 -22.3 -40.4 -0.21 -0.10 -1.04 37.425955 -122.151819 10.0 0.4150 -0.0808 0.6938 0.112 0.001 -2.474
1.69 3.0 -22.6 -40.4 -0.35 -0.13 -0.96 37.425955 -122.151819 10.0 0.5084 -0.1523 0.7920 0.107 0.028 -2.447
1.72 3.0 -22.6 -40.4 -0.24 -0.15 -1.07 37.425955 -122.151819 10.0 0.0009 -0.2188 0.6683 0.097 0.036 -2.429
1.76 1.4 -23.5 -39.9 -0.18 -0.15 -1.01 37.425955 -122.151819 10.0 0.0704 -0.4122 0.5118 0.083 0.037 -2.413
1.79 1.4 -23.5 -39.9 -0.21 -0.15 -0.95 37.425955 -122.151819 10.0 0.4291 -0.0568 0.7351 0.046 0.065 -2.387
1.82 -0.4 -25.6 -39.0 -0.10 -0.14 -1.04 37.425955 -122.151819 10.0 0.3578 -0.0165 0.5285 0.040 0.079 -2.369
1.85 -0.4 -25.6 -39.0 -0.10 -0.14 -1.04 37.425955 -122.151819 10.0 -0.1557 0.1782 0.1248 0.026 0.083 -2.358
1.88 -0.5 -26.2 -38.5 0.02 -0.11 -1.05 37.425955 -122.151819 10.0 0.0664 0.6997 0.1785 0.044 0.085 -2.354
