iPhone Sensor Log from Crossbow started at Dec 4, 2011 10:58:56 PM Pacific Standard Time.
0.63 -1.2 4.8 -47.0 -0.22 0.15 -1.01 0 0 0 0.6104 1.4652 1.4480 0.097 0.034 0.511
0.66 1.0 2.9 -46.7 -0.48 0.13 -1.04 0 0 0 0.6429 1.0844 1.0530 0.133 0.056 0.545
0.69 1.0 2.9 -46.7 -0.32 0.06 -0.98 0 0 0 0.5368 -0.9035 -0.0405 0.121 0.085 0.559
0.72 2.8 -0.3 -45.6 -0.26 0.03 -0.85 0 0 0 0.8019 -0.2775 -0.2288 0.106 0.104 0.552
0.75 2.8 -0.3 -45.6 -0.39 0.01 -0.87 0 0 0 0.7640 -0.5084 -0.4867 0.098 0.125 0.540
0.78 3.3 -0.9 -44.5 -0.36 0.01 -0.70 0 0 0 1.0370 -0.6524 -0.8792 0.081 0.149 0.518
0.81 3.3 -0.9 -44.5 -0.26 0.02 -0.51 0 0 0 0.8357 -0.4642 -1.1087 0.068 0.183 0.476
0.85 2.9 -2.7 -43.8 -0.18 -0.04 -0.59 0 0 0 0.4023 -0.0255 -1.1036 0.068 0.197 0.443
0.88 2.9 -2.7 -43.8 -0.29 -0.04 -0.77 0 0 0 0.3894 -0.0984 -1.0108 0.073 0.205 0.413
0.91 1.2 -5.2 -42.8 -0.26 -0.01 -0.56 0 0 0 0.5773 -0.2369 -1.2125 0.074 0.217 0.381
0.94 1.2 -5.2 -42.8 -0.09 -0.07 -0.54 0 0 0 0.1910 0.3702 -1.4881 0.090 0.234 0.314
0.97 0.2 -5.8 -42.5 -0.05 -0.11 -0.67 0 0 0 0.0549 0.2322 -1.1693 0.107 0.233 0.276
1.00 0.2 -5.8 -42.5 -0.15 -0.02 -0.60 0 0 0 0.3021 0.5430 -1.2357 0.124 0.234 0.243
1.03 -0.4 -6.8 -42.1 0.06 -0.13 -0.71 0 0 0 0.1364 0.1883 -1.5470 0.146 0.235 0.201
1.06 -0.4 -6.8 -42.1 0.15 -0.13 -0.56 0 0 0 0.2685 -0.9075 -1.1956 0.144 0.233 0.145
1.10 -0.0 -6.9 -42.0 0.22 -0.14 -0.45 0 0 0 0.4006 0.2488 -1.3562 0.141 0.237 0.110
1.13 -0.0 -6.9 -42.0 0.38 -0.19 -0.47 0 0 0 0.1734 -0.1442 -1.1908 0.155 0.242 0.072
1.16 0.6 -6.7 -42.1 0.37 -0.12 -0.53 0 0 0 -0.2687 -1.2296 -0.8703 0.141 0.235 0.043
1.19 0.6 -6.7 -42.1 0.34 -0.05 -0.59 0 0 0 -0.3118 0.1510 -1.0025 0.096 0.217 0.014
1.22 -0.8 -6.3 -42.5 0.50 -0.11 -0.68 0 0 0 -0.3111 0.0569 -0.8663 0.111 0.208 -0.013
1.25 -0.8 -6.3 -42.5 0.47 -0.09 -0.72 0 0 0 -0.2945 -0.3414 -0.4785 0.109 0.197 -0.031
1.28 -3.0 -6.6 -43.8 0.39 -0.05 -0.72 0 0 0 -0.2442 0.0327 -0.2802 0.104 0.189 -0.039
1.31 -3.0 -6.6 -43.8 0.42 -0.09 -0.94 0 0 0 -0.4483 0.5707 -0.4075 0.141 0.171 -0.054
1.35 -3.4 -7.0 -45.0 0.53 -0.09 -0.91 0 0 0 -0.3626 -0.1329 -0.4210 0.153 0.157 -0.064
1.38 -3.4 -7.0 -45.0 0.52 -0.08 -0.85 0 0 0 -0.2729 -0.5989 -0.2104 0.186 0.140 -0.078
1.41 -3.6 -5.6 -45.0 0.52 -0.10 -0.97 0 0 0 -0.5138 -0.2412 -0.1241 0.193 0.126 -0.083
1.44 -3.6 -5.6 -45.0 0.41 -0.04 -1.17 0 0 0 -0.7813 -0.1569 0.1259 0.192 0.095 -0.077
1.47 -4.0 -4.5 -44.5 0.48 -0.07 -1.21 0 0 0 -0.6541 -0.1620 0.1405 0.185 0.077 -0.069
1.50 -4.0 -4.5 -44.5 0.39 -0.07 -1.32 0 0 0 -0.6720 -0.2849 0.3453 0.179 0.060 -0.059
1.53 -4.9 -4.0 -45.4 0.25 -0.02 -1.33 0 0 0 -0.6121 -0.6663 0.5758 0.165 0.046 -0.043
1.57 -4.9 -4.0 -45.4 0.30 -0.05 -1.40 0 0 0 -0.5493 -0.2455 0.7161 0.141 0.028 -0.014
1.60 -5.6 -1.8 -46.9 0.16 0.01 -1.26 0 0 0 -0.2567 0.4189 0.6741 0.146 0.020 0.006
1.63 -5.6 -1.8 -46.9 0.09 0.01 -1.30 0 0 0 -0.3938 -0.0079 0.9958 0.151 0.016 0.032
1.66 -4.9 -0.7 -46.9 0.04 -0.02 -1.38 0 0 0 -0.5659 -0.0127 0.9872 0.150 0.006 0.061
1.69 -4.9 -0.7 -46.9 0.05 -0.00 -1.27 0 0 0 -0.0105 0.4149 0.9830 0.160 -0.000 0.107
1.72 -2.6 1.5 -46.9 -0.08 0.02 -1.24 0 0 0 0.0530 0.2841 1.0991 0.170 0.007 0.137
1.75 -2.6 1.5 -46.9 -0.10 0.02 -1.22 0 0 0 -0.1504 0.1167 0.9606 0.174 0.009 0.165
1.78 -0.9 3.3 -46.5 -0.07 -0.01 -1.12 0 0 0 0.2448 0.5014 0.9396 0.182 0.016 0.191
1.81 -0.9 3.3 -46.5 -0.25 0.02 -1.09 0 0 0 0.3164 0.3001 0.8905 0.200 0.035 0.219
1.85 1.1 2.3 -46.0 -0.21 -0.01 -1.16 0 0 0 0.1088 0.0969 0.8026 0.202 0.045 0.243
1.88 1.1 2.3 -46.0 -0.10 -0.02 -1.03 0 0 0 0.4184 0.2934 0.5690 0.206 0.056 0.259
1.91 2.6 0.1 -45.0 -0.18 -0.01 -1.00 0 0 0 0.3996 -0.0398 0.4882 0.197 0.070 0.271
1.94 2.6 0.1 -45.0 -0.14 -0.04 -0.97 0 0 0 0.3789 0.1856 0.4399 0.149 0.083 0.290
1.97 3.8 -1.6 -43.0 -0.12 -0.02 -0.94 0 0 0 0.3111 -0.0406 0.3068 0.139 0.097 0.302
2.00 3.8 -1.6 -43.0 0.02 -0.05 -0.86 0 0 0 0.2164 -0.0533 0.1495 0.126 0.102 0.309
2.03 3.6 -1.9 -42.4 -0.03 -0.05 -0.96 0 0 0 0.0261 -0.0474 0.1744 0.118 0.105 0.313
2.06 3.6 -1.9 -42.4 0.06 -0.08 -1.04 0 0 0 -0.1100 -0.3266 0.0451 0.093 0.097 0.319
2.10 2.9 -3.1 -41.5 0.05 -0.06 -0.94 0 0 0 0.1931 -0.0010 0.0327 0.086 0.096 0.320
2.13 2.9 -3.1 -41.5 0.09 -0.09 -0.98 0 0 0 0.2635 0.2370 0.0469 0.090 0.102 0.320
2.16 2.3 -3.4 -42.1 0.06 -0.07 -0.99 0 0 0 -0.1094 -0.1691 -0.0183 0.091 0.103 0.320
2.19 2.3 -3.4 -42.1 0.04 -0.08 -0.99 0 0 0 -0.0325 -0.0324 0.0494 0.079 0.096 0.322
2.22 1.8 -3.4 -42.4 0.06 -0.09 -0.98 0 0 0 -0.0253 0.0284 -0.0566 0.079 0.095 0.322
2.25 1.8 -3.4 -42.4 0.06 -0.09 -0.98 0 0 0 0.0139 -0.0179 -0.0743 0.077 0.094 0.320
2.28 1.6 -3.5 -42.2 0.05 -0.06 -0.94 0 0 0 0.0250 0.0025 -0.1116 0.077 0.094 0.318
2.31 1.6 -3.5 -42.2 0.08 -0.08 -0.95 0 0 0 -0.0069 0.0237 -0.1094 0.078 0.093 0.315
2.35 1.8 -3.5 -42.4 0.07 -0.09 -0.94 0 0 0 -0.0344 0.0343 -0.0771 0.079 0.094 0.311
2.38 1.8 -3.5 -42.4 0.04 -0.10 -0.98 0 0 0 -0.0614 -0.0148 -0.0888 0.077 0.093 0.310
