iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:03:27 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 4.2 -21.7 -43.9 0.12 -0.01 -1.01 37.425887 -122.151686 0.0 0.0488 -0.2179 -0.0086 0.108 -0.001 1.701
0.07 1.9 -22.8 -41.5 0.10 -0.01 -0.91 37.425887 -122.151686 0.0 0.0194 0.3543 -0.0917 0.111 0.003 1.699
0.10 1.9 -22.8 -41.5 0.12 -0.00 -1.00 37.425887 -122.151686 0.0 -0.4907 0.0273 -0.2276 0.117 -0.004 1.696
0.13 2.1 -22.8 -40.3 0.11 0.04 -1.13 37.425887 -122.151686 0.0 -0.6609 -0.6196 -0.2571 0.106 -0.022 1.692
0.16 2.1 -22.8 -40.3 0.09 0.07 -1.04 37.425887 -122.151686 0.0 -0.0126 -0.3798 -0.1330 0.085 -0.034 1.686
0.19 1.5 -21.1 -40.5 0.10 0.01 -0.97 37.425887 -122.151686 0.0 -0.0082 0.1381 0.1587 0.086 -0.033 1.687
0.22 1.5 -21.1 -40.5 0.08 -0.00 -1.01 37.425887 -122.151686 0.0 -0.2232 -0.0504 0.1157 0.087 -0.034 1.692
0.25 0.8 -20.4 -41.5 0.09 0.09 -1.02 37.425887 -122.151686 0.0 -0.2896 -0.2310 -0.2394 0.080 -0.049 1.689
0.28 0.8 -20.4 -41.5 0.10 0.02 -0.96 37.425887 -122.151686 0.0 0.1031 -0.3733 0.0437 0.071 -0.049 1.688
0.32 0.7 -20.0 -42.0 0.10 0.02 -0.96 37.425887 -122.151686 0.0 -0.1486 -0.1612 0.1670 0.066 -0.048 1.692
0.35 0.7 -20.0 -42.0 0.05 0.06 -0.91 37.425887 -122.151686 0.0 -0.4478 -0.2363 -0.2388 0.063 -0.061 1.690
0.38 -0.1 -19.4 -42.2 0.15 0.07 -1.00 37.425887 -122.151686 0.0 -0.5702 -0.5703 -0.2166 0.053 -0.077 1.686
0.41 -0.1 -19.4 -42.2 0.31 0.10 -0.91 37.425887 -122.151686 0.0 -0.7209 0.6569 -0.1831 0.062 -0.099 1.683
