iPhone Sensor Log from Crossbow started at Dec 4, 2011 10:59:29 PM Pacific Standard Time.
0.78 -4.2 -0.3 -44.6 -0.52 -0.06 -0.78 0 0 0 0.7383 -0.1901 -0.7960 -0.059 0.164 0.595
0.81 -4.2 -0.3 -44.6 -0.54 -0.07 -0.81 0 0 0 0.6579 -0.1968 -1.0602 -0.062 0.185 0.570
0.85 -5.7 -2.2 -44.3 -0.38 -0.11 -0.63 0 0 0 0.8128 -0.5016 -1.4410 -0.067 0.208 0.536
0.88 -5.7 -2.2 -44.3 -0.15 -0.16 -0.41 0 0 0 0.8136 -0.3765 -1.6974 -0.071 0.245 0.476
0.91 -5.7 -4.7 -42.4 -0.19 -0.17 -0.46 0 0 0 0.2623 -0.0948 -1.4071 -0.065 0.268 0.418
0.94 -5.7 -4.7 -42.4 -0.24 -0.16 -0.50 0 0 0 0.2059 0.3012 -1.3592 -0.049 0.276 0.379
0.97 -5.3 -6.2 -41.7 -0.26 -0.14 -0.44 0 0 0 0.0946 0.0676 -1.4023 -0.032 0.282 0.339
1.00 -5.3 -6.2 -41.7 -0.09 -0.18 -0.56 0 0 0 -0.0910 0.2977 -1.5756 -0.015 0.283 0.296
1.03 -5.2 -7.7 -41.5 -0.01 -0.21 -0.50 0 0 0 -0.1499 -0.0846 -1.4702 0.006 0.278 0.236
1.06 -5.2 -7.7 -41.5 -0.16 -0.15 -0.47 0 0 0 -0.1925 -0.2470 -1.1679 0.008 0.274 0.199
1.10 -4.8 -7.6 -41.3 -0.01 -0.16 -0.59 0 0 0 -0.3194 0.4646 -1.4366 0.026 0.265 0.161
1.13 -4.8 -7.6 -41.3 0.36 -0.21 -0.50 0 0 0 -0.3624 -0.2281 -1.5392 0.039 0.254 0.118
1.16 -4.7 -7.1 -42.3 0.17 -0.04 -0.39 0 0 0 -0.4942 -0.9566 -0.7871 0.005 0.237 0.065
1.19 -4.7 -7.1 -42.3 0.36 -0.10 -0.76 0 0 0 -0.8126 0.7002 -1.0822 0.020 0.217 0.036
1.22 -5.5 -6.5 -42.5 0.51 -0.15 -0.88 0 0 0 -0.8619 -0.3336 -0.7578 0.029 0.192 0.011
1.25 -5.5 -6.5 -42.5 0.26 0.05 -0.71 0 0 0 -0.6352 -0.6036 0.0748 0.003 0.166 0.001
1.28 -6.4 -5.4 -42.0 0.36 -0.01 -0.98 0 0 0 -0.8311 1.0348 -0.3929 0.019 0.145 -0.004
1.31 -6.4 -5.4 -42.0 0.54 -0.12 -0.99 0 0 0 -0.7916 0.2258 -0.3854 0.037 0.121 -0.014
1.35 -7.2 -3.6 -43.2 0.31 0.02 -0.90 0 0 0 -0.6490 -0.2624 -0.1602 0.057 0.099 -0.023
1.38 -7.2 -3.6 -43.2 0.33 -0.04 -1.20 0 0 0 -0.7692 0.4460 0.0634 0.070 0.071 -0.020
1.41 -6.8 -2.1 -44.3 0.38 -0.00 -1.18 0 0 0 -0.7956 0.1330 0.0256 0.084 0.038 -0.016
1.44 -6.8 -2.1 -44.3 0.44 -0.02 -1.13 0 0 0 -0.5427 -0.4227 0.0270 0.078 0.022 -0.015
1.47 -6.8 0.2 -46.3 0.23 0.03 -1.25 0 0 0 -0.7881 -0.4015 0.2990 0.065 0.003 -0.009
1.50 -6.8 0.2 -46.3 0.28 0.07 -1.31 0 0 0 -0.5406 0.2067 0.4709 0.064 -0.014 0.004
1.53 -6.2 2.1 -46.5 0.22 0.02 -1.32 0 0 0 -0.2992 0.1546 0.4151 0.073 -0.028 0.021
1.56 -6.2 2.1 -46.5 0.15 0.04 -1.32 0 0 0 -0.3108 -0.1677 0.5119 0.072 -0.035 0.035
1.60 -5.1 3.8 -46.0 0.00 0.09 -1.31 0 0 0 -0.1353 0.0485 0.6129 0.071 -0.039 0.051
1.63 -5.1 3.8 -46.0 0.00 0.09 -1.31 0 0 0 -0.1809 -0.0401 0.6794 0.072 -0.042 0.070
1.66 -5.8 4.5 -47.8 0.08 0.05 -1.20 0 0 0 -0.1319 0.0366 0.6238 0.075 -0.044 0.098
1.69 -5.8 4.5 -47.8 -0.03 0.08 -1.27 0 0 0 -0.3666 -0.1499 0.8106 0.074 -0.050 0.119
1.72 -6.0 7.0 -47.9 -0.17 0.08 -1.34 0 0 0 0.0070 0.2000 0.7346 0.075 -0.054 0.142
1.75 -6.0 7.0 -47.9 -0.05 0.04 -1.19 0 0 0 0.1152 0.1302 0.6680 0.082 -0.049 0.160
1.78 -5.4 7.9 -47.0 -0.19 0.09 -1.19 0 0 0 0.1564 0.0912 0.7715 0.084 -0.042 0.188
1.81 -5.4 7.9 -47.0 -0.23 0.09 -1.16 0 0 0 0.2436 0.1120 0.6863 0.088 -0.035 0.208
1.85 -2.1 7.6 -45.5 -0.16 0.03 -1.13 0 0 0 0.3601 0.1378 0.5290 0.091 -0.024 0.224
1.88 -2.1 7.6 -45.5 -0.17 0.02 -1.03 0 0 0 0.4780 0.1183 0.5329 0.081 -0.005 0.242
