iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:39:13 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 9.8 4.2 -34.6 0.14 -0.54 -0.75 37.428012 -122.174242 34.6 -0.0576 0.0903 -0.0234 0.108 0.525 -2.969
0.06 10.3 4.1 -33.7 0.25 -0.54 -0.72 37.428012 -122.174242 34.6 -0.0336 -0.1735 -0.2199 0.124 0.533 -2.983
0.10 10.3 4.1 -33.7 0.36 -0.57 -0.63 37.428012 -122.174242 34.6 0.0056 0.0942 -0.1698 0.158 0.543 -3.006
0.13 10.4 3.1 -32.6 0.40 -0.60 -0.62 37.428012 -122.174242 34.6 0.0197 -0.4475 -0.0392 0.172 0.549 -3.017
0.16 10.4 3.1 -32.6 0.31 -0.36 -0.50 37.428012 -122.174242 34.6 -0.5154 -2.6225 -0.0423 0.128 0.541 -3.017
0.19 6.9 3.6 -33.1 0.32 -0.15 -0.41 37.428012 -122.174242 34.6 0.2429 -4.5396 -0.6429 -0.016 0.543 -3.032
0.22 6.9 3.6 -33.1 0.20 -0.25 -0.96 37.428012 -122.174242 34.6 0.4042 -3.0546 -0.4261 -0.133 0.545 -3.064
0.25 2.0 3.7 -33.7 0.15 -0.27 -0.92 37.428012 -122.174242 34.6 -0.1540 -2.1875 0.4573 -0.177 0.552 -3.062
0.28 2.0 3.7 -33.7 1.49 0.16 -1.05 37.428012 -122.174242 34.6 0.7423 -3.7464 -1.1788 -0.274 0.562 -3.068
0.31 -4.3 3.9 -33.3 1.25 0.39 -0.84 37.428012 -122.174242 34.6 -2.0961 2.4462 2.1283 -0.296 0.520 -3.075
0.35 -4.3 3.9 -33.3 0.96 0.53 -1.89 37.428012 -122.174242 34.6 -2.9233 4.7526 3.5678 -0.224 0.435 -2.999
0.38 -3.6 6.5 -33.3 0.92 0.72 -1.96 37.428012 -122.174242 34.6 -3.4892 2.1392 3.5086 -0.152 0.319 -2.912
0.41 -3.6 6.5 -33.3 -1.43 0.50 -2.00 37.428012 -122.174242 34.6 -2.3246 -3.6637 4.8650 -0.220 0.223 -2.812
0.44 -0.7 11.1 -32.6 -1.97 0.42 -2.00 37.428012 -122.174242 34.6 -0.1588 1.5771 6.2369 -0.314 0.104 -2.603
0.47 -0.7 11.1 -32.6 -1.97 0.51 -2.00 37.428012 -122.174242 34.6 3.9309 3.3044 5.2647 -0.222 0.129 -2.376
0.50 6.2 12.0 -32.5 -1.97 0.45 -2.00 37.428012 -122.174242 34.6 6.5156 3.9884 3.8586 -0.143 0.260 -2.226
0.53 6.2 12.0 -32.5 -1.97 0.45 -2.00 37.428012 -122.174242 34.6 7.1704 4.5679 1.8886 -0.057 0.445 -2.123
0.56 12.3 3.5 -32.6 -1.97 0.79 -1.06 37.428012 -122.174242 34.6 7.1859 3.2118 0.1108 0.039 0.645 -2.097
0.60 12.3 3.5 -32.6 -1.98 0.96 -0.44 37.428012 -122.174242 34.6 6.7493 1.3641 -1.9888 0.190 0.897 -2.196
0.63 18.3 -13.3 -26.3 -1.62 1.02 0.01 37.428012 -122.174242 34.6 5.8340 0.3232 -2.9597 0.388 1.044 -2.409
0.66 18.3 -13.3 -26.3 -1.05 1.05 0.13 37.428012 -122.174242 34.6 4.8100 -0.7584 -3.2714 0.663 1.126 -2.729
0.69 20.6 -20.6 -19.9 -0.51 1.08 0.40 37.428012 -122.174242 34.6 3.9936 -2.3742 -3.1739 1.039 1.141 3.073
0.72 20.6 -20.6 -19.9 -0.30 1.04 0.59 37.428012 -122.174242 34.6 2.7473 -3.7146 -2.6933 1.241 1.092 2.713
0.75 24.3 -24.4 -13.0 -0.20 1.04 0.65 37.428012 -122.174242 34.6 1.3478 -4.1705 -2.3685 1.264 1.044 2.560
0.78 24.3 -24.4 -13.0 -0.06 1.09 0.40 37.428012 -122.174242 34.6 0.0274 -4.3156 -2.2543 1.202 0.987 2.494
0.81 24.7 -23.3 -13.4 0.03 1.07 0.02 37.428012 -122.174242 34.6 -0.5911 -5.6789 -1.5074 1.041 0.919 2.467
0.85 24.7 -23.3 -13.4 0.24 1.15 -0.17 37.428012 -122.174242 34.6 -1.7215 -5.9300 -1.2962 0.869 0.870 2.470
0.88 21.4 -19.4 -21.6 0.73 1.32 -0.87 37.428012 -122.174242 34.6 -3.4713 -4.3147 -0.8273 0.694 0.794 2.520
0.91 21.4 -19.4 -21.6 1.34 1.27 -1.69 37.428012 -122.174242 34.6 -4.3537 -4.1064 0.0776 0.528 0.695 2.598
0.94 16.9 -15.3 -28.2 1.34 0.96 -1.96 37.428012 -122.174242 34.6 -4.2861 -3.5984 1.9556 0.302 0.566 2.725
0.97 16.9 -15.3 -28.2 1.26 0.68 -1.95 37.428012 -122.174242 34.6 -3.3496 -0.9837 3.4823 0.150 0.445 2.877
1.00 10.0 -6.1 -36.4 0.93 0.38 -1.96 37.428012 -122.174242 34.6 -2.6678 0.5926 4.4135 0.096 0.379 3.011
