iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:37:32 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 28.6 -2.2 -19.7 0.32 -0.42 -0.94 37.428012 -122.174242 34.6 -0.4183 -0.3765 0.0725 0.374 0.440 -2.244
0.06 28.3 -2.9 -18.7 0.42 -0.47 -0.88 37.428012 -122.174242 34.6 -0.3931 -0.2939 0.0336 0.357 0.427 -2.236
0.10 28.3 -2.9 -18.7 0.52 -0.47 -0.60 37.428012 -122.174242 34.6 -0.0913 0.0947 -0.2504 0.363 0.423 -2.241
0.13 28.0 -2.4 -18.2 0.42 -0.39 -0.53 37.428012 -122.174242 34.6 -0.5580 -0.3003 -0.5403 0.388 0.417 -2.265
0.16 28.0 -2.4 -18.2 0.30 -0.20 -1.20 37.428012 -122.174242 34.6 -1.6495 -0.8752 -1.0498 0.368 0.377 -2.273
0.19 28.2 -0.2 -19.3 0.18 -0.26 -0.31 37.428012 -122.174242 34.6 -2.1293 -0.6412 -1.2764 0.355 0.310 -2.287
0.22 28.2 -0.2 -19.3 0.26 -0.12 -0.94 37.428012 -122.174242 34.6 -2.0805 0.6986 -1.1080 0.358 0.253 -2.301
0.25 27.7 2.5 -20.2 0.54 -0.32 -0.97 37.428012 -122.174242 34.6 -1.3855 -2.1020 -1.4116 0.339 0.165 -2.302
0.28 27.7 2.5 -20.2 -0.26 0.17 -0.47 37.428012 -122.174242 34.6 -2.0151 -5.5695 -0.2245 0.222 0.117 -2.330
0.31 24.1 7.5 -22.1 -0.26 0.17 -0.47 37.428012 -122.174242 34.6 -3.3783 -6.2481 3.3680 0.045 0.041 -2.249
0.35 24.1 7.5 -22.1 -0.17 -0.01 -0.96 37.428012 -122.174242 34.6 -2.6254 -3.6948 1.3512 -0.094 -0.048 -2.185
0.38 19.3 10.1 -25.5 -0.09 0.35 -0.91 37.428012 -122.174242 34.6 1.0338 -1.2315 -0.9657 -0.185 -0.067 -2.214
0.41 19.3 10.1 -25.5 0.13 0.02 -1.05 37.428012 -122.174242 34.6 3.0436 -0.5247 2.7349 -0.214 -0.013 -2.177
0.44 14.3 9.9 -30.4 -0.11 -0.20 -0.69 37.428012 -122.174242 34.6 -2.0222 -4.3572 0.7212 -0.294 -0.013 -2.131
0.47 14.3 9.9 -30.4 -0.17 0.05 0.27 37.428012 -122.174242 34.6 -1.2957 -3.2110 2.2409 -0.409 -0.071 -2.089
0.50 10.9 10.1 -31.8 -0.22 0.25 0.31 37.428012 -122.174242 34.6 -4.3820 -2.0772 3.3698 -0.509 -0.215 -2.058
