iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:40:04 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 16.4 9.2 -30.5 0.40 -0.46 -0.68 37.428012 -122.174173 37.7 -0.2583 -0.7480 -0.1494 0.514 0.543 -2.879
0.06 17.7 9.4 -29.3 0.45 -0.45 -0.68 37.428012 -122.174173 37.7 -0.3740 0.4544 -0.3058 0.516 0.529 -2.883
0.10 17.7 9.4 -29.3 0.43 -0.52 -0.61 37.428012 -122.174173 37.7 -0.5876 0.7761 -0.6886 0.541 0.510 -2.890
0.13 18.0 10.0 -29.9 0.53 -0.50 -0.77 37.428012 -122.174173 37.7 -0.9098 0.1978 -1.5678 0.562 0.477 -2.909
0.16 18.0 10.0 -29.9 0.63 -0.35 -0.88 37.428012 -122.174173 37.7 -1.5626 -1.4546 -2.3641 0.560 0.414 -2.941
0.19 15.2 14.0 -31.0 0.33 -0.37 -0.73 37.428012 -122.174173 37.7 -0.8211 -1.9416 -1.1789 0.467 0.337 -2.990
0.22 15.2 14.0 -31.0 0.07 -0.19 -0.74 37.428012 -122.174173 37.7 -1.6559 -4.5560 -1.7991 0.385 0.286 -3.016
0.25 9.8 18.1 -30.7 0.09 -0.04 -0.93 37.428012 -122.174173 37.7 -2.9553 -4.0423 -0.4129 0.260 0.209 -3.028
0.28 9.8 18.1 -30.7 -0.09 0.06 -1.05 37.428012 -122.174173 37.7 -2.4563 -3.3383 0.8427 0.150 0.137 -2.996
0.31 2.4 23.2 -28.8 -0.10 -0.03 -1.36 37.428012 -122.174173 37.7 -1.1362 -0.0151 -0.0868 0.112 0.073 -2.981
0.35 2.4 23.2 -28.8 -0.19 -0.07 -1.47 37.428012 -122.174173 37.7 -0.1536 0.1396 -0.2700 0.122 0.062 -2.982
0.38 0.1 25.7 -28.3 -1.12 -0.02 -1.62 37.428012 -122.174173 37.7 0.4651 -0.4208 -0.3641 0.112 0.061 -2.992
0.41 0.1 25.7 -28.3 1.51 -1.86 -0.87 37.428012 -122.174173 37.7 2.0163 -2.2660 -1.4357 0.084 0.102 -3.017
0.44 -2.4 25.6 -29.4 -1.10 -0.68 -1.09 37.428012 -122.174173 37.7 2.5078 -2.7450 -1.7333 -0.040 0.188 -3.110
0.47 -2.4 25.6 -29.4 -1.14 -0.57 -0.62 37.428012 -122.174173 37.7 2.9844 -3.5511 -3.3470 -0.112 0.277 3.097
0.50 -10.5 18.3 -30.7 -0.95 -0.54 0.11 37.428012 -122.174173 37.7 3.2458 -4.5027 -4.3575 -0.196 0.381 2.999
0.53 -10.5 18.3 -30.7 -0.68 -0.14 -0.27 37.428012 -122.174173 37.7 2.2645 -4.6964 -5.1980 -0.279 0.493 2.874
0.56 -17.8 9.8 -29.1 -0.26 -0.08 -0.18 37.428012 -122.174173 37.7 0.6507 -7.1051 -4.5194 -0.422 0.597 2.704
0.60 -17.8 9.8 -29.1 0.13 0.53 -0.21 37.428012 -122.174173 37.7 -0.4565 -6.9334 -2.6375 -0.547 0.642 2.596
0.63 -28.7 -2.6 -18.8 0.37 0.60 -0.49 37.428012 -122.174173 37.7 -0.4166 -10.2068 -0.3955 -0.761 0.649 2.546
0.66 -28.7 -2.6 -18.8 0.37 0.68 -0.75 37.428012 -122.174173 37.7 0.0485 -11.7756 -0.2243 -1.068 0.653 2.546
0.69 -33.8 -5.4 -3.8 0.16 0.90 -0.97 37.428012 -122.174173 37.7 1.2954 -10.7750 2.7735 -1.650 0.572 2.567
0.72 -33.8 -5.4 -3.8 -0.10 1.62 -0.83 37.428012 -122.174173 37.7 3.5498 -8.4635 3.3856 -1.932 0.469 2.620
0.75 -30.2 2.0 23.6 -1.50 1.96 0.05 37.428012 -122.174173 37.7 7.1112 -8.5224 4.9984 -2.204 0.292 2.706
0.78 -30.2 2.0 23.6 -1.97 1.95 0.15 37.428012 -122.174173 37.7 9.4365 -5.1441 6.0026 -2.410 0.008 2.773
0.81 -20.1 16.4 31.6 -1.97 1.95 -0.11 37.428012 -122.174173 37.7 8.7778 -0.6741 5.3057 -2.477 -0.390 2.825
0.85 -20.1 16.4 31.6 -1.98 1.96 1.05 37.428012 -122.174173 37.7 9.2462 -3.0018 2.6690 -2.490 -0.653 2.902
0.88 -4.1 39.0 17.3 -1.98 1.96 1.04 37.428012 -122.174173 37.7 9.3695 -6.2264 -0.5077 -2.483 -0.877 3.107
0.91 -4.1 39.0 17.3 -1.98 1.96 1.04 37.428012 -122.174173 37.7 6.5880 -7.2539 -3.0694 -2.421 -1.011 -2.863
0.94 -2.4 44.4 -1.3 -1.98 1.96 1.34 37.428012 -122.174173 37.7 4.7970 -6.6149 -6.5150 -2.245 -1.016 -2.338
0.97 -2.4 44.4 -1.3 -1.99 1.96 1.98 37.428012 -122.174173 37.7 2.4557 -2.1702 -7.9440 -2.022 -0.850 -1.895
1.00 -19.2 38.4 -17.6 -1.98 1.96 1.30 37.428012 -122.174173 37.7 0.6148 -4.5984 -7.3029 -1.992 -0.674 -1.724
1.03 -19.2 38.4 -17.6 -1.98 1.96 1.30 37.428012 -122.174173 37.7 -1.8212 -8.4150 -7.6563 -2.136 -0.481 -1.631
1.06 -31.8 27.7 -11.8 -1.49 1.97 0.94 37.428012 -122.174173 37.7 -3.4176 -8.3306 -7.7384 -2.350 -0.262 -1.549
1.10 -31.8 27.7 -11.8 -1.00 1.98 0.48 37.428012 -122.174173 37.7 -3.5984 -5.1497 -4.9564 -2.575 -0.009 -1.455
1.13 -35.6 10.6 10.1 -0.93 1.98 0.35 37.428012 -122.174173 37.7 -3.3972 -4.7835 -4.1025 -2.713 0.134 -1.395
1.16 -35.6 10.6 10.1 -0.43 1.60 0.25 37.428012 -122.174173 37.7 -2.9712 -5.2552 -3.5324 -2.867 0.254 -1.324
1.19 -29.0 3.2 20.9 -0.20 1.20 0.41 37.428012 -122.174173 37.7 -2.2301 -6.0414 -1.8304 -3.106 0.361 -1.240
1.22 -29.0 3.2 20.9 -0.18 0.96 0.62 37.428012 -122.174173 37.7 -2.7721 -4.8421 -0.5758 2.951 0.447 -1.189
1.25 -20.5 -1.2 27.8 -0.12 0.96 0.47 37.428012 -122.174173 37.7 -3.2085 -3.7011 -0.0120 2.822 0.522 -1.156
1.28 -20.5 -1.2 27.8 -0.12 0.90 0.26 37.428012 -122.174173 37.7 -3.3474 -3.6823 0.7943 2.707 0.612 -1.130
1.31 -9.8 -7.1 32.9 -0.17 0.72 0.13 37.428012 -122.174173 37.7 -3.0420 -3.9042 1.3783 2.590 0.705 -1.114
1.35 -9.8 -7.1 32.9 -0.12 0.52 0.13 37.428012 -122.174173 37.7 -2.5796 -3.9451 1.4765 2.426 0.821 -1.091
1.38 -3.2 -11.7 34.2 0.03 0.35 0.14 37.428012 -122.174173 37.7 -2.4466 -3.6218 1.5719 2.300 0.899 -1.063
1.41 -3.2 -11.7 34.2 0.10 0.22 0.14 37.428012 -122.174173 37.7 -2.4331 -3.3026 2.0681 2.173 0.981 -1.026
1.44 4.8 -19.7 32.7 0.19 0.12 0.01 37.428012 -122.174173 37.7 -2.6041 -2.6076 2.3925 1.996 1.100 -0.946
