iPhone Sensor Log from Crossbow started at Nov 17, 2011 15:22:23 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -19.3 4.7 -43.1 0.08 -0.06 -0.98 37.425989 -122.151761 10.2 0.1991 -0.2653 0.2267 0.098 0.049 -0.163
0.07 -19.3 4.7 -43.1 0.06 -0.05 -1.03 37.425989 -122.151761 10.2 0.0975 -0.1621 0.0343 0.080 0.051 -0.156
0.10 -19.2 3.7 -41.8 0.08 -0.05 -0.99 37.425989 -122.151761 10.2 -0.0446 0.0314 0.0354 0.078 0.052 -0.156
0.13 -19.2 3.7 -41.8 0.09 -0.06 -0.95 37.425989 -122.151761 10.2 -0.2636 -0.0865 0.0531 0.078 0.049 -0.155
0.16 -19.9 3.2 -41.3 0.05 -0.05 -1.02 37.425989 -122.151761 10.2 -0.5666 -0.7214 -0.0349 0.061 0.032 -0.153
0.19 -19.9 3.2 -41.3 0.06 -0.01 -1.00 37.425989 -122.151761 10.2 -0.3542 -0.4091 -0.1071 0.046 0.020 -0.156
0.22 -19.7 3.9 -41.4 0.06 -0.03 -1.00 37.425989 -122.151761 10.2 -0.4023 -0.0995 -0.0383 0.039 0.008 -0.158
0.25 -19.7 3.9 -41.4 0.11 -0.06 -0.90 37.425989 -122.151761 9.1 -0.3969 -0.5010 -0.1373 0.035 -0.002 -0.159
0.28 -19.8 5.1 -41.1 0.16 0.00 -0.97 37.425989 -122.151761 9.1 -0.9068 -0.5063 -0.3378 0.022 -0.020 -0.167
0.32 -19.8 5.1 -41.1 0.25 -0.03 -1.04 37.425989 -122.151761 9.1 -1.5830 0.0520 -0.4997 0.011 -0.065 -0.183
0.35 -20.6 7.2 -39.7 0.27 0.04 -1.12 37.425989 -122.151761 9.1 -1.4627 -0.0023 -0.2211 0.013 -0.108 -0.192
0.38 -20.6 7.2 -39.7 0.26 -0.03 -1.11 37.425989 -122.151761 9.1 -0.7000 -0.3800 0.0444 0.005 -0.135 -0.193
0.41 -20.7 9.6 -39.7 0.34 0.07 -1.21 37.425989 -122.151761 9.1 -0.7440 0.2648 -0.0151 0.009 -0.169 -0.188
0.44 -20.7 9.6 -39.7 0.39 0.06 -1.33 37.425989 -122.151761 9.1 -0.6679 -0.3431 0.4267 0.004 -0.185 -0.183
0.47 -22.3 13.4 -39.5 0.29 0.12 -1.75 37.425989 -122.151761 9.1 -1.0200 -0.1168 0.8099 0.000 -0.210 -0.164
0.50 -22.3 13.4 -39.5 0.29 0.23 -1.88 37.425989 -122.151761 9.1 0.0401 -0.7125 1.6001 -0.005 -0.228 -0.121
0.53 -23.4 15.3 -38.7 0.15 0.31 -1.90 37.425989 -122.151761 9.1 0.2175 -0.2945 1.8586 -0.008 -0.223 -0.073
0.57 -23.4 15.3 -38.7 0.04 0.36 -1.79 37.425989 -122.151761 9.1 0.6607 -0.0909 1.7507 -0.000 -0.210 -0.008
0.60 -22.7 17.6 -38.5 -0.10 0.45 -1.58 37.425989 -122.151761 9.1 0.9641 0.4054 1.8765 0.019 -0.179 0.056
0.63 -22.7 17.6 -38.5 -0.22 0.47 -1.46 37.425989 -122.151761 9.1 0.7550 0.8704 1.9006 0.044 -0.155 0.106
0.66 -20.1 19.3 -39.0 -0.21 0.45 -1.31 37.425989 -122.151761 9.1 0.5798 0.7766 1.7104 0.085 -0.133 0.168
0.69 -20.1 19.3 -39.0 -0.35 0.43 -1.28 37.425989 -122.151761 9.1 0.7551 0.2507 1.8208 0.103 -0.110 0.212
0.72 -17.6 19.8 -40.4 -0.49 0.38 -1.33 37.425989 -122.151761 9.1 0.7545 0.0975 1.8073 0.110 -0.085 0.260
0.75 -17.6 19.8 -40.4 -0.38 0.45 -1.07 37.425989 -122.151761 9.1 1.1498 -0.1596 1.0953 0.118 -0.050 0.305
0.79 -14.8 18.9 -42.1 -0.43 0.42 -1.15 37.425989 -122.151761 9.1 1.8684 -1.0801 0.8410 0.090 0.015 0.330
0.82 -14.8 18.9 -42.1 -0.59 0.35 -1.22 37.425989 -122.151761 9.1 1.5366 -0.9572 0.6634 0.063 0.059 0.347
0.85 -14.7 17.3 -42.7 -0.40 0.36 -0.80 37.425989 -122.151761 9.1 3.0122 -2.0551 -0.3287 0.010 0.138 0.350
0.88 -14.7 17.3 -42.7 -0.47 0.23 -0.61 37.425989 -122.151761 9.1 3.0178 -1.9508 -1.0089 -0.043 0.222 0.328
0.91 -18.8 10.6 -42.9 -0.47 0.15 -0.61 37.425989 -122.151761 9.1 2.0713 -1.2934 -0.7684 -0.080 0.289 0.310
0.94 -18.8 10.6 -42.9 -0.47 0.15 -0.61 37.425989 -122.151761 9.1 1.4602 -1.3491 -1.1016 -0.122 0.362 0.272
0.97 -23.2 4.3 -42.5 -0.40 0.06 -0.40 37.425989 -122.151761 9.1 1.5325 -1.4753 -1.4260 -0.148 0.406 0.241
1.00 -23.2 4.3 -42.5 -0.39 0.02 -0.20 37.425989 -122.151761 9.1 1.4331 -1.3519 -1.5853 -0.170 0.452 0.204
1.04 -26.9 -1.6 -42.0 -0.29 -0.03 -0.09 37.425989 -122.151761 9.1 0.9173 -1.1344 -2.0338 -0.188 0.504 0.140
1.07 -26.9 -1.6 -42.0 -0.17 -0.12 -0.10 37.425989 -122.151761 9.1 0.6474 -1.0684 -2.3756 -0.182 0.533 0.076
1.10 -30.3 -10.3 -39.2 -0.10 -0.17 -0.05 37.425989 -122.151761 9.1 0.2797 -1.7010 -2.1604 -0.190 0.575 -0.037
1.13 -30.3 -10.3 -39.2 -0.10 -0.19 -0.11 37.425989 -122.151761 9.1 -0.4045 -1.0319 -2.2193 -0.189 0.582 -0.106
1.16 -31.5 -15.1 -36.9 -0.09 -0.21 -0.29 37.425989 -122.151761 9.1 -0.5710 -1.0641 -2.2156 -0.174 0.579 -0.179
1.19 -31.5 -15.1 -36.9 -0.01 -0.13 -0.34 37.425989 -122.151761 9.1 -0.2518 -1.6500 -2.0722 -0.174 0.577 -0.273
1.22 -32.2 -19.2 -35.3 0.01 -0.16 -0.33 37.425989 -122.151761 6.5 -0.2762 -1.5011 -1.7400 -0.184 0.581 -0.333
1.25 -32.2 -19.2 -35.3 0.03 -0.17 -0.51 37.425989 -122.151761 6.5 -0.9906 -0.5555 -2.0276 -0.175 0.571 -0.396
1.28 -32.6 -22.5 -33.3 0.29 -0.17 -0.62 37.425989 -122.151761 6.5 -0.4055 -2.7940 -1.8489 -0.183 0.551 -0.507
1.32 -32.6 -22.5 -33.3 0.29 -0.02 -0.42 37.425989 -122.151761 6.5 -0.2998 -1.8379 -1.5265 -0.222 0.554 -0.560
1.35 -33.0 -24.6 -30.1 0.19 -0.17 -0.55 37.425989 -122.151761 6.5 -1.4149 -0.5512 -0.9961 -0.223 0.537 -0.605
1.38 -33.0 -24.6 -30.1 0.16 -0.23 -0.93 37.425989 -122.151761 6.5 -1.7885 -1.3321 -0.6483 -0.233 0.478 -0.649
1.41 -32.5 -24.6 -29.1 0.35 -0.13 -0.85 37.425989 -122.151761 6.5 -0.9103 -0.7214 -0.8253 -0.248 0.449 -0.681
1.44 -32.5 -24.6 -29.1 0.30 -0.06 -0.70 37.425989 -122.151761 6.5 -0.7322 0.0238 -0.4267 -0.239 0.431 -0.713
