iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:04:21 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -1.2 -26.8 -37.1 0.17 -0.14 -1.01 37.425951 -122.151836 0.0 -0.1024 0.2316 -0.0826 0.102 0.116 -2.873
0.07 -1.2 -26.8 -37.1 0.18 -0.18 -0.91 37.425951 -122.151836 0.0 0.1216 0.1628 0.0247 0.116 0.121 -2.875
0.10 -0.7 -26.9 -36.3 0.12 -0.14 -0.99 37.425951 -122.151836 0.0 -0.3306 -0.3222 -0.0876 0.113 0.120 -2.874
0.13 -0.7 -26.9 -36.3 0.34 -0.07 -1.05 37.425951 -122.151836 0.0 -0.8828 0.0419 -0.5523 0.109 0.101 -2.881
0.16 -0.0 -25.7 -37.9 0.49 -0.11 -1.12 37.425951 -122.151836 0.0 -0.8955 0.0934 -0.4037 0.121 0.065 -2.895
0.19 -0.0 -25.7 -37.9 0.44 0.01 -1.27 37.425951 -122.151836 0.0 -1.3188 -0.3732 -0.2278 0.113 0.024 -2.900
0.23 0.5 -23.1 -40.1 0.55 -0.04 -1.57 37.425951 -122.151836 0.0 -1.1179 -0.4124 -0.0457 0.100 -0.007 -2.900
0.26 0.5 -23.1 -40.1 0.55 -0.04 -1.57 37.425951 -122.151836 0.0 -0.9372 -0.3878 0.7065 0.095 -0.049 -2.880
0.29 0.0 -21.5 -40.8 0.37 -0.02 -1.67 37.425951 -122.151836 0.0 0.1539 -0.5351 1.0999 0.081 -0.052 -2.854
0.32 0.0 -21.5 -40.8 0.34 -0.11 -1.99 37.425951 -122.151836 0.0 -0.0862 0.1542 1.5252 0.085 -0.048 -2.818
0.35 -3.4 -20.4 -41.4 0.34 -0.11 -1.99 37.425951 -122.151836 0.0 -0.8975 -0.1488 1.4497 0.085 -0.062 -2.779
0.38 -3.4 -20.4 -41.4 0.10 -0.12 -1.99 37.425951 -122.151836 0.0 1.2997 -1.2632 2.2245 0.059 -0.043 -2.697
0.41 -7.3 -20.1 -40.8 -0.23 0.08 -2.00 37.425951 -122.151836 0.0 1.6380 -1.2511 1.7678 0.025 0.001 -2.644
0.44 -7.3 -20.1 -40.8 -0.35 0.21 -2.00 37.425951 -122.151836 0.0 1.2785 0.4612 1.3747 0.013 0.049 -2.594
0.47 -10.1 -21.0 -39.6 -0.55 0.42 -1.84 37.425951 -122.151836 0.0 2.2947 0.2675 1.2986 0.022 0.098 -2.559
0.51 -10.1 -21.0 -39.6 -0.74 0.49 -1.41 37.425951 -122.151836 0.0 2.7008 0.0623 0.8765 0.019 0.191 -2.521
0.54 -12.1 -24.3 -38.2 -0.77 0.55 -1.04 37.425951 -122.151836 0.0 2.4888 0.9935 0.5646 0.037 0.287 -2.500
0.57 -12.1 -24.3 -38.2 -0.88 0.42 -0.80 37.425951 -122.151836 0.0 2.8156 -0.2150 0.5683 0.043 0.355 -2.485
0.60 -12.4 -31.9 -33.5 -0.80 0.33 -0.44 37.425951 -122.151836 0.0 3.0298 -1.0736 -0.1790 0.020 0.435 -2.482
0.63 -12.4 -31.9 -33.5 -0.58 0.27 -0.25 37.425951 -122.151836 0.0 2.5128 -1.6271 -0.8836 -0.022 0.534 -2.508
0.66 -13.2 -36.6 -28.2 -0.54 0.13 -0.16 37.425951 -122.151836 0.0 1.8447 -1.6757 -1.0239 -0.050 0.591 -2.536
0.69 -13.2 -36.6 -28.2 -0.50 0.07 -0.08 37.425951 -122.151836 0.0 1.6056 -2.0663 -1.5187 -0.086 0.652 -2.587
0.72 -14.0 -42.0 -20.3 -0.40 0.04 0.04 37.425951 -122.151836 0.0 1.2983 -2.3722 -2.1062 -0.119 0.711 -2.662
0.76 -14.0 -42.0 -20.3 -0.10 0.02 0.09 37.425951 -122.151836 0.0 0.8661 -2.2696 -2.3465 -0.130 0.746 -2.738
0.79 -11.5 -44.4 -16.7 -0.04 -0.03 0.23 37.425951 -122.151836 0.0 0.7207 -2.3200 -2.1999 -0.137 0.774 -2.816
0.82 -11.5 -44.4 -16.7 0.07 -0.09 0.14 37.425951 -122.151836 0.0 -0.2372 -1.9832 -2.4805 -0.136 0.795 -2.925
0.85 -5.1 -45.2 -14.1 0.09 -0.10 0.11 37.425951 -122.151836 0.0 -0.2593 -2.6580 -2.3160 -0.130 0.796 -3.018
0.88 -5.1 -45.2 -14.1 0.30 -0.10 -0.06 37.425951 -122.151836 0.0 -0.5227 -3.8536 -1.8708 -0.185 0.791 3.133
0.91 -1.4 -45.0 -14.0 0.48 -0.08 -0.06 37.425951 -122.151836 0.0 -0.5031 -3.0108 -1.8115 -0.231 0.790 3.066
0.94 -1.4 -45.0 -14.0 0.57 -0.13 -0.45 37.425951 -122.151836 0.0 -1.5187 -1.5117 -1.5245 -0.235 0.773 2.995
0.97 1.1 -44.9 -15.9 0.62 -0.04 -0.48 37.425951 -122.151836 0.0 -1.5762 -2.8848 -0.4845 -0.264 0.719 2.930
1.01 1.1 -44.9 -15.9 0.82 -0.02 -0.55 37.425951 -122.151836 0.0 -0.8283 -2.4430 -0.2322 -0.329 0.694 2.911
1.04 0.9 -43.6 -18.8 0.73 0.08 -1.05 37.425951 -122.151836 0.0 -2.5944 0.2559 -0.1041 -0.326 0.639 2.870
1.07 0.9 -43.6 -18.8 0.72 0.03 -1.27 37.425951 -122.151836 0.0 -2.5526 -0.1976 0.7573 -0.313 0.543 2.853
1.10 0.3 -40.1 -24.3 0.74 0.07 -1.32 37.425951 -122.151836 0.0 -2.0281 0.1770 0.8430 -0.316 0.480 2.857
1.13 0.3 -40.1 -24.3 0.56 0.17 -1.63 37.425951 -122.151836 0.0 -2.0725 0.9951 1.0696 -0.302 0.421 2.866
1.16 -0.1 -36.2 -28.7 0.54 0.05 -1.70 37.425951 -122.151836 0.0 -2.1624 1.4111 1.3135 -0.264 0.335 2.888
1.19 -0.1 -36.2 -28.7 0.41 0.25 -1.80 37.425951 -122.151836 0.0 -1.4204 1.0010 1.4013 -0.240 0.280 2.914
1.23 -0.7 -32.7 -32.0 0.30 0.13 -1.94 37.425951 -122.151836 0.0 -1.1553 1.1408 1.5386 -0.221 0.241 2.946
1.26 -0.7 -32.7 -32.0 0.10 0.22 -1.95 37.425951 -122.151836 0.0 -1.6209 1.5149 1.9860 -0.169 0.158 3.012
1.29 -1.8 -28.9 -35.6 -0.33 0.06 -2.00 37.425951 -122.151836 0.0 -1.0593 1.2234 2.1066 -0.131 0.104 3.077
1.32 -1.8 -28.9 -35.6 -0.33 0.06 -2.00 37.425943 -122.151823 1.7 -1.1163 1.3806 2.1213 -0.101 0.067 3.133
1.35 -1.8 -26.7 -37.1 -0.65 -0.03 -2.00 37.425943 -122.151823 1.7 -0.0470 1.7483 1.3680 -0.062 0.051 -3.108
1.38 -1.8 -26.7 -37.1 -0.65 -0.03 -2.00 37.425943 -122.151823 1.7 0.0083 1.6168 1.8187 -0.003 0.050 -3.054
1.41 -0.8 -24.8 -38.4 -0.94 -0.12 -1.74 37.425943 -122.151823 1.7 0.7250 0.6809 1.0712 0.037 0.064 -3.001
1.44 -0.8 -24.8 -38.4 -0.83 -0.21 -1.46 37.425943 -122.151823 1.7 0.7822 0.1670 1.0044 0.041 0.085 -2.975
1.48 -0.8 -25.2 -38.7 -0.79 -0.16 -1.10 37.425943 -122.151823 1.7 0.7425 0.5750 0.6183 0.050 0.107 -2.955
1.51 -0.8 -25.2 -38.7 -0.43 -0.21 -1.20 37.425943 -122.151823 1.7 0.4816 -0.1603 0.2461 0.060 0.124 -2.942
1.54 -1.7 -27.4 -37.4 -0.37 -0.15 -0.88 37.425943 -122.151823 1.7 1.4446 -0.9396 0.8945 0.022 0.155 -2.925
1.57 -1.7 -27.4 -37.4 -0.36 -0.16 -0.85 37.425943 -122.151823 1.7 -0.3154 1.1596 0.5878 0.026 0.184 -2.886
1.60 -2.1 -28.2 -37.6 -0.35 -0.22 -1.00 37.425943 -122.151823 1.7 -0.3305 0.0588 0.5377 0.034 0.173 -2.871
1.63 -2.1 -28.2 -37.6 -0.18 -0.22 -1.00 37.425943 -122.151823 1.7 0.2313 -0.6550 0.3429 0.012 0.175 -2.858
1.66 -3.5 -30.3 -35.9 -0.21 -0.17 -0.91 37.425943 -122.151823 1.7 0.0392 0.7328 0.3719 -0.001 0.186 -2.841
1.69 -3.5 -30.3 -35.9 -0.21 -0.26 -0.93 37.425943 -122.151823 1.7 -0.1930 0.5284 0.1604 0.016 0.183 -2.833
1.72 -3.5 -30.3 -35.9 -0.10 -0.20 -0.95 37.425943 -122.151823 1.7 -0.0968 -0.7426 0.0034 -0.005 0.183 -2.829
1.76 -3.5 -30.3 -35.9 -0.07 -0.17 -1.05 37.425943 -122.151823 1.7 0.1581 0.4344 -0.0640 -0.024 0.181 -2.829
1.79 -3.5 -30.3 -35.9 -0.10 -0.18 -0.93 37.425943 -122.151823 1.7 0.3438 0.9660 0.1082 -0.005 0.191 -2.828
1.82 -3.5 -30.3 -35.9 -0.04 -0.21 -1.07 37.425943 -122.151823 1.7 -0.1806 0.0452 0.1721 0.005 0.192 -2.821
