iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:39:03 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 2.4 17.2 -37.1 0.12 -0.30 -0.78 37.428012 -122.174173 37.7 -0.0524 0.2910 0.1110 0.076 0.326 -2.944
0.06 2.4 17.2 -37.1 0.17 -0.29 -0.80 37.428012 -122.174173 37.7 -0.3459 -0.1026 0.1190 0.079 0.322 -2.940
0.10 2.4 18.7 -35.1 0.07 -0.21 -0.73 37.428012 -122.174173 37.7 -0.8103 -0.3949 -0.1824 0.069 0.304 -2.940
0.13 2.4 18.7 -35.1 0.03 -0.16 -0.71 37.428012 -122.174173 37.7 -1.1399 -0.8975 -0.3959 0.053 0.276 -2.947
0.16 1.5 20.2 -34.2 -0.18 -0.13 -1.17 37.428012 -122.174173 37.7 -2.4970 -2.9949 -0.7967 -0.012 0.204 -2.973
0.19 1.5 20.2 -34.2 -0.25 -0.00 -0.80 37.428012 -122.174173 37.7 -1.1223 -3.8947 -0.3895 -0.151 0.138 -3.000
0.22 -3.7 24.0 -32.5 -0.20 -0.10 -0.80 37.428012 -122.174173 37.7 -1.2891 -2.2291 0.0070 -0.227 0.107 -3.010
0.25 -3.7 24.0 -32.5 -0.42 0.00 -0.89 37.428012 -122.174173 37.7 -1.3823 -3.5489 -0.0979 -0.307 0.074 -3.021
0.28 -9.6 26.9 -29.3 -0.35 0.14 -0.91 37.428012 -122.174173 37.7 -2.1170 -2.8182 0.4751 -0.403 0.022 -3.035
0.32 -9.6 26.9 -29.3 -0.59 0.06 -0.73 37.428012 -122.174173 37.7 -0.2786 -1.5902 0.6599 -0.488 -0.029 -3.028
0.35 -15.7 32.2 -24.4 0.19 -0.31 -0.63 37.428012 -122.174173 37.7 -0.5263 -3.4852 0.4923 -0.555 -0.043 -3.020
