iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:39:20 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 11.3 15.8 -32.7 0.35 -0.36 -0.79 37.428012 -122.174173 37.7 -0.2144 -0.2141 -0.1959 0.308 0.382 -2.821
0.06 11.4 15.4 -31.7 0.51 -0.32 -0.82 37.428012 -122.174173 37.7 -0.3871 0.2396 -0.0957 0.320 0.370 -2.827
0.10 11.4 15.4 -31.7 0.37 -0.40 -0.91 37.428012 -122.174173 37.7 -0.6972 0.3330 0.0642 0.337 0.353 -2.820
0.13 11.9 16.2 -31.1 0.32 -0.37 -0.64 37.428012 -122.174173 37.7 -0.6267 -0.0350 -1.0894 0.343 0.332 -2.829
0.16 11.9 16.2 -31.1 0.63 -0.18 -1.23 37.428012 -122.174173 37.7 -1.8559 -0.4238 -1.9099 0.347 0.284 -2.862
0.19 11.3 19.2 -29.9 0.33 -0.24 -0.97 37.428012 -122.174173 37.7 -1.8117 -3.4281 -0.5734 0.293 0.214 -2.876
0.22 11.3 19.2 -29.9 -0.05 -0.32 -0.65 37.428012 -122.174173 37.7 -1.6066 -4.8815 -0.1969 0.118 0.175 -2.876
0.25 8.4 22.4 -30.0 -0.25 -0.05 -0.99 37.428012 -122.174173 37.7 -2.5623 -3.8337 0.2982 -0.017 0.112 -2.871
0.28 8.4 22.4 -30.0 0.04 -0.13 -1.32 37.428012 -122.174173 37.7 -1.7239 -0.8721 0.5286 -0.069 0.050 -2.860
0.32 1.7 27.4 -28.1 -0.11 -0.14 -1.31 37.428012 -122.174173 37.7 0.1357 -0.0995 1.2960 -0.088 0.030 -2.835
0.35 1.7 27.4 -28.1 -0.18 -0.32 -1.49 37.428012 -122.174173 37.7 0.0838 -1.0207 0.6138 -0.084 0.044 -2.798
0.38 -1.0 29.0 -27.0 -0.29 -0.52 -1.88 37.428012 -122.174173 37.7 0.5513 -1.8187 0.3576 -0.132 0.051 -2.785
