iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:03:13 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 1.6 -21.5 -40.5 0.08 -0.01 -0.98 37.426034 -122.151854 0.0 0.1379 -0.1073 0.0977 0.098 -0.004 1.313
0.07 2.3 -22.0 -39.6 0.10 0.01 -1.00 37.426034 -122.151854 0.0 0.0812 -0.2178 -0.0291 0.089 0.001 1.315
0.10 2.3 -22.0 -39.6 0.11 0.00 -0.96 37.426034 -122.151854 0.0 -0.0379 0.2144 -0.0070 0.090 0.000 1.315
0.13 2.4 -22.3 -40.0 0.11 -0.00 -0.96 37.426034 -122.151854 0.0 -0.3285 0.1017 -0.0849 0.098 -0.002 1.315
0.16 2.4 -22.3 -40.0 0.03 0.05 -1.06 37.426034 -122.151854 0.0 -0.8196 -0.6765 -0.4074 0.077 -0.035 1.307
0.19 1.5 -20.9 -41.2 0.11 0.10 -1.08 37.426034 -122.151854 0.0 -0.4980 -0.1680 -0.3634 0.066 -0.054 1.297
0.22 1.5 -20.9 -41.2 0.05 0.01 -0.99 37.426034 -122.151854 0.0 0.1014 -0.3085 0.1034 0.058 -0.052 1.297
0.26 -1.0 -20.3 -41.4 0.09 0.06 -0.95 37.426034 -122.151854 0.0 -0.2122 -0.3859 -0.2818 0.049 -0.055 1.296
0.29 -1.0 -20.3 -41.4 0.13 0.12 -1.09 37.426034 -122.151854 0.0 -0.7283 -0.1896 -0.6292 0.042 -0.069 1.283
0.32 -1.6 -20.4 -41.8 0.11 0.10 -1.03 37.425887 -122.151686 0.0 -0.1634 -0.2272 0.0056 0.033 -0.094 1.269
0.35 -1.6 -20.4 -41.8 0.08 0.08 -0.93 37.425887 -122.151686 0.0 -0.0552 -0.4419 0.1392 0.028 -0.094 1.274
0.38 -1.0 -19.4 -42.3 0.19 0.12 -1.08 37.425887 -122.151686 0.0 -0.6755 -0.1221 -0.3614 0.022 -0.104 1.271
0.41 -1.0 -19.4 -42.3 0.29 0.12 -1.14 37.425887 -122.151686 0.0 -0.6570 -0.1200 -0.1747 0.024 -0.135 1.260
0.44 -1.3 -17.5 -43.4 0.46 0.15 -1.17 37.425887 -122.151686 0.0 -0.2131 -0.0923 0.3573 0.019 -0.144 1.265
0.48 -1.3 -17.5 -43.4 0.69 0.19 -1.31 37.425887 -122.151686 0.0 -0.7493 0.3724 0.0161 0.024 -0.156 1.270
0.51 -1.7 -15.5 -43.3 0.47 0.37 -1.62 37.425887 -122.151686 0.0 -1.1133 -0.1890 1.1723 0.044 -0.202 1.293
0.54 -1.7 -15.5 -43.3 0.44 0.46 -1.63 37.425887 -122.151686 0.0 -0.7441 -0.7459 1.7150 0.040 -0.226 1.337
0.57 -2.3 -14.7 -43.1 0.21 0.53 -1.61 37.425887 -122.151686 0.0 -0.2462 -0.8007 2.3384 0.025 -0.237 1.413
0.60 -2.3 -14.7 -43.1 -0.19 0.47 -1.75 37.425887 -122.151686 0.0 -0.7837 -0.4356 2.7899 0.029 -0.249 1.485
0.63 -5.2 -11.7 -43.7 -0.53 0.45 -1.79 37.425887 -122.151686 0.0 -0.6035 -0.5711 3.1695 0.034 -0.265 1.569
0.66 -5.2 -11.7 -43.7 -0.50 0.49 -1.67 37.425887 -122.151686 0.0 0.0860 0.2636 2.2337 0.067 -0.274 1.701
0.69 -7.8 -8.5 -44.4 -0.49 0.46 -1.52 37.425887 -122.151686 0.0 0.8230 -0.1968 1.7213 0.081 -0.260 1.752
0.72 -7.8 -8.5 -44.4 -0.56 0.60 -1.44 37.425887 -122.151686 0.0 1.2783 -0.7125 1.6100 0.080 -0.226 1.795
0.76 -9.7 -7.8 -45.2 -0.62 0.54 -1.47 37.425887 -122.151686 0.0 1.2551 -0.2782 1.2700 0.070 -0.178 1.843
0.79 -9.7 -7.8 -45.2 -0.65 0.59 -1.46 37.425887 -122.151686 0.0 1.5505 -0.2277 1.0738 0.070 -0.139 1.872
0.82 -11.5 -9.5 -44.6 -0.59 0.69 -1.07 37.425887 -122.151686 0.0 2.5992 -0.8397 0.3540 0.055 -0.082 1.888
0.85 -11.5 -9.5 -44.6 -0.39 0.59 -0.61 37.425887 -122.151686 0.0 2.9411 -0.5315 -0.4025 0.030 0.020 1.879
