iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:38:25 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -2.1 26.4 -36.3 0.14 -0.20 -0.97 37.428012 -122.174173 37.7 -0.3047 -0.2166 0.4090 0.063 0.166 -3.016
0.06 -1.0 25.9 -36.1 0.26 -0.16 -0.94 37.428012 -122.174173 37.7 0.1063 0.1394 0.2598 0.071 0.171 -3.007
0.10 -1.0 25.9 -36.1 0.30 -0.16 -0.76 37.428012 -122.174173 37.7 -0.0854 0.4259 0.3754 0.086 0.172 -2.999
0.13 0.6 26.8 -35.2 0.20 -0.04 -1.11 37.428012 -122.174173 37.7 -0.5679 -0.4188 0.7004 0.084 0.163 -2.982
0.16 0.6 26.8 -35.2 0.07 0.05 -1.17 37.428012 -122.174173 37.7 -1.0837 -1.3366 0.7737 0.052 0.138 -2.959
0.19 0.8 27.9 -34.2 0.07 0.05 -1.17 37.428012 -122.174173 37.7 -1.7352 -1.0984 1.2454 0.006 0.096 -2.924
0.22 0.8 27.9 -34.2 0.02 -0.00 -1.08 37.428012 -122.174173 37.7 -4.5697 -3.4035 3.3645 -0.073 -0.034 -2.837
0.25 0.5 32.6 -31.4 -0.20 0.02 -0.92 37.428012 -122.174173 37.7 -2.9560 -1.9864 3.0268 -0.165 -0.163 -2.759
0.28 0.5 32.6 -31.4 -0.22 0.36 -0.90 37.428012 -122.174173 37.7 -0.4076 2.6003 2.6567 -0.133 -0.212 -2.687
0.32 2.5 36.3 -28.6 -0.20 0.56 -1.04 37.428012 -122.174173 37.7 1.2238 1.9436 1.7004 -0.004 -0.196 -2.602
0.35 2.5 36.3 -28.6 0.23 0.28 -0.92 37.428012 -122.174173 37.7 1.8738 0.8621 2.0525 0.047 -0.147 -2.551
0.38 9.1 36.3 -25.3 0.04 0.14 -1.07 37.428012 -122.174173 37.7 -0.3232 -2.9635 0.3562 -0.006 -0.140 -2.533
0.41 9.1 36.3 -25.3 0.22 0.09 -0.86 37.428012 -122.174173 37.7 0.0834 0.0916 0.3933 -0.031 -0.142 -2.526
