iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:39:33 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 5.7 18.1 -35.7 0.23 -0.35 -0.84 37.428012 -122.174173 37.7 -0.2114 -0.1554 0.1207 0.225 0.332 -2.966
0.06 5.7 18.1 -35.7 0.30 -0.32 -0.64 37.428012 -122.174173 37.7 -0.1257 0.4659 0.0210 0.234 0.332 -2.963
0.10 7.2 18.7 -34.9 0.30 -0.32 -0.64 37.428012 -122.174173 37.7 -0.7767 -0.1078 0.3104 0.237 0.321 -2.956
0.13 7.2 18.7 -34.9 0.21 -0.27 -0.96 37.428012 -122.174173 37.7 -1.4571 -1.4079 -0.0055 0.210 0.287 -2.941
0.16 6.6 19.8 -34.2 -0.02 -0.34 -1.07 37.428012 -122.174173 37.7 -1.3242 -3.6510 0.0684 0.132 0.248 -2.935
0.19 6.6 19.8 -34.2 -0.37 -0.12 -0.64 37.428012 -122.174173 37.7 -1.9944 -3.4866 -0.4917 -0.029 0.187 -2.931
0.22 0.0 24.4 -32.5 -0.29 -0.03 -0.90 37.428012 -122.174173 37.7 -1.5048 -2.5501 -1.0021 -0.098 0.140 -2.962
0.25 0.0 24.4 -32.5 -0.38 -0.02 -0.89 37.428012 -122.174173 37.7 -0.6225 -0.4794 -0.0064 -0.138 0.114 -2.977
0.28 -3.9 27.2 -31.5 -0.05 -0.03 -0.95 37.428012 -122.174173 37.7 0.4950 -0.3996 0.5241 -0.140 0.112 -2.966
0.31 -3.9 27.2 -31.5 -0.21 -0.12 -0.76 37.428012 -122.174173 37.7 -1.0956 -1.8068 -0.4815 -0.202 0.119 -2.969
0.35 -6.5 28.3 -30.5 -0.07 -0.12 -0.61 37.428012 -122.174173 37.7 -0.9583 -1.6190 0.3050 -0.240 0.091 -2.981
0.38 -6.5 28.3 -30.5 0.04 -0.02 -0.69 37.428012 -122.174173 37.7 -1.4198 -3.3863 0.5168 -0.310 0.062 -2.971
0.41 -9.4 29.3 -28.3 0.43 0.21 -0.61 37.428012 -122.174173 37.7 -1.7140 -3.9967 1.1383 -0.470 -0.012 -2.966
0.44 -9.4 29.3 -28.3 0.19 0.61 -0.85 37.428012 -122.174173 37.7 -1.7915 -3.6518 3.1263 -0.571 -0.085 -2.938
0.47 -13.4 35.8 -22.2 -0.58 0.61 -0.89 37.428012 -122.174173 37.7 -1.3377 -5.0262 4.7187 -0.683 -0.189 -2.869
0.50 -13.4 35.8 -22.2 -1.10 0.41 -1.29 37.428012 -122.174173 37.7 -1.6307 -4.4617 5.5443 -0.795 -0.317 -2.787
0.53 -10.6 42.1 -17.3 -1.90 0.76 -1.60 37.428012 -122.174173 37.7 -1.6976 -5.2518 6.3052 -0.933 -0.532 -2.682
0.56 -10.6 42.1 -17.3 -1.96 0.97 -1.79 37.428012 -122.174173 37.7 0.2785 -3.6854 2.9843 -1.045 -0.691 -2.587
0.60 -3.5 46.0 -13.6 -1.96 1.08 -1.67 37.428012 -122.174173 37.7 1.9468 -3.4007 1.2108 -1.096 -0.718 -2.517
0.63 -3.5 46.0 -13.6 -1.96 1.36 -1.24 37.428012 -122.174173 37.7 3.4496 -2.5985 0.2586 -1.108 -0.699 -2.410
0.66 1.5 44.9 -16.0 -1.96 1.58 -0.91 37.428012 -122.174173 37.7 4.1471 -1.5204 -1.0206 -1.091 -0.639 -2.294
0.69 1.5 44.9 -16.0 -1.96 1.66 -0.75 37.428012 -122.174173 37.7 4.5707 -1.0840 -2.3431 -1.063 -0.499 -2.160
0.72 -2.0 40.8 -21.6 -1.96 1.71 -0.62 37.428012 -122.174173 37.7 4.4143 -1.4021 -3.1972 -1.063 -0.369 -2.081
0.75 -2.0 40.8 -21.6 -1.56 1.69 -0.51 37.428012 -122.174173 37.7 3.9221 -1.7799 -4.1691 -1.093 -0.222 -2.027
0.78 -11.9 30.1 -26.4 -1.16 1.43 -0.40 37.428012 -122.174173 37.7 3.7987 -1.2238 -4.7945 -1.143 -0.009 -1.974
0.81 -11.9 30.1 -26.4 -1.03 1.20 -0.17 37.428012 -122.174173 37.7 3.8398 -1.6102 -4.7597 -1.200 0.212 -1.910
0.85 -18.3 20.2 -24.8 -0.83 0.86 -0.10 37.428012 -122.174173 37.7 3.3148 -2.1045 -4.8198 -1.268 0.370 -1.859
0.88 -18.3 20.2 -24.8 -0.69 0.73 -0.10 37.428012 -122.174173 37.7 2.5489 -2.7138 -4.8604 -1.358 0.521 -1.812
0.91 -24.4 4.2 -19.0 -0.51 0.47 -0.07 37.428012 -122.174173 37.7 1.8198 -2.8847 -4.8496 -1.461 0.661 -1.768
0.94 -24.4 4.2 -19.0 -0.44 0.41 -0.01 37.428012 -122.174173 37.7 1.0434 -2.9996 -4.4731 -1.612 0.838 -1.708
0.97 -27.3 -4.0 -13.9 -0.30 0.42 -0.04 37.428012 -122.174173 37.7 0.3449 -3.2130 -3.9963 -1.737 0.952 -1.660
1.00 -27.3 -4.0 -13.9 -0.12 0.26 0.10 37.428012 -122.174173 37.7 0.0733 -3.3246 -3.9660 -1.876 1.058 -1.605
1.03 -27.8 -14.3 -4.2 -0.01 0.12 0.22 37.428012 -122.174173 37.7 0.0046 -3.3094 -3.7633 -2.053 1.156 -1.509
1.06 -27.8 -14.3 -4.2 0.03 0.16 0.25 37.428012 -122.174173 37.7 -0.6973 -3.4880 -3.0178 -2.455 1.290 -1.252
1.10 -25.6 -21.3 1.7 0.11 0.05 0.23 37.428012 -122.174173 37.7 -1.1724 -3.3513 -2.6844 -2.759 1.353 -1.036
1.13 -25.6 -21.3 1.7 0.19 -0.08 0.18 37.428012 -122.174173 37.7 -1.7002 -3.1268 -2.3937 3.114 1.406 -0.710
1.16 -19.7 -29.6 6.6 0.19 -0.08 0.18 37.428012 -122.174173 37.7 -2.0290 -3.1503 -2.1371 2.511 1.437 -0.189
1.19 -19.7 -29.6 6.6 0.22 -0.16 0.12 37.428012 -122.174173 37.7 -2.3503 -3.0267 -1.5658 1.649 1.417 0.564
1.22 -14.5 -33.9 5.9 0.22 -0.20 0.11 37.428012 -122.174173 37.7 -2.3812 -2.7832 -1.2804 1.231 1.369 0.906
1.25 -14.5 -33.9 5.9 0.24 -0.09 -0.04 37.428012 -122.174173 37.7 -2.5926 -2.6401 -1.0931 0.959 1.308 1.108
1.28 -11.2 -37.2 2.3 0.26 -0.05 -0.14 37.428012 -122.174173 37.7 -2.5378 -2.8950 -0.8442 0.760 1.241 1.236
1.31 -11.2 -37.2 2.3 0.26 0.03 -0.05 37.428012 -122.174173 37.7 -2.4372 -3.2543 -0.1949 0.492 1.137 1.363
1.35 -8.2 -38.4 -5.5 0.34 0.17 -0.11 37.428012 -122.174173 37.7 -2.9240 -2.9947 0.2158 0.345 1.068 1.433
1.38 -8.2 -38.4 -5.5 0.36 0.27 -0.45 37.428012 -122.174173 37.7 -2.9664 -4.0878 0.9222 0.183 0.992 1.507
1.41 -8.2 -35.8 -11.3 0.05 0.48 -0.63 37.428012 -122.174173 37.7 -2.4676 -5.1149 1.9207 -0.018 0.921 1.591
1.44 -8.2 -35.8 -11.3 -0.22 0.56 -0.60 37.428012 -122.174173 37.7 -2.0441 -4.7329 2.8313 -0.304 0.825 1.714
1.47 -16.5 -28.3 -17.2 -0.28 0.67 -0.83 37.428012 -122.174173 37.7 -2.4263 -4.0000 3.1491 -0.475 0.735 1.789
1.50 -16.5 -28.3 -17.2 -0.46 0.75 -0.95 37.428012 -122.174173 37.7 -2.1307 -3.5881 3.7208 -0.621 0.629 1.851
1.53 -25.3 -20.4 -16.9 -0.69 0.87 -0.95 37.428012 -122.174173 37.7 -1.9436 -2.5429 4.4337 -0.740 0.514 1.916
1.56 -25.3 -20.4 -16.9 -1.07 0.96 -1.06 37.428012 -122.174173 37.7 -2.0328 -2.1146 4.9279 -0.877 0.287 2.011
1.60 -33.8 -2.9 -11.6 -1.06 1.06 -1.20 37.428012 -122.174173 37.7 -1.9718 -2.1036 4.7671 -0.946 0.148 2.049
1.63 -33.8 -2.9 -11.6 -1.03 1.14 -1.36 37.428012 -122.174173 37.7 -1.5137 -2.0070 5.1969 -1.004 0.005 2.088
1.66 -34.3 9.4 -6.7 -1.23 1.42 -1.21 37.428012 -122.174173 37.7 -0.6424 -2.3541 5.4500 -1.064 -0.138 2.140
1.69 -34.3 9.4 -6.7 -1.33 1.45 -1.27 37.428012 -122.174173 37.7 0.0659 -2.3407 5.6934 -1.130 -0.324 2.231
1.72 -29.2 26.1 3.3 -1.39 1.68 -1.29 37.428012 -122.174173 37.7 0.7952 -2.5409 5.7809 -1.166 -0.463 2.315
1.75 -29.2 26.1 3.3 -1.43 1.80 -1.04 37.428012 -122.174173 37.7 2.0455 -2.6205 5.9020 -1.177 -0.597 2.435
