iPhone Sensor Log from Crossbow started at Nov 17, 2011 15:20:32 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -20.4 3.2 -42.3 0.08 -0.07 -0.99 37.425967 -122.151738 15.3 0.1744 0.0579 0.1059 0.072 0.065 -0.200
0.07 -20.6 2.1 -41.5 0.05 -0.08 -0.99 37.425967 -122.151738 15.3 0.0993 -0.0641 0.1328 0.067 0.069 -0.196
0.10 -20.6 2.1 -41.5 0.06 -0.09 -1.01 37.425967 -122.151738 15.3 0.0345 0.0889 -0.0212 0.067 0.070 -0.195
0.13 -20.6 2.2 -41.5 0.08 -0.09 -1.01 37.425967 -122.151738 15.3 -0.0566 0.1989 -0.1347 0.070 0.070 -0.197
0.16 -20.6 2.2 -41.5 0.12 -0.07 -0.95 37.425967 -122.151738 15.3 -0.1276 -0.1420 -0.0408 0.075 0.067 -0.202
0.19 -21.7 2.4 -42.6 0.02 -0.02 -1.04 37.425967 -122.151738 15.3 -0.4919 -0.5935 0.0603 0.061 0.057 -0.200
0.22 -21.7 2.4 -42.6 0.04 -0.03 -1.05 37.425967 -122.151738 15.3 -0.4462 -0.1139 -0.1504 0.051 0.044 -0.201
0.26 -21.7 3.4 -42.8 0.03 -0.05 -1.02 37.425967 -122.151738 15.3 -0.1276 0.1423 0.0045 0.055 0.031 -0.203
0.29 -21.7 3.4 -42.8 0.04 -0.05 -0.97 37.425967 -122.151738 15.3 -0.0234 -0.0804 -0.0760 0.055 0.031 -0.204
0.32 -21.6 5.4 -42.8 0.04 -0.04 -0.98 37.425967 -122.151738 15.3 -0.2923 -0.0567 -0.3199 0.051 0.026 -0.212
0.35 -21.6 5.4 -42.8 0.06 -0.03 -0.99 37.425967 -122.151738 15.3 -0.3294 -0.3046 -0.4305 0.046 0.016 -0.221
0.38 -21.5 5.9 -42.7 0.10 0.01 -0.97 37.425967 -122.151738 15.3 -0.3095 -0.7191 -0.5628 0.031 0.006 -0.235
0.41 -21.5 5.9 -42.7 0.19 0.01 -1.02 37.425967 -122.151738 15.3 -0.3350 -0.4238 -0.4387 0.017 -0.002 -0.248
0.44 -22.3 5.6 -41.8 0.22 -0.03 -1.14 37.425967 -122.151738 15.3 -0.7614 0.2316 -0.5162 0.027 -0.033 -0.267
0.47 -22.3 5.6 -41.8 0.34 0.08 -1.20 37.425967 -122.151738 15.3 -0.4549 -0.1233 -0.7359 0.023 -0.048 -0.285
0.51 -23.5 6.0 -40.7 0.40 0.14 -1.12 37.425967 -122.151738 15.3 -0.4187 0.0357 -0.2819 0.036 -0.063 -0.302
0.54 -23.5 6.0 -40.7 0.42 0.13 -1.38 37.425967 -122.151738 15.3 -1.1645 0.0604 0.1059 0.032 -0.085 -0.305
