iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:03:01 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -0.0 -28.2 -39.6 0.12 -0.15 -1.00 37.426194 -122.151678 19.0 -0.0179 -0.0790 0.0581 0.090 0.149 0.922
0.07 -0.0 -28.2 -39.6 0.13 -0.14 -0.92 37.426194 -122.151678 19.0 -0.0177 0.2151 0.0445 0.093 0.149 0.924
0.10 -0.0 -28.2 -39.6 0.07 -0.15 -0.94 37.426194 -122.151678 19.0 -0.5544 -0.2610 0.0975 0.099 0.140 0.929
0.13 -0.0 -28.2 -39.6 0.08 -0.10 -1.03 37.426194 -122.151678 19.0 -0.8357 -0.4108 -0.2036 0.086 0.119 0.930
0.16 -0.0 -28.2 -39.6 0.13 -0.11 -0.97 37.426194 -122.151678 19.0 -0.6543 -0.1256 -0.2680 0.081 0.099 0.924
0.19 -0.0 -28.2 -39.6 0.14 -0.07 -1.00 37.426194 -122.151678 19.0 -0.4986 -0.2588 -0.0920 0.079 0.080 0.920
0.22 -0.0 -28.2 -39.6 0.11 -0.08 -1.03 37.426194 -122.151678 19.0 -0.4282 -0.5195 -0.0817 0.069 0.066 0.919
0.26 -0.0 -28.2 -39.6 0.11 -0.09 -1.03 37.426194 -122.151678 19.0 -0.3672 -0.2560 0.0357 0.055 0.054 0.921
0.29 0.4 -25.5 -37.5 0.12 -0.10 -0.96 37.426194 -122.151678 19.0 -0.3316 -0.4036 -0.0499 0.050 0.044 0.923
0.32 0.4 -25.5 -37.5 0.22 -0.02 -1.06 37.426194 -122.151678 19.0 -0.6289 -0.7557 -0.3657 0.036 0.030 0.917
0.35 0.4 -25.5 -37.5 0.29 0.05 -0.98 37.426194 -122.151678 19.0 -0.4941 -0.8749 -0.0473 0.003 0.008 0.909
0.38 0.4 -25.5 -37.5 0.38 -0.02 -1.09 37.426194 -122.151678 19.0 -0.5408 0.0165 0.3908 -0.004 -0.004 0.917
0.41 0.4 -25.5 -37.5 0.43 0.12 -1.21 37.426194 -122.151678 19.0 -1.1149 -0.0037 0.0652 -0.001 -0.028 0.922
0.44 0.4 -25.5 -37.5 0.34 0.15 -1.10 37.426194 -122.151678 19.0 -0.1851 -0.2518 1.0853 -0.013 -0.056 0.950
0.47 -3.9 -21.6 -39.6 0.38 0.11 -1.24 37.426194 -122.151678 19.0 -0.6742 0.7299 1.1267 0.001 -0.069 0.982
0.51 -3.9 -21.6 -39.6 0.42 0.14 -1.47 37.426194 -122.151678 19.0 -0.9071 -0.8585 1.1395 -0.007 -0.090 1.009
0.54 -5.6 -19.0 -40.3 0.21 0.16 -1.59 37.426194 -122.151678 19.0 -0.3363 -0.5431 1.7965 -0.030 -0.109 1.063
0.57 -5.6 -19.0 -40.3 -0.02 0.16 -1.84 37.426194 -122.151678 19.0 -0.7075 0.1508 2.0042 -0.027 -0.127 1.115
0.60 -5.6 -19.0 -40.3 -0.24 0.26 -2.00 37.426194 -122.151678 19.0 -0.4390 0.5028 1.9896 -0.000 -0.150 1.187
0.63 -5.6 -19.0 -40.3 -0.54 0.34 -1.95 37.426194 -122.151678 19.0 1.1157 -0.5932 2.4045 0.004 -0.134 1.268
0.66 -5.6 -19.0 -40.3 -0.52 0.35 -1.83 37.426194 -122.151678 19.0 1.4472 -0.2273 1.8311 -0.001 -0.097 1.325
0.69 -5.6 -19.0 -40.3 -0.68 0.35 -1.71 37.426194 -122.151678 19.0 1.3004 0.4105 2.0117 0.010 -0.051 1.391
0.73 -12.8 -14.9 -41.7 -0.80 0.32 -1.51 37.426194 -122.151678 19.0 1.6209 0.3146 1.9851 0.022 -0.011 1.446
0.76 -12.8 -14.9 -41.7 -0.88 0.34 -1.44 37.426194 -122.151678 19.0 1.5636 0.2349 1.6661 0.026 0.033 1.493
0.79 -13.3 -15.8 -41.2 -0.79 0.35 -1.27 37.426194 -122.151678 19.0 2.0451 0.5419 0.7522 0.049 0.111 1.543
0.82 -13.3 -15.8 -41.2 -0.78 0.32 -1.13 37.426194 -122.151678 19.0 2.4842 0.1064 0.3828 0.054 0.173 1.555
0.85 -13.3 -15.8 -41.2 -0.70 0.32 -0.84 37.426194 -122.151678 19.0 2.9350 -0.4318 -0.1196 0.051 0.246 1.553
0.88 -13.3 -15.8 -41.2 -0.70 0.29 -0.80 37.426194 -122.151678 19.0 2.6441 -0.7388 -0.6029 0.030 0.348 1.536
0.91 -13.3 -15.8 -41.2 -0.58 0.30 -0.67 37.426194 -122.151678 19.0 2.5012 -0.7174 -1.2233 0.021 0.412 1.508
0.94 -13.3 -15.8 -41.2 -0.46 0.27 -0.48 37.426194 -122.151678 19.0 2.7713 -1.0993 -1.6531 0.015 0.482 1.463
0.97 -14.7 -31.7 -31.5 -0.50 0.20 -0.39 37.426194 -122.151678 19.0 2.4647 -1.6430 -1.8509 -0.004 0.599 1.372
