iPhone Sensor Log from Crossbow started at Dec 4, 2011 10:59:09 PM Pacific Standard Time.
0.57 -4.5 6.6 -44.0 -0.17 0.08 -1.20 0 0 0 0.4367 0.0063 1.0977 0.004 -0.030 0.396
0.60 -4.3 5.3 -43.6 -0.19 0.06 -1.21 0 0 0 0.6294 0.1150 1.0589 0.007 -0.014 0.426
0.63 -4.3 5.3 -43.6 -0.24 0.09 -1.16 0 0 0 0.5438 -0.3202 0.9474 0.004 0.003 0.453
0.66 -5.5 3.8 -44.3 -0.30 0.07 -1.15 0 0 0 0.6808 -0.3957 0.8533 -0.012 0.025 0.487
0.69 -5.5 3.8 -44.3 -0.32 0.05 -1.03 0 0 0 0.8830 -0.1593 0.7117 -0.020 0.047 0.508
0.72 -7.5 1.9 -45.4 -0.36 0.04 -0.91 0 0 0 0.6695 -0.4462 0.5367 -0.031 0.069 0.527
0.75 -7.5 1.9 -45.4 -0.28 -0.08 -1.04 0 0 0 0.3786 -0.6440 0.4150 -0.050 0.082 0.540
0.79 -7.6 0.3 -46.2 -0.48 -0.07 -0.99 0 0 0 0.8839 0.1162 0.3427 -0.066 0.109 0.563
0.82 -7.6 0.3 -46.2 -0.53 -0.04 -0.84 0 0 0 0.9064 -0.6157 -0.0777 -0.078 0.135 0.568
0.85 -7.4 -0.3 -45.9 -0.36 -0.04 -0.74 0 0 0 0.6207 -0.9928 -0.4144 -0.102 0.157 0.561
0.88 -7.4 -0.3 -45.9 -0.34 -0.04 -0.79 0 0 0 0.4590 -0.4077 -0.2573 -0.121 0.172 0.553
0.91 -9.0 -2.7 -44.5 -0.49 -0.06 -0.85 0 0 0 0.3869 0.3487 -0.2032 -0.156 0.178 0.556
0.94 -9.0 -2.7 -44.5 -0.50 -0.07 -0.80 0 0 0 0.4421 -0.0870 -0.7070 -0.157 0.191 0.547
0.97 -10.0 -4.5 -44.3 -0.30 -0.13 -0.69 0 0 0 0.4179 -0.5984 -1.0905 -0.163 0.207 0.522
1.00 -10.0 -4.5 -44.3 -0.22 -0.16 -0.50 0 0 0 0.3225 -0.2719 -0.9390 -0.171 0.223 0.494
1.04 -10.3 -5.9 -44.4 -0.40 -0.13 -0.65 0 0 0 -0.3302 0.5702 -0.6006 -0.149 0.227 0.464
1.07 -10.3 -5.9 -44.4 -0.42 -0.13 -0.81 0 0 0 -0.3708 0.2091 -0.9981 -0.134 0.220 0.440
1.10 -9.3 -6.2 -43.2 -0.23 -0.14 -0.74 0 0 0 -0.1419 -0.1763 -1.3519 -0.127 0.218 0.405
1.13 -9.3 -6.2 -43.2 -0.15 -0.10 -0.57 0 0 0 -0.1016 -0.3980 -1.2545 -0.128 0.220 0.366
1.16 -8.7 -5.5 -42.6 -0.22 -0.09 -0.74 0 0 0 -0.3458 0.3762 -1.2152 -0.116 0.217 0.320
1.19 -8.7 -5.5 -42.6 -0.11 -0.14 -0.92 0 0 0 -0.3478 0.0562 -1.4089 -0.101 0.211 0.281
1.22 -9.4 -4.8 -42.6 0.07 -0.19 -0.84 0 0 0 -0.0291 -0.7593 -1.3722 -0.103 0.210 0.241
1.25 -9.4 -4.8 -42.6 -0.12 -0.03 -0.37 0 0 0 0.2446 -1.2859 -1.0577 -0.129 0.218 0.208
1.29 -10.5 -5.3 -42.0 0.21 -0.15 -0.69 0 0 0 -0.4081 -0.1828 -1.1974 -0.128 0.223 0.148
1.32 -10.5 -5.3 -42.0 0.27 -0.16 -0.75 0 0 0 -0.3653 -0.9699 -0.6188 -0.140 0.215 0.121
1.35 -11.7 -6.0 -42.1 0.20 -0.14 -0.63 0 0 0 -0.0613 0.0255 -0.3724 -0.157 0.213 0.111
1.38 -11.7 -6.0 -42.1 0.19 -0.13 -0.77 0 0 0 -0.3118 0.4930 -0.2844 -0.138 0.208 0.099
1.41 -11.9 -6.4 -43.0 0.17 -0.11 -0.93 0 0 0 -0.3988 -0.3740 0.0245 -0.112 0.189 0.088
1.44 -11.9 -6.4 -43.0 0.21 -0.14 -0.86 0 0 0 -0.2058 0.1357 -0.1560 -0.120 0.183 0.088
1.47 -11.7 -5.7 -43.0 0.29 -0.16 -0.90 0 0 0 -0.3411 0.2685 -0.0970 -0.097 0.176 0.079
1.50 -11.7 -5.7 -43.0 0.09 -0.08 -0.98 0 0 0 -0.4908 0.4301 0.2547 -0.068 0.159 0.077
1.54 -11.0 -5.2 -42.9 0.16 -0.13 -1.04 0 0 0 -0.4375 0.7957 0.1217 -0.033 0.136 0.087
1.57 -11.0 -5.2 -42.9 0.19 -0.14 -1.04 0 0 0 -0.4318 0.4986 0.2436 -0.016 0.124 0.092
1.60 -10.0 -4.4 -44.6 0.10 -0.08 -1.12 0 0 0 -0.4467 0.3124 0.4104 -0.006 0.112 0.102
1.63 -10.0 -4.4 -44.6 0.18 -0.08 -1.13 0 0 0 -0.5277 0.1721 0.2935 -0.001 0.098 0.111
1.66 -10.3 -3.2 -45.9 0.15 -0.08 -1.03 0 0 0 -0.2139 0.6876 0.4504 0.021 0.086 0.124
1.69 -10.3 -3.2 -45.9 0.08 -0.07 -1.22 0 0 0 -0.3817 0.7952 0.5540 0.042 0.078 0.139
1.72 -9.9 -1.1 -47.6 0.15 -0.04 -1.19 0 0 0 -0.3297 0.2344 0.3990 0.055 0.069 0.152
1.75 -9.9 -1.1 -47.6 0.16 -0.06 -1.09 0 0 0 -0.2017 -0.1896 0.4714 0.051 0.063 0.165
1.79 -8.4 0.5 -48.3 -0.01 -0.04 -1.21 0 0 0 -0.2772 0.2123 0.7185 0.053 0.056 0.188
1.82 -8.4 0.5 -48.3 0.02 -0.02 -1.22 0 0 0 -0.1313 0.0700 0.5780 0.058 0.050 0.213
1.85 -6.5 1.6 -48.4 -0.07 -0.02 -1.23 0 0 0 -0.0593 -0.1909 0.6841 0.054 0.049 0.231
1.88 -6.5 1.6 -48.4 -0.02 -0.04 -1.14 0 0 0 0.1468 -0.0522 0.6079 0.049 0.051 0.249
1.91 -5.9 1.9 -47.9 -0.15 -0.02 -1.12 0 0 0 0.1799 0.0293 0.7827 0.046 0.061 0.275
1.94 -5.9 1.9 -47.9 -0.17 -0.04 -1.16 0 0 0 0.0227 0.0532 0.7163 0.046 0.064 0.296
1.97 -4.0 1.9 -47.3 -0.17 -0.05 -1.18 0 0 0 -0.0086 0.0804 0.6717 0.047 0.065 0.316
2.00 -4.0 1.9 -47.3 -0.14 -0.04 -1.09 0 0 0 0.0779 0.1370 0.5454 0.048 0.067 0.332
2.04 -2.1 0.9 -46.8 -0.20 -0.03 -1.05 0 0 0 0.0946 0.1551 0.5250 0.046 0.073 0.358
2.07 -2.1 0.9 -46.8 -0.17 -0.05 -1.07 0 0 0 0.0172 0.0339 0.4091 0.038 0.073 0.371
