iPhone Sensor Log from Crossbow started at Nov 17, 2011 22:41:03 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 13.2 14.2 -33.0 0.12 -0.13 -0.96 37.425912 -122.167501 30.3 0.1275 0.2776 -0.0568 0.099 0.123 -1.728
0.07 13.2 14.2 -33.0 0.06 -0.12 -1.05 37.425912 -122.167501 30.3 -0.0124 -0.1539 -0.0780 0.099 0.121 -1.730
0.10 12.5 13.5 -30.1 0.15 -0.14 -1.00 37.425912 -122.167501 30.3 0.1124 -0.3425 0.0742 0.092 0.123 -1.731
0.13 12.5 13.5 -30.1 0.08 -0.12 -0.94 37.425912 -122.167501 30.3 0.0873 0.3760 0.0130 0.096 0.128 -1.727
0.16 13.0 13.2 -29.9 0.14 -0.18 -0.92 37.425912 -122.167501 30.3 -0.0362 -0.1314 -0.1395 0.103 0.128 -1.732
0.19 13.0 13.2 -29.9 0.11 -0.14 -0.88 37.425912 -122.167501 30.3 -0.5448 -1.1808 -0.3411 0.085 0.121 -1.737
0.22 11.9 14.1 -31.1 -0.02 0.01 -1.10 37.425912 -122.167501 30.3 -1.2535 -1.2362 -0.5290 0.036 0.083 -1.752
0.26 11.9 14.1 -31.1 0.07 -0.03 -1.15 37.425912 -122.167501 30.3 -0.6984 -0.3960 -0.3961 0.018 0.057 -1.765
0.29 10.5 14.6 -31.3 0.06 -0.09 -1.04 37.425912 -122.167501 30.3 -0.0718 -0.4739 0.1053 0.010 0.050 -1.767
0.32 10.5 14.6 -31.3 -0.03 0.01 -0.98 37.425912 -122.167501 30.3 -0.2749 -0.5113 -0.3807 -0.021 0.045 -1.770
0.35 7.5 15.9 -29.9 0.10 -0.03 -1.12 37.425912 -122.167501 30.3 -0.7044 -0.1568 -0.2959 -0.030 0.031 -1.781
0.38 7.5 15.9 -29.9 0.06 -0.02 -1.08 37.425912 -122.167501 30.3 -0.3316 -0.3276 0.2024 -0.036 0.016 -1.781
0.41 7.0 17.2 -30.5 0.03 0.01 -1.07 37.425912 -122.167501 30.3 -0.1480 -0.2023 0.0217 -0.045 0.014 -1.776
0.44 7.0 17.2 -30.5 0.33 -0.04 -1.33 37.425912 -122.167501 30.3 -1.0179 0.3003 -0.2461 -0.042 -0.004 -1.783
0.47 6.6 18.3 -30.4 0.19 0.01 -1.36 37.425912 -122.167501 30.3 -0.3304 -0.0942 0.6524 -0.039 -0.033 -1.774
0.50 6.6 18.3 -30.4 0.38 0.10 -1.34 37.425912 -122.167501 30.3 -0.4208 0.5491 0.1500 -0.034 -0.043 -1.760
0.53 7.2 19.0 -28.8 0.21 0.06 -1.47 37.425912 -122.167501 30.3 -0.7680 -0.1669 1.1191 -0.027 -0.058 -1.743
0.57 7.2 19.0 -28.8 0.17 0.07 -1.46 37.425912 -122.167501 30.3 -0.3683 -0.2681 1.0636 -0.041 -0.084 -1.699
0.60 8.0 18.9 -28.6 0.05 0.06 -1.38 37.425912 -122.167501 30.3 -0.0986 0.2490 1.2070 -0.036 -0.088 -1.671
0.63 8.0 18.9 -28.6 0.06 0.08 -1.59 37.425912 -122.167501 30.3 -0.3745 0.7795 1.4299 -0.021 -0.095 -1.634
0.66 9.2 19.5 -28.1 0.01 0.15 -1.54 37.425912 -122.167501 30.3 -0.1057 0.4392 1.6736 0.009 -0.112 -1.567
0.69 9.2 19.5 -28.1 -0.04 0.14 -1.39 37.425912 -122.167501 30.3 0.2536 0.3829 1.8244 0.028 -0.109 -1.520
0.72 11.3 20.1 -27.5 -0.18 0.25 -1.21 37.425912 -122.167501 30.3 0.1938 0.0002 2.1720 0.037 -0.101 -1.467
