iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:05:44 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -0.5 -23.6 -39.7 0.09 -0.09 -0.96 37.425961 -122.151840 15.9 -0.2733 0.3311 0.0129 0.119 0.055 -0.712
0.07 0.0 -24.0 -38.6 0.12 -0.05 -1.08 37.425961 -122.151840 15.9 -0.2924 -0.2982 -0.0583 0.118 0.047 -0.712
0.10 0.0 -24.0 -38.6 0.13 -0.04 -1.07 37.425961 -122.151840 15.9 -0.0932 -0.3879 -0.0319 0.105 0.040 -0.713
0.13 0.5 -24.5 -39.1 0.11 -0.07 -0.99 37.425961 -122.151840 15.9 0.0589 0.1667 0.1351 0.107 0.046 -0.710
0.16 0.5 -24.5 -39.1 0.14 -0.07 -1.01 37.425961 -122.151840 15.9 -0.1295 0.0126 0.0074 0.111 0.046 -0.708
0.19 0.1 -24.4 -40.7 0.15 -0.04 -0.99 37.425961 -122.151840 15.9 -0.2683 -0.3411 -0.0622 0.107 0.041 -0.709
0.22 0.1 -24.4 -40.7 0.15 -0.05 -1.03 37.425961 -122.151840 15.9 -0.8306 0.0276 -0.0455 0.102 0.019 -0.707
0.26 -0.1 -23.9 -40.6 0.13 -0.02 -1.06 37.425961 -122.151840 15.9 -0.7859 -0.1219 0.0199 0.101 -0.004 -0.704
0.29 -0.1 -23.9 -40.6 0.33 0.01 -0.99 37.425961 -122.151840 11.3 -0.7753 -0.9373 -0.1408 0.083 -0.032 -0.704
0.32 -0.5 -22.3 -41.1 0.42 0.06 -1.29 37.425961 -122.151840 11.3 -1.7201 -0.3447 -0.3097 0.062 -0.064 -0.709
0.35 -0.5 -22.3 -41.1 0.60 0.14 -1.54 37.425961 -122.151840 11.3 -2.9745 0.5630 0.3193 0.071 -0.132 -0.703
0.38 -0.0 -17.3 -43.1 1.04 0.16 -1.82 37.425961 -122.151840 11.3 -2.0218 1.8904 0.7300 0.117 -0.222 -0.672
