iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:38:45 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 7.0 20.7 -36.3 0.17 -0.29 -0.84 37.428012 -122.174173 37.7 -0.2820 -0.3659 0.1171 0.197 0.315 -2.873
0.06 8.1 20.0 -35.5 0.27 -0.27 -0.86 37.428012 -122.174173 37.7 -0.1600 0.1411 0.2294 0.197 0.310 -2.869
0.10 8.1 20.0 -35.5 0.27 -0.28 -0.78 37.428012 -122.174173 37.7 -0.2500 0.1812 0.3478 0.205 0.307 -2.860
0.13 8.5 20.4 -35.2 0.14 -0.30 -0.67 37.428012 -122.174173 37.7 -0.9668 -1.0115 0.2893 0.184 0.290 -2.842
0.16 8.5 20.4 -35.2 0.25 -0.20 -1.27 37.428012 -122.174173 37.7 -1.3884 -2.6238 -0.0448 0.131 0.255 -2.836
0.19 5.0 22.4 -35.5 -0.01 -0.14 -1.07 37.428012 -122.174173 37.7 0.0296 -5.2267 0.3057 0.013 0.236 -2.831
0.22 5.0 22.4 -35.5 -0.41 -0.02 -0.42 37.428012 -122.174173 37.7 0.3377 -5.0902 1.2056 -0.145 0.247 -2.806
0.25 -0.1 24.4 -35.2 -0.56 -0.16 -0.98 37.428012 -122.174173 37.7 -2.2617 -0.2667 1.0307 -0.257 0.204 -2.762
0.28 -0.1 24.4 -35.2 -0.33 -0.21 -1.11 37.428012 -122.174173 37.7 -2.7994 0.2165 0.8901 -0.259 0.105 -2.752
0.31 -4.1 28.3 -32.2 -0.30 0.13 -0.69 37.428012 -122.174173 37.7 -1.9932 -1.7927 1.0728 -0.287 0.034 -2.741
0.35 -4.1 28.3 -32.2 -0.35 0.06 -1.00 37.428012 -122.174173 37.7 -1.9105 -0.7361 0.6259 -0.324 -0.025 -2.737
0.38 -3.8 31.7 -30.2 -0.29 0.12 -1.00 37.428012 -122.174173 37.7 0.0443 0.3442 0.1132 -0.328 -0.061 -2.734
0.41 -3.8 31.7 -30.2 -0.16 0.06 -1.22 37.428012 -122.174173 37.7 1.9152 1.7777 0.3304 -0.291 -0.031 -2.722
