iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:58:21 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -0.2 -20.3 -31.8 0.03 -0.01 -1.00 0 0 0 0.0014 -0.0433 -0.0062 0.036 0.000 2.867
0.07 -0.2 -21.1 -28.7 0.07 -0.01 -0.97 0 0 0 0.0169 0.0518 -0.0994 0.037 0.001 2.865
0.10 -0.2 -21.1 -28.7 0.03 0.03 -1.02 0 0 0 -0.1407 -0.1644 -0.0546 0.036 -0.003 2.862
0.13 -0.8 -21.5 -27.0 0.04 0.01 -1.02 0 0 0 -0.1111 -0.1088 -0.0068 0.028 -0.010 2.861
0.16 -0.8 -21.5 -27.0 0.03 0.01 -1.04 0 0 0 -0.0393 -0.0313 -0.0471 0.026 -0.011 2.860
0.19 -0.3 -20.8 -27.0 0.03 0.01 -1.02 0 0 0 -0.0154 -0.0690 0.0064 0.024 -0.012 2.859
0.22 -0.3 -20.8 -27.0 0.03 0.00 -1.02 0 0 0 -0.0061 0.0049 0.0275 0.024 -0.012 2.859
0.26 -0.4 -20.2 -26.7 0.04 0.01 -1.00 0 0 0 -0.0035 -0.0234 -0.0043 0.023 -0.012 2.859
0.29 -0.4 -20.2 -26.7 0.04 0.01 -0.99 0 0 0 -0.0410 0.0974 -0.0247 0.025 -0.013 2.859
0.32 -1.0 -20.0 -27.1 0.04 0.02 -0.97 0 0 0 0.0493 -0.0739 0.0290 0.024 -0.013 2.859
0.35 -1.0 -20.0 -27.1 0.05 0.03 -0.95 0 0 0 0.0791 -0.0013 0.0117 0.024 -0.011 2.859
0.38 -1.0 -20.0 -27.2 0.05 0.01 -0.89 0 0 0 0.1002 0.0417 0.0910 0.026 -0.009 2.860
0.41 -1.0 -20.0 -27.2 0.05 -0.00 -0.88 0 0 0 0.0960 -0.1901 0.1499 0.024 -0.007 2.863
0.44 -1.3 -20.4 -27.7 0.05 -0.00 -0.88 0 0 0 0.0403 -0.3428 0.1283 0.016 -0.005 2.867
0.48 -1.3 -20.4 -27.7 0.01 0.03 -0.86 0 0 0 -0.0497 -0.1908 0.0068 0.002 -0.004 2.868
0.51 -2.3 -20.1 -27.3 0.03 0.03 -0.84 0 0 0 -0.1373 -0.2643 0.1213 -0.004 -0.008 2.870
0.54 -2.3 -20.1 -27.3 0.09 -0.02 -0.89 0 0 0 0.0320 -0.2945 0.0578 -0.013 -0.009 2.872
0.57 -2.3 -20.7 -26.0 -0.02 0.07 -0.82 0 0 0 0.8246 -0.2935 -0.0313 -0.020 0.009 2.871
0.60 -2.3 -20.7 -26.0 -0.08 -0.07 -0.82 0 0 0 0.2764 -0.6313 0.0871 -0.036 0.023 2.873
0.63 -2.9 -22.3 -26.0 -0.04 -0.14 -0.94 0 0 0 -0.0978 0.1651 -0.3183 -0.042 0.024 2.869
0.66 -2.9 -22.3 -26.0 -0.17 0.04 -0.72 0 0 0 0.0482 0.1834 0.0689 -0.020 0.025 2.857
0.69 -2.8 -21.9 -27.0 0.01 -0.16 -0.96 0 0 0 -0.0636 -0.5459 -0.1028 -0.028 0.032 2.859
0.73 -2.8 -21.9 -27.0 -0.11 0.02 -0.96 0 0 0 -0.0089 -0.0019 -0.8922 -0.038 0.030 2.842
0.76 -2.9 -21.3 -27.1 0.00 0.02 -0.94 0 0 0 -0.1545 0.1055 -0.1359 -0.028 0.030 2.820
0.79 -2.9 -21.3 -27.1 0.03 -0.08 -1.10 0 0 0 -0.2224 -0.0652 -0.0828 -0.029 0.025 2.819
0.82 -1.9 -21.1 -26.9 -0.12 0.03 -1.05 0 0 0 -0.1072 0.4847 -0.3420 -0.026 0.019 2.811
0.85 -1.9 -21.1 -26.9 0.04 -0.10 -1.01 0 0 0 0.3618 -0.1353 0.1945 -0.014 0.035 2.811
0.88 -1.5 -21.7 -26.2 0.02 -0.09 -1.09 0 0 0 0.3820 -0.1357 0.2567 -0.019 0.043 2.817
0.91 -1.5 -21.7 -26.2 -0.09 -0.06 -0.93 0 0 0 0.0965 0.3241 0.1914 -0.016 0.058 2.823
0.94 -2.0 -21.3 -26.4 0.03 -0.11 -1.13 0 0 0 -0.2623 0.2495 0.0230 -0.008 0.051 2.826
0.97 -2.0 -21.3 -26.4 -0.07 -0.02 -1.05 0 0 0 0.4237 0.1520 0.0131 -0.005 0.054 2.825
1.01 -1.9 -21.4 -27.1 -0.11 -0.01 -1.00 0 0 0 -0.1070 0.2113 -0.1204 -0.001 0.060 2.822
1.04 -1.9 -21.4 -27.1 -0.02 -0.04 -1.16 0 0 0 -0.1515 -0.4535 -0.0985 -0.006 0.055 2.819
1.07 -1.6 -21.8 -27.1 -0.09 -0.03 -1.19 0 0 0 -0.2621 -0.5830 -0.2055 -0.022 0.050 2.814
1.10 -1.6 -21.8 -27.1 -0.08 -0.02 -1.22 0 0 0 -0.4139 -0.2624 -0.3245 -0.035 0.036 2.804
1.13 -2.0 -21.5 -26.6 -0.04 -0.05 -1.24 0 0 0 -0.3281 -0.2657 -0.1655 -0.041 0.027 2.797
1.16 -2.0 -21.5 -26.6 -0.06 0.02 -1.20 0 0 0 -0.2205 -0.3944 -0.3044 -0.051 0.020 2.790
1.19 -2.0 -21.2 -26.8 0.01 0.03 -1.19 0 0 0 -0.1747 -0.0836 -0.3413 -0.061 0.010 2.773
1.22 -2.0 -21.2 -26.8 0.01 -0.01 -1.16 0 0 0 -0.0715 0.0605 -0.1747 -0.061 0.008 2.765
1.26 -1.8 -20.4 -27.7 -0.02 0.02 -1.09 0 0 0 0.0045 0.0726 0.0164 -0.057 0.006 2.763
1.29 -1.8 -20.4 -27.7 0.02 0.01 -1.10 0 0 0 -0.0937 -0.0249 0.0715 -0.051 0.003 2.764
1.32 -2.4 -19.9 -26.9 -0.01 0.00 -1.08 0 0 0 -0.2195 0.0802 -0.0285 -0.051 -0.002 2.763
1.35 -2.4 -19.9 -26.9 0.01 0.00 -0.97 0 0 0 0.1099 0.2737 0.1589 -0.036 -0.003 2.765
1.38 -1.5 -19.7 -27.2 0.00 0.01 -1.05 0 0 0 0.0461 -0.1086 0.3064 -0.032 0.000 2.772
1.41 -1.5 -19.7 -27.2 -0.05 -0.01 -1.05 0 0 0 -0.0139 -0.0340 0.2427 -0.034 -0.001 2.778
1.44 -0.1 -20.7 -27.4 -0.02 -0.04 -1.02 0 0 0 0.1779 0.3160 0.2248 -0.027 0.004 2.786
1.47 -0.1 -20.7 -27.4 -0.00 -0.01 -0.99 0 0 0 0.1133 0.0446 0.1292 -0.023 0.007 2.791
1.51 0.2 -21.4 -26.7 -0.01 -0.02 -1.03 0 0 0 0.2165 0.1264 0.0132 -0.020 0.013 2.792
1.54 0.2 -21.4 -26.7 -0.01 -0.02 -1.03 0 0 0 0.1751 0.1784 0.1248 -0.012 0.018 2.794
1.57 0.3 -20.8 -27.5 -0.01 -0.03 -0.96 0 0 0 0.0366 0.0401 0.1200 -0.009 0.022 2.797
1.60 0.3 -20.8 -27.5 0.02 -0.01 -1.02 0 0 0 -0.0853 0.1221 -0.0754 -0.006 0.019 2.797
1.63 1.3 -21.4 -27.3 0.03 -0.00 -1.01 0 0 0 0.0546 0.0345 0.1164 0.000 0.016 2.797
1.66 1.3 -21.4 -27.3 0.04 -0.02 -0.97 0 0 0 0.0092 -0.0751 0.1849 0.003 0.018 2.801
1.70 1.3 -21.4 -27.0 0.06 0.01 -1.02 0 0 0 0.0153 -0.0349 0.1145 0.005 0.014 2.806
1.72 1.3 -21.4 -27.0 0.10 0.01 -1.00 0 0 0 -0.0798 0.1168 0.0923 0.012 0.012 2.808
1.76 0.9 -20.2 -27.6 0.19 -0.02 -0.98 0 0 0 -0.1250 -0.0537 0.1477 0.026 0.010 2.811
1.79 0.9 -20.2 -27.6 0.23 -0.03 -1.03 0 0 0 -0.0242 -0.1743 0.2375 0.030 0.009 2.818
1.82 0.9 -19.8 -28.1 0.20 -0.03 -1.03 0 0 0 -0.1748 0.0507 0.2451 0.039 0.007 2.824
1.85 0.9 -19.8 -28.1 0.19 0.01 -1.03 0 0 0 0.0474 -0.0777 0.2375 0.043 0.004 2.830
1.88 0.6 -20.0 -27.7 0.15 0.01 -0.96 0 0 0 -0.0888 0.0386 0.3444 0.052 0.005 2.844
1.91 0.6 -20.0 -27.7 0.19 -0.01 -1.03 0 0 0 -0.1194 0.0146 0.1989 0.058 0.001 2.850
1.94 -0.4 -20.4 -26.9 0.11 0.01 -1.01 0 0 0 -0.0217 0.0891 0.2940 0.061 -0.001 2.857
1.97 -0.4 -20.4 -26.9 0.10 -0.00 -0.99 0 0 0 -0.1433 0.1934 0.3496 0.070 -0.004 2.868
2.01 -0.3 -20.0 -27.3 0.09 0.03 -0.99 0 0 0 -0.0385 0.0888 0.2833 0.073 -0.006 2.876
2.04 -0.3 -20.0 -27.3 0.03 0.01 -1.00 0 0 0 -0.0882 0.1361 0.4058 0.074 -0.008 2.885
2.07 -0.3 -20.0 -28.0 0.07 0.01 -1.01 0 0 0 0.0298 0.0897 0.2938 0.078 -0.008 2.901
2.10 -0.3 -20.0 -28.0 0.02 0.02 -1.00 0 0 0 -0.0522 0.2253 0.2911 0.078 -0.008 2.908
2.13 -0.2 -19.6 -29.6 -0.01 0.04 -1.01 0 0 0 -0.1450 0.2177 0.4521 0.082 -0.012 2.918
2.16 -0.2 -19.6 -29.6 -0.06 0.00 -1.03 0 0 0 0.0078 0.0155 0.4991 0.076 -0.012 2.934
2.19 -0.3 -18.7 -31.2 -0.07 0.02 -1.04 0 0 0 0.0023 -0.0576 0.4288 0.071 -0.012 2.946
2.22 -0.3 -18.7 -31.2 -0.08 0.03 -1.02 0 0 0 -0.0328 0.0135 0.4610 0.059 -0.013 2.961
2.26 -1.5 -19.0 -31.2 -0.11 0.03 -1.04 0 0 0 0.0187 0.0027 0.4921 0.053 -0.014 2.977
2.29 -1.5 -19.0 -31.2 -0.15 0.03 -1.02 0 0 0 0.0764 -0.0123 0.4408 0.046 -0.012 2.989
2.32 -2.9 -18.3 -31.3 -0.12 0.04 -1.03 0 0 0 -0.1695 0.2342 0.2542 0.039 -0.015 3.000
2.35 -2.9 -18.3 -31.3 -0.14 0.07 -1.01 0 0 0 -0.0273 0.0474 0.2159 0.035 -0.020 3.005
2.38 -3.4 -17.8 -31.6 -0.11 0.06 -1.00 0 0 0 -0.0324 0.1639 0.1942 0.028 -0.022 3.010
2.41 -3.4 -17.8 -31.6 -0.15 0.09 -0.99 0 0 0 0.0891 -0.0903 0.3334 0.022 -0.025 3.021
2.44 -3.8 -18.6 -30.5 -0.16 0.07 -1.03 0 0 0 -0.0488 -0.1404 0.3829 0.009 -0.026 3.030
2.48 -3.8 -18.6 -30.5 -0.12 0.08 -1.04 0 0 0 -0.0930 0.0358 0.1792 -0.000 -0.032 3.039
2.51 -5.2 -19.1 -30.5 -0.09 0.06 -0.99 0 0 0 0.0445 0.0683 0.2427 -0.002 -0.034 3.044
2.54 -5.2 -19.1 -30.5 -0.08 0.06 -1.02 0 0 0 0.0410 -0.0558 0.3340 -0.005 -0.034 3.051
2.57 -6.1 -18.4 -31.2 -0.09 0.04 -1.02 0 0 0 -0.0559 0.0120 0.2119 -0.016 -0.036 3.062
2.60 -6.1 -18.4 -31.2 -0.07 0.02 -1.00 0 0 0 -0.1259 0.1627 0.1789 -0.016 -0.038 3.066
2.63 -5.8 -18.2 -31.5 -0.06 0.03 -1.01 0 0 0 -0.0269 -0.0600 0.2278 -0.017 -0.040 3.071
2.66 -5.8 -18.2 -31.5 -0.07 0.02 -1.02 0 0 0 0.0354 -0.0315 0.1970 -0.024 -0.037 3.078
2.69 -5.3 -18.1 -31.3 -0.07 0.02 -1.02 0 0 0 -0.0087 0.0644 0.0226 -0.025 -0.036 3.081
2.72 -5.3 -18.1 -31.3 -0.02 0.04 -1.01 0 0 0 -0.0192 0.0532 -0.0346 -0.023 -0.037 3.080
2.76 -5.3 -18.6 -32.2 -0.03 0.04 -1.02 0 0 0 0.0749 0.1852 -0.0115 -0.020 -0.036 3.077
2.79 -5.3 -18.6 -32.2 -0.02 0.05 -1.03 0 0 0 0.1993 0.0973 0.1612 -0.017 -0.033 3.079
2.83 -5.2 -18.5 -32.3 -0.00 0.01 -1.01 0 0 0 0.3143 0.3021 -0.0389 -0.010 -0.021 3.081
