iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:58:48 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 3.5 -22.1 -30.6 0.04 -0.01 -1.00 0 0 0 0.0299 -0.0181 0.0266 0.050 0.008 2.678
0.07 3.8 -22.3 -26.6 0.08 -0.01 -0.97 0 0 0 0.0239 0.0467 -0.0334 0.051 0.008 2.677
0.10 3.8 -22.3 -26.6 0.03 -0.00 -1.02 0 0 0 -0.0391 -0.1416 0.0116 0.050 0.008 2.677
0.13 2.7 -21.4 -26.2 0.02 0.00 -1.04 0 0 0 -0.0757 -0.2776 0.0016 0.041 0.006 2.677
0.16 2.7 -21.4 -26.2 0.05 -0.01 -1.00 0 0 0 0.0236 0.0810 0.0113 0.039 0.004 2.676
0.19 2.6 -21.6 -26.6 0.04 -0.00 -1.02 0 0 0 -0.0372 0.0125 0.0058 0.039 0.004 2.676
0.22 2.6 -21.6 -26.6 0.05 -0.01 -1.02 0 0 0 -0.0577 0.0520 0.0063 0.040 0.002 2.676
0.25 2.8 -20.8 -26.8 0.04 0.01 -1.01 0 0 0 0.0192 -0.0011 -0.0132 0.039 0.001 2.675
0.29 2.8 -20.8 -26.8 0.05 -0.00 -1.00 0 0 0 0.0044 0.1146 0.0071 0.041 0.001 2.674
0.32 3.0 -20.5 -27.6 0.04 0.00 -0.99 0 0 0 0.0129 0.0496 0.0372 0.043 0.001 2.675
0.35 3.0 -20.5 -27.6 0.03 -0.01 -0.96 0 0 0 0.0742 0.0070 0.0367 0.044 0.002 2.675
0.38 3.4 -21.0 -27.4 0.04 0.00 -0.93 0 0 0 0.1645 -0.1469 0.0793 0.041 0.006 2.677
0.41 3.4 -21.0 -27.4 0.02 -0.01 -0.90 0 0 0 0.1730 -0.1367 0.0287 0.037 0.010 2.677
0.44 2.9 -21.3 -27.3 0.02 -0.01 -0.90 0 0 0 0.2828 -0.3560 0.0499 0.028 0.019 2.678
0.47 2.9 -21.3 -27.3 -0.02 -0.03 -0.85 0 0 0 0.2359 -0.3064 0.0466 0.018 0.025 2.679
