iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:59:00 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 3.5 -23.0 -27.9 0.06 -0.05 -1.01 0 0 0 -0.0260 -0.0811 -0.0197 0.060 0.037 2.661
0.07 3.5 -23.0 -27.9 0.07 -0.04 -1.01 0 0 0 0.1033 0.0109 -0.0761 0.058 0.038 2.657
0.10 3.5 -23.0 -27.9 0.08 -0.03 -0.96 0 0 0 -0.0434 0.1379 -0.0628 0.062 0.040 2.655
0.13 2.2 -23.5 -25.6 0.03 -0.04 -1.03 0 0 0 -0.1694 -0.2205 -0.0185 0.059 0.035 2.654
0.17 2.2 -23.5 -25.6 0.07 -0.02 -1.02 0 0 0 -0.0362 -0.1452 -0.1141 0.050 0.032 2.651
0.20 3.0 -22.2 -25.7 0.06 -0.04 -1.02 0 0 0 -0.0828 0.0514 -0.0200 0.050 0.030 2.649
0.23 3.0 -22.2 -25.7 0.05 -0.04 -1.01 0 0 0 -0.0505 0.0044 0.0324 0.051 0.028 2.650
0.26 2.8 -22.6 -25.5 0.07 -0.02 -1.02 0 0 0 -0.0475 -0.0736 -0.0653 0.049 0.026 2.648
0.29 2.8 -22.6 -25.5 0.06 -0.03 -1.01 0 0 0 -0.0528 0.0295 -0.0244 0.048 0.024 2.647
0.32 2.5 -22.1 -26.1 0.05 -0.05 -0.99 0 0 0 0.0475 0.0862 0.0387 0.050 0.024 2.647
0.35 2.5 -22.1 -26.1 0.05 -0.03 -0.99 0 0 0 0.0577 -0.0484 -0.0039 0.050 0.027 2.647
0.39 2.2 -21.7 -26.5 0.07 -0.03 -0.97 0 0 0 0.0252 0.0232 -0.0449 0.049 0.028 2.646
0.42 2.2 -21.7 -26.5 0.03 -0.06 -0.95 0 0 0 0.0355 0.0664 0.0583 0.054 0.029 2.646
0.45 2.1 -22.3 -26.0 0.05 -0.04 -0.93 0 0 0 0.1549 -0.1252 0.0393 0.052 0.033 2.647
0.48 2.1 -22.3 -26.0 0.03 -0.04 -0.88 0 0 0 0.2911 -0.3536 0.0534 0.044 0.040 2.647
0.51 2.0 -22.3 -25.6 0.03 -0.04 -0.88 0 0 0 0.1826 -0.1019 -0.0056 0.037 0.046 2.647
0.54 2.0 -22.3 -25.6 0.04 -0.06 -0.88 0 0 0 -0.0302 0.0027 0.0755 0.039 0.047 2.647
0.57 1.6 -22.2 -25.4 -0.01 -0.06 -0.90 0 0 0 0.1260 -0.3665 -0.0068 0.033 0.049 2.648
0.60 1.6 -22.2 -25.4 0.03 -0.07 -0.91 0 0 0 0.2535 -0.6794 -0.1465 0.011 0.057 2.645
0.64 0.6 -22.5 -25.3 0.04 -0.04 -0.90 0 0 0 -0.1883 0.2099 -0.1740 0.003 0.059 2.637
0.67 0.6 -22.5 -25.3 0.01 -0.02 -0.88 0 0 0 -0.4842 0.4406 -0.1277 0.014 0.048 2.633
0.70 0.5 -22.9 -25.6 0.01 -0.07 -0.97 0 0 0 0.0682 -0.5998 -0.0278 0.009 0.040 2.631
0.73 0.5 -22.9 -25.6 0.00 -0.03 -0.93 0 0 0 0.2272 -0.4675 -0.0600 -0.007 0.046 2.629
0.76 1.2 -23.4 -25.1 -0.01 -0.01 -0.86 0 0 0 -0.5180 0.3356 0.0460 -0.004 0.042 2.628
0.79 1.2 -23.4 -25.1 0.02 -0.07 -0.98 0 0 0 -0.4724 0.0379 -0.0051 0.002 0.027 2.628
0.82 0.7 -22.5 -25.3 -0.03 -0.00 -0.93 0 0 0 0.1877 -0.2380 0.0453 -0.004 0.024 2.628
0.86 0.7 -22.5 -25.3 0.00 -0.05 -0.89 0 0 0 -0.1479 0.0101 0.1261 -0.007 0.028 2.630
0.89 0.7 -21.8 -26.1 -0.01 -0.02 -0.98 0 0 0 -0.4871 0.1831 -0.0598 -0.002 0.013 2.630
0.92 0.7 -21.8 -26.1 0.00 -0.04 -0.98 0 0 0 -0.0562 -0.0541 0.0241 -0.002 0.006 2.629
0.95 0.9 -20.6 -27.3 0.00 -0.02 -0.92 0 0 0 -0.2181 -0.0824 0.0637 -0.009 0.008 2.633
0.98 0.9 -20.6 -27.3 -0.01 0.01 -1.04 0 0 0 -0.3407 0.1706 -0.0780 -0.007 -0.002 2.631
1.01 0.8 -21.1 -27.8 0.03 -0.02 -1.05 0 0 0 -0.0816 0.0328 -0.0160 -0.003 -0.006 2.630
1.04 0.8 -21.1 -27.8 0.01 0.03 -0.98 0 0 0 0.1052 -0.0051 0.0740 -0.003 -0.005 2.630
1.07 0.7 -21.5 -27.1 0.00 0.02 -1.00 0 0 0 -0.2785 0.1022 0.0203 -0.002 -0.008 2.631
1.10 0.7 -21.5 -27.1 0.03 0.01 -1.12 0 0 0 -0.3418 0.0951 -0.0344 0.001 -0.018 2.630
1.13 1.2 -21.3 -26.9 -0.01 0.06 -1.02 0 0 0 0.1243 -0.0428 0.1394 0.000 -0.021 2.632
1.17 1.2 -21.3 -26.9 0.02 0.02 -1.10 0 0 0 -0.3156 0.0391 0.0650 -0.000 -0.024 2.635
1.20 1.7 -20.5 -27.8 0.02 0.05 -1.10 0 0 0 -0.1909 0.0069 0.0880 0.002 -0.033 2.636
1.23 1.7 -20.5 -27.8 -0.01 0.03 -1.04 0 0 0 0.3865 -0.5187 0.3669 -0.010 -0.027 2.645
1.26 1.3 -20.4 -27.7 0.00 0.03 -1.09 0 0 0 -0.0524 -0.1878 0.0845 -0.020 -0.023 2.650
1.29 1.3 -20.4 -27.7 -0.02 0.07 -1.08 0 0 0 -0.1553 0.1643 0.0209 -0.018 -0.029 2.650
1.32 0.7 -19.5 -28.0 -0.02 0.05 -1.10 0 0 0 0.1747 -0.3878 0.1516 -0.025 -0.027 2.655
1.35 0.7 -19.5 -28.0 -0.02 0.07 -1.09 0 0 0 -0.0114 -0.0317 -0.1250 -0.031 -0.026 2.655
1.39 -0.0 -19.7 -28.4 -0.01 0.07 -1.12 0 0 0 -0.1568 0.2101 0.0511 -0.021 -0.034 2.652
1.42 -0.0 -19.7 -28.4 -0.03 0.08 -1.12 0 0 0 0.1768 -0.2227 0.0665 -0.025 -0.032 2.654
1.45 -0.4 -19.5 -28.4 -0.01 0.08 -1.15 0 0 0 -0.2242 0.1398 -0.1304 -0.026 -0.033 2.652
1.48 -0.4 -19.5 -28.4 -0.02 0.07 -1.12 0 0 0 0.0452 0.0453 0.0444 -0.018 -0.040 2.649
1.51 -0.1 -19.5 -28.3 -0.01 0.07 -1.12 0 0 0 0.0156 -0.0451 0.0273 -0.019 -0.039 2.650
1.54 -0.1 -19.5 -28.3 -0.02 0.03 -1.13 0 0 0 -0.1659 0.1648 -0.0354 -0.017 -0.041 2.649
1.57 -0.1 -18.8 -28.5 -0.03 0.04 -1.09 0 0 0 0.0709 -0.0771 0.0350 -0.016 -0.044 2.649
1.60 -0.1 -18.8 -28.5 0.01 0.06 -1.06 0 0 0 0.0482 -0.0512 -0.0338 -0.017 -0.042 2.649
1.64 -0.5 -17.6 -28.9 0.01 0.03 -1.07 0 0 0 -0.0735 0.0906 0.0294 -0.014 -0.044 2.648
1.67 -0.5 -17.6 -28.9 -0.02 0.01 -1.06 0 0 0 0.0847 0.0172 0.1095 -0.012 -0.042 2.653
1.70 -0.3 -17.4 -29.3 0.02 0.06 -1.04 0 0 0 0.0674 -0.0429 -0.0472 -0.012 -0.039 2.653
1.73 -0.3 -17.4 -29.3 0.04 0.06 -1.04 0 0 0 0.0313 -0.0623 0.0372 -0.012 -0.040 2.652
1.76 -0.1 -17.6 -29.3 0.07 0.06 -1.04 0 0 0 -0.0149 0.1077 0.0408 -0.006 -0.041 2.654
1.79 -0.1 -17.6 -29.3 0.08 0.08 -1.04 0 0 0 0.0436 -0.0966 -0.0208 -0.002 -0.043 2.654
1.82 0.2 -19.6 -28.7 0.09 0.08 -1.04 0 0 0 -0.0574 -0.0345 0.0034 -0.003 -0.044 2.653
1.85 0.2 -19.6 -28.7 0.11 0.04 -1.07 0 0 0 -0.3005 0.1851 0.0473 0.007 -0.049 2.654
1.89 -1.2 -19.6 -29.0 0.08 0.03 -0.95 0 0 0 0.0864 0.0606 0.2475 0.014 -0.052 2.658
1.92 -1.2 -19.6 -29.0 0.07 0.02 -0.97 0 0 0 0.1539 -0.1407 0.3559 0.015 -0.043 2.671
1.95 -1.1 -19.7 -29.2 0.10 0.02 -1.05 0 0 0 -0.3021 0.1573 0.1869 0.018 -0.045 2.677
1.98 -1.1 -19.7 -29.2 0.09 0.04 -0.98 0 0 0 0.0531 -0.0294 0.2699 0.024 -0.048 2.683
2.01 -0.7 -19.7 -28.7 0.12 0.03 -1.05 0 0 0 -0.0286 -0.1651 0.1103 0.021 -0.040 2.693
2.04 -0.7 -19.7 -28.7 0.08 0.06 -1.06 0 0 0 -0.2394 0.2126 0.0417 0.027 -0.045 2.694
2.08 -1.2 -19.5 -28.1 0.07 0.03 -0.99 0 0 0 0.2020 -0.0712 0.2488 0.032 -0.043 2.700
2.10 -1.2 -19.5 -28.1 0.10 0.02 -1.01 0 0 0 0.0380 0.0234 0.0844 0.033 -0.039 2.704
2.14 -1.0 -19.4 -29.6 0.15 0.03 -0.99 0 0 0 -0.1050 0.2194 -0.0176 0.040 -0.041 2.703
2.17 -1.0 -19.4 -29.6 0.08 0.02 -0.96 0 0 0 0.1654 -0.1079 0.1203 0.047 -0.037 2.706
2.20 -0.7 -18.7 -31.8 0.09 -0.01 -1.01 0 0 0 -0.0126 0.1125 0.0503 0.049 -0.032 2.708
2.23 -0.7 -18.7 -31.8 0.10 0.06 -0.98 0 0 0 0.0779 0.0669 -0.0592 0.053 -0.031 2.708
2.26 -0.9 -18.4 -32.4 0.08 0.03 -0.95 0 0 0 0.2807 -0.0913 0.0190 0.055 -0.028 2.706
2.29 -0.9 -18.4 -32.4 0.09 0.03 -1.04 0 0 0 0.0538 0.1503 -0.1005 0.054 -0.019 2.705
2.32 -1.1 -18.9 -33.2 0.09 0.03 -1.04 0 0 0 -0.1983 0.3737 -0.2458 0.064 -0.024 2.700
2.35 -1.1 -18.9 -33.2 0.04 0.03 -1.05 0 0 0 0.1160 0.0634 0.0162 0.064 -0.022 2.696
2.39 -0.3 -18.9 -32.6 0.00 0.01 -1.03 0 0 0 -0.0093 0.3318 -0.0935 0.067 -0.021 2.694
2.42 -0.3 -18.9 -32.6 0.03 0.03 -1.00 0 0 0 0.0436 0.2789 -0.0745 0.074 -0.021 2.691
2.45 0.3 -18.6 -31.5 -0.03 0.02 -1.03 0 0 0 0.0149 0.1569 0.0277 0.070 -0.020 2.691
2.48 0.3 -18.6 -31.5 -0.02 0.02 -1.04 0 0 0 -0.0599 0.3865 -0.0586 0.075 -0.021 2.689
2.51 0.5 -19.8 -30.8 -0.03 0.05 -1.02 0 0 0 0.1352 0.0855 -0.0083 0.077 -0.021 2.688
2.54 0.5 -19.8 -30.8 -0.05 0.05 -0.96 0 0 0 0.0406 0.3220 0.0443 0.072 -0.014 2.689
2.57 0.6 -19.8 -31.2 -0.04 0.02 -1.02 0 0 0 -0.1599 0.4665 -0.0025 0.078 -0.018 2.689
2.60 0.6 -19.8 -31.2 -0.07 0.03 -1.02 0 0 0 0.2899 -0.1559 0.2024 0.073 -0.015 2.692
2.64 -0.4 -18.8 -32.2 -0.09 0.04 -1.00 0 0 0 0.0036 0.2612 0.0721 0.064 -0.012 2.695
2.67 -0.4 -18.8 -32.2 -0.09 0.05 -1.00 0 0 0 -0.1324 0.3989 0.0971 0.069 -0.016 2.696
2.70 -1.3 -18.9 -32.7 -0.10 0.02 -1.00 0 0 0 0.3034 -0.2732 0.2516 0.053 -0.009 2.705
2.73 -1.3 -18.9 -32.7 -0.09 0.04 -0.99 0 0 0 -0.0801 0.2158 0.0650 0.047 -0.007 2.708
2.76 -1.9 -18.8 -32.9 -0.10 0.01 -1.01 0 0 0 -0.0861 0.1314 0.1567 0.044 -0.011 2.711
2.79 -1.9 -18.8 -32.9 -0.07 0.02 -1.02 0 0 0 0.1167 -0.2912 0.1772 0.032 -0.010 2.716
2.82 -2.2 -18.8 -31.9 -0.09 0.03 -1.02 0 0 0 0.0239 -0.0678 0.0864 0.020 -0.009 2.720
2.86 -2.2 -18.8 -31.9 -0.11 0.02 -1.07 0 0 0 0.0099 0.0697 0.1865 0.017 -0.013 2.724
2.89 -2.3 -19.6 -31.8 -0.05 0.01 -0.97 0 0 0 0.4352 -0.1132 0.1015 0.012 -0.005 2.728
2.92 -2.3 -19.6 -31.8 -0.07 0.01 -1.04 0 0 0 0.1743 -0.2099 0.0698 0.004 0.004 2.729
