iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:59:56 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 4.1 -20.7 -28.9 0.08 -0.01 -1.01 0 0 0 0.1508 -0.2368 -0.0301 0.080 0.010 2.348
0.07 3.6 -21.9 -26.0 0.10 -0.01 -1.02 0 0 0 0.0058 0.0503 0.0001 0.078 0.012 2.346
0.10 3.6 -21.9 -26.0 0.06 -0.01 -1.00 0 0 0 0.1328 -0.0243 0.1043 0.078 0.014 2.347
0.13 4.1 -23.2 -25.8 0.07 -0.02 -0.99 0 0 0 -0.0342 -0.1453 -0.0123 0.073 0.017 2.348
0.16 4.1 -23.2 -25.8 0.07 -0.01 -1.02 0 0 0 -0.0766 -0.0267 -0.0183 0.071 0.014 2.347
0.20 3.7 -22.6 -25.9 0.08 -0.02 -1.01 0 0 0 0.1845 -0.3259 0.0208 0.064 0.018 2.348
0.22 3.7 -22.6 -25.9 0.08 -0.00 -1.00 0 0 0 0.1807 -0.2803 0.0282 0.055 0.023 2.347
0.26 3.0 -21.8 -26.3 0.06 -0.03 -0.98 0 0 0 -0.0818 0.0370 0.0558 0.052 0.024 2.348
0.29 3.0 -21.8 -26.3 0.03 -0.05 -0.99 0 0 0 0.0652 -0.1892 0.0446 0.052 0.022 2.349
0.32 2.7 -22.4 -26.7 0.03 -0.02 -0.92 0 0 0 0.3575 -0.4443 0.0144 0.040 0.029 2.350
0.35 2.7 -22.4 -26.7 0.02 -0.06 -0.89 0 0 0 0.2559 -0.2382 0.0690 0.030 0.038 2.350
0.38 3.2 -22.1 -26.4 0.01 -0.08 -0.93 0 0 0 -0.0213 -0.0737 0.0101 0.024 0.040 2.350
0.41 3.2 -22.1 -26.4 -0.01 -0.06 -0.88 0 0 0 0.4132 -0.1990 -0.0462 0.019 0.046 2.350
0.45 2.6 -22.1 -26.0 -0.05 -0.05 -0.77 0 0 0 0.5746 -0.0538 -0.0739 0.015 0.061 2.347
0.47 2.6 -22.1 -26.0 0.07 -0.13 -0.95 0 0 0 -0.1159 -0.0440 -0.0645 0.015 0.069 2.343
0.51 2.0 -22.6 -25.5 -0.03 -0.06 -0.94 0 0 0 -0.0254 -0.1451 -0.1201 0.013 0.067 2.340
