iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:58:34 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 3.9 -21.5 -28.2 0.08 0.01 -1.00 0 0 0 0.0626 -0.0798 0.0075 0.081 0.001 2.800
0.07 3.9 -21.5 -28.2 0.09 -0.00 -1.00 0 0 0 0.0517 -0.0739 0.0278 0.079 0.002 2.800
0.10 3.0 -21.6 -25.3 0.06 -0.01 -0.99 0 0 0 0.0251 0.0304 -0.0223 0.077 0.004 2.800
0.13 3.0 -21.6 -25.3 0.09 -0.01 -0.98 0 0 0 -0.1330 -0.2548 -0.1041 0.074 0.002 2.798
0.16 2.8 -22.1 -25.4 0.05 0.01 -1.04 0 0 0 -0.1329 -0.2584 -0.1172 0.065 -0.003 2.794
0.19 2.8 -22.1 -25.4 0.07 0.01 -1.00 0 0 0 0.0261 0.0634 0.0057 0.062 -0.004 2.793
0.22 2.3 -21.2 -27.0 0.06 0.00 -1.00 0 0 0 -0.0371 0.0052 -0.0275 0.063 -0.004 2.792
0.25 2.3 -21.2 -27.0 0.08 0.00 -1.02 0 0 0 -0.0380 -0.0420 -0.0708 0.063 -0.005 2.790
0.28 2.8 -20.8 -27.9 0.07 0.02 -1.01 0 0 0 0.0278 -0.0245 -0.0331 0.062 -0.006 2.789
0.32 2.8 -20.8 -27.9 0.06 0.01 -0.98 0 0 0 0.0430 0.0102 0.0344 0.061 -0.004 2.788
0.35 3.3 -20.9 -27.9 0.07 0.01 -0.95 0 0 0 -0.0060 0.0510 -0.0370 0.062 -0.003 2.788
0.38 3.3 -20.9 -27.9 0.06 0.01 -0.89 0 0 0 0.0865 -0.0689 0.0192 0.062 -0.002 2.787
0.41 3.8 -21.4 -27.3 0.04 -0.03 -0.90 0 0 0 0.1171 -0.2854 0.0621 0.056 0.001 2.788
0.44 3.8 -21.4 -27.3 0.03 0.01 -0.87 0 0 0 0.0893 -0.4134 -0.1003 0.046 0.003 2.787
0.47 3.0 -21.9 -26.5 0.03 0.04 -0.87 0 0 0 0.2222 -0.3189 -0.1387 0.033 0.009 2.780
0.50 3.0 -21.9 -26.5 0.07 -0.03 -0.91 0 0 0 0.2736 -0.2338 0.1383 0.022 0.018 2.780
0.53 2.0 -22.6 -25.6 0.07 -0.06 -0.88 0 0 0 0.4012 -0.1300 0.2170 0.019 0.027 2.785
0.57 2.0 -22.6 -25.6 -0.03 0.06 -0.81 0 0 0 0.8470 0.3632 -0.2505 0.024 0.050 2.781
0.60 2.2 -23.0 -25.3 0.10 -0.10 -0.91 0 0 0 0.7346 -0.3254 0.0297 0.024 0.071 2.776
0.63 2.2 -23.0 -25.3 0.04 -0.10 -0.96 0 0 0 0.7367 -0.6981 0.4905 0.008 0.090 2.784
0.66 1.3 -24.5 -24.7 -0.07 -0.13 -0.90 0 0 0 0.3580 0.1254 -0.0076 -0.013 0.120 2.797
0.69 1.3 -24.5 -24.7 -0.04 -0.09 -0.84 0 0 0 -0.4040 0.4812 -0.1301 -0.002 0.117 2.793
0.72 1.1 -25.6 -24.1 0.05 -0.12 -0.97 0 0 0 -0.3462 0.0012 0.2803 0.005 0.105 2.795
0.75 1.1 -25.6 -24.1 -0.10 -0.06 -0.91 0 0 0 0.4144 0.1720 -0.0819 -0.000 0.113 2.801
0.79 0.5 -25.8 -23.1 0.07 -0.18 -1.04 0 0 0 -0.3972 0.4615 -0.3512 0.010 0.114 2.794
0.82 0.5 -25.8 -23.1 0.03 -0.11 -1.08 0 0 0 -0.3994 0.1999 -0.4725 0.029 0.081 2.777
0.85 0.6 -24.0 -24.5 -0.08 0.00 -0.95 0 0 0 0.0811 0.2206 -0.4591 0.034 0.079 2.763
0.88 0.6 -24.0 -24.5 0.12 -0.15 -1.12 0 0 0 -0.1580 0.0440 -0.0986 0.037 0.078 2.757
0.91 1.1 -22.6 -26.3 0.01 -0.08 -1.10 0 0 0 -0.1889 0.0372 -0.5104 0.038 0.069 2.747
0.94 1.1 -22.6 -26.3 0.02 -0.05 -1.00 0 0 0 0.0154 0.1325 -0.4413 0.039 0.065 2.732
0.97 0.4 -22.7 -25.6 0.10 -0.17 -1.06 0 0 0 0.0708 -0.0595 0.0430 0.042 0.069 2.728
1.00 0.4 -22.7 -25.6 0.05 -0.11 -1.13 0 0 0 0.0905 -0.1384 -0.0428 0.037 0.075 2.727
1.03 0.3 -22.3 -26.0 -0.05 0.04 -0.98 0 0 0 0.3536 0.3472 -0.3622 0.039 0.079 2.722
1.07 0.3 -22.3 -26.0 0.16 -0.10 -1.14 0 0 0 -0.2687 0.3538 -0.2895 0.047 0.077 2.710
1.10 1.3 -21.9 -26.1 -0.02 -0.02 -1.04 0 0 0 -0.0546 -0.2808 0.1261 0.047 0.062 2.713
1.13 1.3 -21.9 -26.1 -0.02 -0.02 -1.04 0 0 0 0.2241 -0.3350 -0.0018 0.034 0.066 2.712
1.16 1.2 -22.1 -25.6 0.02 -0.03 -1.10 0 0 0 -0.2950 -0.4639 0.1849 0.023 0.062 2.715
1.19 1.2 -22.1 -25.6 -0.01 -0.06 -1.18 0 0 0 -0.1807 -0.2665 0.1778 0.005 0.048 2.723
1.22 0.1 -21.9 -25.7 -0.08 -0.04 -1.13 0 0 0 -0.2337 -0.4571 0.1019 -0.004 0.044 2.726
1.26 0.1 -21.9 -25.7 0.03 -0.04 -1.21 0 0 0 -0.2628 -0.6689 0.0899 -0.030 0.032 2.730
1.29 -1.1 -22.0 -26.5 -0.03 0.01 -1.19 0 0 0 -0.0601 0.1837 -0.1296 -0.035 0.029 2.728
1.32 -1.1 -22.0 -26.5 0.00 -0.03 -1.10 0 0 0 -0.3058 0.2618 0.1283 -0.025 0.023 2.727
1.35 -2.5 -21.7 -27.1 0.03 -0.06 -1.13 0 0 0 0.1019 -0.0278 0.0218 -0.026 0.019 2.733
1.38 -2.5 -21.7 -27.1 -0.05 0.00 -1.10 0 0 0 0.1163 0.1929 0.1259 -0.023 0.022 2.734
1.41 -1.7 -20.3 -26.7 -0.01 -0.04 -1.04 0 0 0 0.0407 0.1947 0.1585 -0.017 0.026 2.739
1.44 -1.7 -20.3 -26.7 0.01 -0.03 -1.06 0 0 0 -0.0675 0.2893 -0.1941 -0.005 0.022 2.735
1.47 -1.1 -19.8 -27.2 -0.00 0.02 -0.99 0 0 0 0.1973 0.1283 -0.0035 -0.000 0.023 2.732
1.50 -1.1 -19.8 -27.2 0.01 -0.03 -0.99 0 0 0 0.0397 0.1132 0.1794 0.002 0.026 2.735
1.53 -0.6 -20.8 -27.0 0.04 -0.05 -1.03 0 0 0 0.1423 0.0220 0.0601 0.009 0.027 2.740
