iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:58:06 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -0.3 -22.5 -25.9 0.05 -0.04 -1.01 0 0 0 -0.0806 0.0935 -0.0161 0.039 0.045 2.893
0.07 -0.1 -22.7 -25.1 0.04 -0.02 -1.02 0 0 0 0.0509 -0.1316 -0.0213 0.038 0.043 2.892
0.10 -0.1 -22.7 -25.1 0.04 -0.05 -1.01 0 0 0 0.0800 0.0583 0.0212 0.037 0.045 2.892
0.13 -0.3 -22.9 -25.6 0.04 -0.05 -0.99 0 0 0 -0.0145 -0.0113 0.0518 0.040 0.045 2.893
0.16 -0.3 -22.9 -25.6 0.01 -0.04 -1.02 0 0 0 -0.0435 -0.2537 0.0177 0.034 0.044 2.894
0.19 -0.2 -23.0 -26.1 0.03 -0.03 -1.02 0 0 0 -0.0677 -0.1251 -0.0581 0.028 0.042 2.893
0.22 -0.2 -23.0 -26.1 0.01 -0.04 -1.01 0 0 0 -0.0025 -0.0252 0.0545 0.025 0.040 2.893
0.25 0.3 -22.6 -26.6 0.04 -0.05 -1.01 0 0 0 -0.0156 0.0289 -0.0138 0.025 0.040 2.893
0.29 0.3 -22.6 -26.6 0.04 -0.05 -1.01 0 0 0 -0.0060 0.0080 -0.0109 0.025 0.039 2.893
0.32 -0.0 -22.2 -26.3 0.02 -0.04 -1.00 0 0 0 -0.0887 0.0186 -0.0276 0.024 0.039 2.892
0.35 -0.0 -22.2 -26.3 0.03 -0.04 -1.02 0 0 0 -0.0203 -0.0109 -0.0177 0.024 0.037 2.891
0.38 0.6 -21.9 -26.7 0.03 -0.03 -1.02 0 0 0 0.0120 0.0049 0.0046 0.023 0.037 2.890
0.41 0.6 -21.9 -26.7 0.03 -0.03 -1.01 0 0 0 -0.0048 -0.0116 0.0099 0.024 0.037 2.890
0.44 2.1 -21.9 -27.2 0.03 -0.03 -1.01 0 0 0 0.0108 0.0174 -0.0232 0.024 0.037 2.890
0.47 2.1 -21.9 -27.2 0.03 -0.05 -1.01 0 0 0 0.0192 -0.0286 0.0353 0.022 0.037 2.890
0.50 2.4 -22.2 -26.9 0.02 -0.05 -1.01 0 0 0 0.0263 0.0202 0.0031 0.022 0.038 2.890
0.54 2.4 -22.2 -26.9 0.02 -0.03 -1.00 0 0 0 0.0130 0.0528 0.0096 0.023 0.039 2.890
0.57 2.4 -22.1 -26.5 0.01 -0.04 -1.00 0 0 0 0.0634 -0.0164 0.0409 0.022 0.041 2.891
0.60 2.4 -22.1 -26.5 0.03 -0.02 -0.99 0 0 0 0.0778 0.0103 0.0127 0.022 0.042 2.891
0.63 2.4 -22.6 -25.4 0.02 -0.03 -0.98 0 0 0 -0.0087 0.0353 0.0412 0.023 0.043 2.892
0.66 2.4 -22.6 -25.4 0.03 -0.04 -0.97 0 0 0 0.0526 -0.0500 0.0800 0.023 0.043 2.893
0.69 2.4 -23.0 -25.9 0.03 -0.04 -0.94 0 0 0 0.0369 -0.0519 0.1399 0.021 0.044 2.896
0.72 2.4 -23.0 -25.9 0.00 -0.04 -0.95 0 0 0 -0.0341 -0.0070 0.1560 0.019 0.043 2.900
0.75 2.2 -22.6 -26.7 0.02 -0.04 -0.94 0 0 0 0.0646 -0.0198 0.0505 0.017 0.045 2.903
0.79 2.2 -22.6 -26.7 0.03 -0.05 -0.92 0 0 0 0.0418 0.0101 0.0248 0.018 0.046 2.904
0.82 1.3 -22.2 -26.3 0.02 -0.04 -0.87 0 0 0 0.0680 0.0295 0.0734 0.018 0.048 2.905
0.85 1.3 -22.2 -26.3 0.05 -0.08 -0.90 0 0 0 0.0801 -0.0158 0.0827 0.016 0.052 2.909
0.88 0.5 -22.1 -26.1 -0.01 -0.03 -0.86 0 0 0 0.1213 0.3843 -0.1298 0.020 0.054 2.908
0.91 0.5 -22.1 -26.1 0.03 -0.07 -0.86 0 0 0 0.0069 0.4471 -0.0266 0.034 0.056 2.904
0.94 -0.5 -22.7 -25.4 0.01 -0.08 -0.87 0 0 0 0.3310 -0.6256 0.2509 0.027 0.058 2.911
0.97 -0.5 -22.7 -25.4 -0.05 -0.06 -0.84 0 0 0 0.2877 -0.1702 -0.1770 0.015 0.068 2.911
1.01 -0.7 -23.0 -25.5 0.06 -0.12 -0.94 0 0 0 -0.3568 0.5903 -0.3650 0.029 0.065 2.897
1.04 -0.7 -23.0 -25.5 0.07 -0.06 -0.99 0 0 0 -0.0338 -0.3647 -0.2338 0.032 0.055 2.889
1.07 -0.8 -23.1 -26.5 -0.02 -0.06 -1.00 0 0 0 0.2775 -0.1650 -0.3531 0.024 0.059 2.880
1.10 -0.8 -23.1 -26.5 0.01 -0.06 -0.90 0 0 0 0.3321 0.2498 -0.2762 0.029 0.072 2.867
1.13 -0.3 -23.1 -26.4 0.02 -0.09 -0.98 0 0 0 0.0262 -0.3737 0.0931 0.027 0.077 2.865
1.16 -0.3 -23.1 -26.4 0.01 -0.12 -1.09 0 0 0 -0.2354 -0.4474 -0.0984 0.011 0.074 2.866
1.19 -0.6 -22.9 -26.1 -0.01 -0.01 -0.99 0 0 0 -0.1659 -0.0073 -0.1945 0.008 0.056 2.853
1.22 -0.6 -22.9 -26.1 0.02 -0.09 -1.01 0 0 0 0.1913 -0.4114 0.2203 0.001 0.058 2.855
1.25 -1.1 -22.3 -26.1 -0.03 -0.11 -1.15 0 0 0 -0.1398 -0.2895 0.1745 -0.009 0.060 2.860
1.29 -1.1 -22.3 -26.1 -0.05 0.01 -0.96 0 0 0 0.0860 0.3047 -0.2310 -0.011 0.053 2.858
1.32 -1.2 -22.2 -26.8 0.11 -0.09 -1.09 0 0 0 0.3448 0.1090 -0.0000 -0.002 0.059 2.853
