iPhone Sensor Log from Crossbow started at Dec 14, 2011 2:07:36 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -15.8 -12.7 -27.0 -0.13 -0.11 -1.45 37.428036 -122.174192 36.6 -0.9206 -0.3250 0.1387 -0.036 0.054 -0.109
0.06 -16.5 -11.8 -26.9 -0.10 -0.04 -1.20 37.428036 -122.174192 36.6 1.0856 0.6565 -0.5150 -0.031 0.059 -0.117
0.10 -16.5 -11.8 -26.9 0.20 -0.08 -0.95 37.428036 -122.174192 36.6 1.0790 0.8462 -0.4730 -0.006 0.092 -0.131
0.13 -15.1 -12.3 -26.7 0.08 -0.20 -1.60 37.428036 -122.174192 36.6 0.6261 0.7456 -0.0157 0.016 0.114 -0.138
0.16 -15.1 -12.3 -26.7 0.07 -0.12 -1.97 37.428036 -122.174192 36.6 1.8047 1.6157 0.1200 0.047 0.146 -0.135
0.19 -9.4 -16.7 -26.1 -0.02 -0.02 -1.97 37.428036 -122.174192 36.6 5.6123 5.9052 -0.6258 0.235 0.315 -0.168
0.22 -9.4 -16.7 -26.1 0.53 -0.33 -1.85 37.428036 -122.174192 36.6 7.1796 7.4477 -0.3869 0.460 0.482 -0.253
0.25 -2.8 -21.3 -21.2 0.53 -0.36 -1.73 37.428036 -122.174192 36.6 7.8346 9.0636 0.9798 0.767 0.666 -0.388
0.28 -2.8 -21.3 -21.2 0.26 -0.23 -1.03 37.428036 -122.174192 36.6 8.1778 9.4200 1.8880 1.177 0.829 -0.604
0.32 5.4 -27.5 -5.1 0.01 -0.19 -0.44 37.428036 -122.174192 36.6 7.2786 8.1630 2.1657 1.841 0.924 -1.043
0.35 5.4 -27.5 -5.1 0.15 -0.15 0.27 37.428036 -122.174192 36.6 5.9555 6.9598 1.6297 2.289 0.881 -1.347
0.38 4.5 -28.5 5.5 -0.02 0.09 0.80 37.428036 -122.174192 36.6 4.2725 4.4226 2.0090 2.588 0.807 -1.537
0.41 4.5 -28.5 5.5 -0.30 0.19 1.23 37.428036 -122.174192 36.6 2.8023 2.8095 2.2124 2.776 0.749 -1.673
0.44 -0.1 -28.6 13.2 -0.52 0.12 1.08 37.428036 -122.174192 36.6 0.3910 1.1021 1.5615 2.957 0.707 -1.821
0.47 -0.1 -28.6 13.2 -0.57 -0.05 0.95 37.428036 -122.174192 36.6 0.0142 0.2242 1.1858 3.000 0.711 -1.869
0.50 -2.2 -28.0 14.4 -0.43 -0.23 0.87 37.428036 -122.174192 36.6 0.1130 0.4703 0.4510 3.036 0.707 -1.903
0.53 -2.2 -28.0 14.4 -0.34 -0.39 0.75 37.428036 -122.174192 36.6 0.0126 0.5945 -0.0948 3.053 0.706 -1.906
0.56 -3.4 -27.2 14.7 -0.28 -0.53 0.74 37.428036 -122.174192 36.6 0.2051 0.6231 -0.3000 3.068 0.702 -1.899
0.60 -3.4 -27.2 14.7 -0.24 -0.55 1.17 37.428036 -122.174192 36.6 0.3186 0.4696 -0.6806 3.075 0.689 -1.881
