iPhone Sensor Log from Crossbow started at Dec 14, 2011 2:04:33 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -14.5 -15.7 -26.7 -0.03 -0.07 -0.80 37.428036 -122.174192 36.6 -0.0144 -0.0467 -0.0694 -0.066 0.078 -0.495
0.06 -14.5 -14.9 -26.7 -0.08 -0.04 -1.35 37.428036 -122.174192 36.6 -0.7611 -0.4982 0.0404 -0.076 0.063 -0.497
0.10 -14.5 -14.9 -26.7 -0.13 -0.06 -1.24 37.428036 -122.174192 36.6 -0.6317 -0.3242 0.0587 -0.089 0.041 -0.497
0.13 -14.8 -14.5 -26.7 -0.06 -0.11 -0.74 37.428036 -122.174192 36.6 0.9452 0.4434 -0.0386 -0.085 0.048 -0.496
0.16 -14.8 -14.5 -26.7 -0.06 -0.11 -0.74 37.428036 -122.174192 36.6 0.8979 0.7379 -0.0488 -0.070 0.075 -0.496
0.19 -14.2 -14.9 -26.6 0.01 -0.13 -0.86 37.428036 -122.174192 36.6 -0.3934 0.2565 0.2127 -0.046 0.084 -0.492
0.22 -14.2 -14.9 -26.6 -0.01 -0.09 -1.40 37.428036 -122.174192 36.6 0.1239 0.7507 0.2297 -0.031 0.079 -0.485
0.25 -11.6 -15.3 -27.2 0.03 -0.14 -1.55 37.428036 -122.174192 36.6 1.3491 2.0149 0.2921 0.005 0.101 -0.477
0.28 -11.6 -15.3 -27.2 -0.01 -0.08 -1.57 37.428036 -122.174192 36.6 2.4057 3.7780 0.1400 0.089 0.160 -0.473
0.31 -8.3 -16.7 -27.4 0.09 -0.10 -1.97 37.428036 -122.174192 36.6 5.0655 6.9416 -0.0904 0.301 0.289 -0.502
0.35 -8.3 -16.7 -27.4 0.41 -0.14 -1.96 37.428036 -122.174192 36.6 7.3681 9.1282 0.6438 0.555 0.457 -0.576
0.38 2.2 -23.4 -19.5 0.18 -0.16 -1.44 37.428036 -122.174192 36.6 7.9752 9.2057 1.3248 0.889 0.639 -0.717
0.41 2.2 -23.4 -19.5 0.54 -0.20 -0.18 37.428036 -122.174192 36.6 7.6833 6.1025 1.3578 1.258 0.777 -0.950
0.44 7.4 -28.3 -8.8 0.56 -0.38 0.43 37.428036 -122.174192 36.6 4.4961 3.8044 1.6325 1.710 0.872 -1.333
0.47 7.4 -28.3 -8.8 0.49 -0.29 0.18 37.428036 -122.174192 36.6 3.3297 3.2578 1.4493 1.951 0.886 -1.512
0.50 6.1 -29.8 5.1 0.47 -0.34 0.23 37.428036 -122.174192 36.6 2.8058 2.4188 1.6878 2.141 0.887 -1.660
0.53 6.1 -29.8 5.1 0.22 -0.28 0.37 37.428036 -122.174192 36.6 2.3904 1.8050 2.0102 2.308 0.885 -1.801
0.56 3.2 -29.0 9.9 0.02 -0.20 0.63 37.428036 -122.174192 36.6 1.9463 -0.0112 2.0615 2.471 0.879 -1.974
0.60 3.2 -29.0 9.9 -0.23 -0.19 0.82 37.428036 -122.174192 36.6 1.7027 -0.5048 1.9538 2.553 0.871 -2.093
0.63 -0.6 -28.3 14.6 -0.29 -0.31 0.95 37.428036 -122.174192 36.6 1.2342 -0.8905 1.3373 2.608 0.859 -2.190
