iPhone Sensor Log from Crossbow started at Dec 14, 2011 2:05:09 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -16.4 -14.1 -27.6 -0.04 -0.08 -1.17 37.428036 -122.174192 36.6 -0.8535 -0.3102 0.1459 -0.058 0.062 -0.416
0.06 -16.4 -14.1 -27.6 -0.03 -0.01 -1.12 37.428036 -122.174192 36.6 0.1461 0.0309 0.0120 -0.063 0.051 -0.413
0.10 -15.1 -13.4 -27.0 -0.09 -0.08 -1.09 37.428036 -122.174192 36.6 0.8268 1.1206 -0.0477 -0.042 0.072 -0.413
0.13 -15.1 -13.4 -27.0 -0.00 -0.11 -1.19 37.428036 -122.174192 36.6 1.0154 1.7879 -0.0755 0.012 0.102 -0.412
0.16 -11.5 -15.2 -26.9 0.19 -0.13 -1.47 37.428036 -122.174192 36.6 1.6267 2.1707 0.0779 0.080 0.149 -0.417
0.19 -11.5 -15.2 -26.9 0.06 -0.05 -1.74 37.428036 -122.174192 36.6 2.8913 4.4366 0.0467 0.176 0.214 -0.421
0.22 -7.0 -17.8 -26.4 0.40 -0.22 -1.96 37.428036 -122.174192 36.6 3.6505 5.8992 -0.1785 0.331 0.303 -0.448
0.25 -7.0 -17.8 -26.4 0.59 -0.12 -1.96 37.428036 -122.174192 36.6 6.5478 7.9765 0.5476 0.624 0.468 -0.538
0.28 3.4 -23.5 -18.5 0.52 -0.29 -1.15 37.428036 -122.174192 36.6 7.7627 8.5691 1.1820 0.940 0.638 -0.690
0.31 3.4 -23.5 -18.5 0.66 -0.39 -0.55 37.428036 -122.174192 36.6 7.0025 7.3562 1.6588 1.299 0.763 -0.908
0.35 7.4 -28.3 -7.8 0.45 -0.25 0.20 37.428036 -122.174192 36.6 6.4667 6.9376 2.2524 1.687 0.834 -1.168
0.38 7.4 -28.3 -7.8 0.22 -0.08 0.65 37.428036 -122.174192 36.6 4.6047 4.9102 2.7591 2.158 0.854 -1.504
0.41 4.7 -30.4 7.0 -0.05 0.07 0.75 37.428036 -122.174192 36.6 2.7919 3.6695 2.9753 2.509 0.838 -1.764
0.44 4.7 -30.4 7.0 -0.31 0.04 0.98 37.428036 -122.174192 36.6 1.6270 1.4924 2.7709 2.686 0.830 -1.913
0.47 0.8 -28.9 11.4 -0.58 -0.00 0.90 37.428036 -122.174192 36.6 0.8171 0.6594 2.4951 2.797 0.830 -2.032
0.50 0.8 -28.9 11.4 -0.43 -0.21 0.77 37.428036 -122.174192 36.6 0.2363 0.3703 1.2405 2.898 0.831 -2.135
0.53 -2.6 -28.3 12.2 -0.46 -0.32 0.84 37.428036 -122.174192 36.6 0.0363 -0.4420 0.7830 2.927 0.833 -2.178
0.57 -2.6 -28.3 12.2 -0.32 -0.46 0.75 37.428036 -122.174192 36.6 -0.0131 -0.1647 0.1090 2.962 0.824 -2.219
