iPhone Sensor Log from Crossbow started at Dec 14, 2011 2:05:00 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -12.9 -12.3 -28.0 -0.08 -0.03 -1.26 37.428036 -122.174192 36.6 -0.7474 -0.0684 0.0474 0.004 0.045 -0.358
0.07 -13.7 -12.1 -27.9 0.12 -0.08 -0.95 37.428036 -122.174192 36.6 0.3932 0.3344 -0.2331 0.006 0.043 -0.360
0.10 -13.7 -12.1 -27.9 0.17 -0.16 -1.23 37.428036 -122.174192 36.6 0.5450 0.5538 -0.3015 0.022 0.059 -0.369
0.13 -14.0 -12.1 -28.6 0.11 -0.10 -1.47 37.428036 -122.174192 36.6 0.7208 1.6404 0.0918 0.071 0.081 -0.375
0.16 -14.0 -12.1 -28.6 -0.04 -0.05 -1.92 37.428036 -122.174192 36.6 1.9058 3.1348 0.1468 0.137 0.120 -0.374
0.19 -8.1 -15.0 -28.0 -0.04 -0.05 -1.92 37.428036 -122.174192 36.6 3.1172 4.4521 -0.4645 0.254 0.190 -0.394
0.22 -8.1 -15.0 -28.0 0.46 -0.14 -1.96 37.428036 -122.174192 36.6 4.7316 3.2646 -0.6985 0.374 0.295 -0.450
0.25 -2.0 -19.2 -24.8 0.97 -0.30 -1.95 37.428036 -122.174192 36.6 6.5886 3.9268 0.8342 0.529 0.480 -0.547
0.28 -2.0 -19.2 -24.8 0.42 -0.03 -1.51 37.428036 -122.174192 36.6 7.9658 5.6558 1.5338 0.733 0.674 -0.658
0.32 2.7 -24.7 -17.6 0.62 -0.27 -0.62 37.428036 -122.174192 36.6 6.7211 3.2265 1.6729 0.974 0.842 -0.832
0.35 2.7 -24.7 -17.6 0.33 -0.53 -0.19 37.428036 -122.174192 36.6 5.6026 3.2489 2.0481 1.210 0.966 -1.032
0.38 3.4 -29.7 -3.8 0.33 -0.33 0.31 37.428036 -122.174192 36.6 4.1461 3.1539 1.8197 1.763 1.074 -1.475
0.41 3.4 -29.7 -3.8 0.06 -0.38 0.38 37.428036 -122.174192 36.6 3.3223 3.0038 1.8554 2.056 1.092 -1.712
0.44 1.4 -29.3 3.6 0.09 -0.38 0.45 37.428036 -122.174192 36.6 2.2034 2.3656 1.5564 2.301 1.086 -1.905
0.47 1.4 -29.3 3.6 -0.03 -0.39 0.31 37.428036 -122.174192 36.6 1.9018 1.9887 1.5487 2.485 1.076 -2.049
0.50 -2.5 -27.6 9.1 -0.17 -0.38 0.48 37.428036 -122.174192 36.6 1.8371 1.5547 1.2847 2.694 1.043 -2.216
0.53 -2.5 -27.6 9.1 -0.27 -0.39 0.62 37.428036 -122.174192 36.6 1.5938 1.4119 0.9432 2.810 1.010 -2.305
0.57 -4.2 -26.7 10.8 -0.31 -0.38 0.64 37.428036 -122.174192 36.6 1.3024 1.1005 0.5857 2.891 0.977 -2.360
