iPhone Sensor Log from Crossbow started at Dec 14, 2011 2:15:26 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -17.7 -12.3 -23.4 -0.02 0.06 -1.58 37.428028 -122.174247 35.9 -0.2235 0.3267 0.0205 -0.081 -0.043 0.611
0.06 -17.7 -12.3 -23.4 0.00 0.12 -1.38 37.428028 -122.174247 35.9 1.4379 1.8900 -0.0011 -0.048 -0.025 0.612
0.10 -16.4 -13.2 -24.3 -0.11 -0.01 -1.21 37.428028 -122.174247 35.9 2.5551 3.5856 0.0010 0.066 0.056 0.611
0.13 -16.4 -13.2 -24.3 0.25 -0.19 -1.48 37.428028 -122.174247 35.9 2.3631 3.5351 -0.2991 0.170 0.127 0.599
0.16 -8.3 -18.0 -24.0 0.35 -0.21 -1.29 37.428028 -122.174247 35.9 2.7768 3.6525 -0.2716 0.270 0.192 0.574
0.19 -8.3 -18.0 -24.0 0.36 -0.25 -1.21 37.428028 -122.174247 35.9 3.6905 4.8205 -0.0134 0.398 0.279 0.539
0.22 -1.9 -21.7 -21.5 0.48 -0.30 -1.08 37.428028 -122.174247 35.9 4.1595 5.1688 0.0980 0.614 0.410 0.467
0.25 -1.9 -21.7 -21.5 0.57 -0.35 -0.58 37.428028 -122.174247 35.9 4.7721 4.7960 0.2837 0.852 0.540 0.345
0.28 6.8 -26.2 -11.9 0.50 -0.37 -0.27 37.428028 -122.174247 35.9 4.9570 4.8644 0.6784 1.054 0.631 0.222
0.31 6.8 -26.2 -11.9 0.57 -0.42 -0.03 37.428028 -122.174247 35.9 4.5442 4.1921 0.8872 1.270 0.704 0.079
0.35 9.1 -29.6 -4.1 0.63 -0.48 0.26 37.428028 -122.174247 35.9 3.6263 2.5576 0.8995 1.525 0.762 -0.114
0.38 9.1 -29.6 -4.1 0.63 -0.48 0.26 37.428028 -122.174247 35.9 2.9413 0.9632 1.4148 1.655 0.794 -0.240
0.41 7.5 -32.5 3.3 0.42 -0.46 0.45 37.428028 -122.174247 35.9 2.0544 0.4974 1.2339 1.745 0.822 -0.344
0.44 7.5 -32.5 3.3 0.26 -0.46 0.35 37.428028 -122.174247 35.9 1.9544 1.4728 0.7873 1.840 0.837 -0.432
0.47 6.5 -32.4 6.7 0.37 -0.50 0.50 37.428028 -122.174247 35.9 1.9242 1.0807 0.3119 1.940 0.833 -0.517
0.50 6.5 -32.4 6.7 0.24 -0.46 0.66 37.428028 -122.174247 35.9 1.4428 0.5112 -0.1175 2.053 0.807 -0.625
