iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:15:06 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -30.8 3.9 7.3 -0.96 -0.02 0.40 37.428024 -122.174271 34.9 0.4087 -0.7118 0.5571 -1.868 0.100 2.271
0.06 -30.8 3.9 7.3 -1.08 -0.04 0.41 37.428024 -122.174271 34.9 0.3776 -0.9611 0.9775 -1.898 0.073 2.276
0.10 -30.3 5.1 8.9 -1.03 -0.02 0.34 37.428024 -122.174271 34.9 -0.0917 -0.7653 0.6696 -1.920 0.052 2.270
0.13 -30.3 5.1 8.9 -1.00 0.03 0.51 37.428024 -122.174271 34.9 -0.0618 -1.2029 0.9376 -1.947 0.032 2.260
0.16 -28.9 7.5 10.7 -1.06 0.04 0.56 37.428024 -122.174271 34.9 -0.0214 -2.0520 1.6162 -2.030 -0.027 2.238
0.19 -28.9 7.5 10.7 -1.08 0.03 0.45 37.428024 -122.174271 34.9 -0.2161 -1.9473 1.3296 -2.087 -0.062 2.214
0.22 -27.3 10.1 13.5 -1.03 -0.00 0.51 37.428024 -122.174271 34.9 0.0204 -0.9363 0.7704 -2.128 -0.086 2.201
0.25 -27.3 10.1 13.5 -0.78 -0.01 0.49 37.428024 -122.174271 34.9 -0.1029 -0.5185 0.3259 -2.148 -0.097 2.193
0.28 -26.3 11.5 15.1 -0.59 -0.01 0.52 37.428024 -122.174271 34.9 -0.1649 -0.4427 0.1897 -2.164 -0.099 2.183
0.32 -26.3 11.5 15.1 -0.36 0.03 0.49 37.428024 -122.174271 34.9 -0.1209 -0.7131 0.4567 -2.182 -0.104 2.176
0.35 -23.6 13.1 17.6 -0.39 0.07 0.67 37.428024 -122.174271 34.9 0.3322 -1.2130 1.3091 -2.212 -0.127 2.164
0.38 -23.6 13.1 17.6 -0.50 0.11 0.64 37.428024 -122.174271 34.9 0.5256 -1.6049 2.1761 -2.255 -0.176 2.143
0.41 -21.7 15.0 19.0 -0.42 0.17 0.63 37.428024 -122.174271 34.9 0.5081 -1.4664 2.4237 -2.341 -0.273 2.084
0.44 -21.7 15.0 19.0 -0.40 0.20 0.69 37.428024 -122.174271 34.9 0.6372 -1.5441 2.6692 -2.396 -0.334 2.043
0.47 -16.6 20.1 20.4 -0.53 0.16 0.60 37.428024 -122.174271 34.9 0.7155 -1.5708 2.9132 -2.459 -0.401 1.993
