iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:16:43 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -22.9 26.9 17.0 -0.73 0.31 0.54 37.427979 -122.174208 34.2 0.0229 -1.1891 1.0516 -2.483 -0.581 2.284
0.07 -22.9 26.9 17.0 -0.76 0.29 0.54 37.427979 -122.174208 34.2 0.0096 -0.8289 0.7745 -2.526 -0.596 2.261
0.10 -20.2 27.1 18.1 -0.59 0.25 0.50 37.427979 -122.174208 34.2 -0.1349 -0.2026 0.1355 -2.557 -0.604 2.242
0.13 -20.2 27.1 18.1 -0.31 0.35 0.46 37.427979 -122.174208 34.2 -0.1403 -0.4129 -0.1669 -2.564 -0.596 2.245
0.16 -17.4 27.3 18.2 -0.29 0.42 0.55 37.427979 -122.174208 34.2 0.0774 -0.8122 0.2704 -2.583 -0.597 2.243
0.19 -17.4 27.3 18.2 -0.32 0.41 0.57 37.427979 -122.174208 34.2 0.2089 -0.8229 0.5971 -2.614 -0.609 2.232
0.22 -17.3 28.0 18.5 -0.30 0.46 0.58 37.427979 -122.174208 34.2 0.2349 -0.5280 0.4825 -2.640 -0.622 2.219
0.25 -17.3 28.0 18.5 -0.28 0.45 0.65 37.427979 -122.174208 34.2 0.3113 -0.4225 0.4040 -2.667 -0.639 2.208
0.29 -16.9 29.1 18.2 -0.27 0.40 0.50 37.427979 -122.174208 34.2 0.1458 -0.1921 0.3279 -2.679 -0.649 2.200
0.32 -16.9 29.1 18.2 -0.20 0.35 0.48 37.427979 -122.174208 34.2 0.1236 -0.0932 0.3044 -2.688 -0.656 2.192
0.35 -16.2 29.6 18.1 -0.18 0.34 0.46 37.427979 -122.174208 34.2 0.3812 0.0530 0.3543 -2.693 -0.670 2.185
0.38 -16.2 29.6 18.1 -0.15 0.36 0.39 37.427979 -122.174208 34.2 0.5855 0.2431 0.4207 -2.691 -0.693 2.178
0.41 -15.7 30.6 18.1 -0.18 0.34 0.36 37.427979 -122.174208 34.2 0.8382 0.3572 0.5836 -2.684 -0.717 2.173
0.44 -15.7 30.6 18.1 -0.23 0.36 0.32 37.427979 -122.174208 34.2 1.1099 0.4057 0.6449 -2.678 -0.751 2.168
0.47 -14.6 31.4 16.3 -0.27 0.37 0.23 37.427979 -122.174208 34.2 1.3458 0.4837 0.6496 -2.665 -0.790 2.168
0.50 -14.6 31.4 16.3 -0.28 0.43 0.16 37.427979 -122.174208 34.2 1.5134 0.6256 0.5397 -2.640 -0.847 2.176
0.54 -13.4 32.2 13.6 -0.40 0.45 0.13 37.427979 -122.174208 34.2 1.8162 0.6707 0.5675 -2.610 -0.896 2.192
0.57 -13.4 32.2 13.6 -0.47 0.42 -0.03 37.427979 -122.174208 34.2 1.9939 0.6923 0.6036 -2.573 -0.951 2.215
0.60 -12.1 34.6 8.1 -0.45 0.47 -0.17 37.427979 -122.174208 34.2 2.0755 0.7533 0.1208 -2.499 -1.021 2.273
0.63 -12.1 34.6 8.1 -0.54 0.53 -0.24 37.427979 -122.174208 34.2 2.3937 0.8856 0.0521 -2.375 -1.085 2.380
0.66 -11.2 35.6 4.6 -0.77 0.58 -0.34 37.427979 -122.174208 34.2 2.6348 0.7106 0.1183 -2.250 -1.135 2.495
0.69 -11.2 35.6 4.6 -0.77 0.58 -0.34 37.427979 -122.174208 34.2 2.7498 0.6158 -0.0130 -2.088 -1.179 2.653
0.72 -10.7 35.9 -1.7 -0.83 0.59 -0.39 37.427979 -122.174208 34.2 2.8592 0.5996 -0.3536 -1.882 -1.205 2.856
0.75 -10.7 35.9 -1.7 -0.77 0.51 -0.40 37.427979 -122.174208 34.2 2.9305 0.4817 -0.6637 -1.560 -1.195 -3.106
0.79 -11.1 35.9 -6.9 -0.97 0.55 -0.89 37.427979 -122.174208 34.2 2.7579 0.1688 -0.7989 -1.374 -1.165 -2.910
0.82 -11.1 35.9 -6.9 -1.08 0.59 -0.79 37.427979 -122.174208 34.2 3.0229 0.4760 -1.0609 -1.206 -1.116 -2.735
0.85 -13.6 34.6 -15.8 -1.14 0.56 -0.88 37.427979 -122.174208 34.2 2.9362 0.6244 -1.3944 -1.072 -1.050 -2.603
0.88 -13.6 34.6 -15.8 -1.29 0.56 -1.06 37.427979 -122.174208 34.2 3.1216 0.3174 -1.7560 -0.948 -0.916 -2.472
0.91 -16.7 31.7 -22.0 -1.20 0.62 -0.93 37.427979 -122.174208 34.2 2.7666 0.2133 -1.9503 -0.901 -0.825 -2.419
0.94 -16.7 31.7 -22.0 -1.25 0.44 -1.22 37.427979 -122.174208 34.2 2.3584 0.2797 -1.9537 -0.876 -0.739 -2.391
0.97 -22.7 23.0 -28.9 -1.22 0.38 -1.97 37.427979 -122.174208 34.2 2.1912 0.3703 -2.2582 -0.857 -0.654 -2.378
1.00 -22.7 23.0 -28.9 -1.22 0.38 -1.97 37.427979 -122.174208 34.2 2.5312 0.7160 -2.7604 -0.841 -0.522 -2.377
1.04 -26.6 13.3 -32.2 -1.31 0.37 -1.99 37.427979 -122.174208 34.2 2.9600 1.4606 -2.2878 -0.804 -0.419 -2.367
1.07 -26.6 13.3 -32.2 -1.46 0.36 -1.98 37.427979 -122.174208 34.2 3.2522 1.4471 -2.3545 -0.756 -0.312 -2.348
1.10 -28.0 2.6 -33.0 -1.32 0.45 -1.99 37.427979 -122.174208 34.2 3.3029 1.8768 -2.8360 -0.695 -0.155 -2.341
