iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:54:09 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 3.7 -22.5 -26.4 0.04 -0.02 -0.99 0 0 0 -0.0178 -0.0746 0.0340 0.036 0.020 -2.794
0.06 3.7 -22.5 -26.4 0.02 -0.03 -0.99 0 0 0 -0.0035 0.0264 -0.0425 0.033 0.021 -2.793
0.10 4.6 -22.6 -25.3 0.06 -0.01 -0.96 0 0 0 -0.0502 0.1596 -0.2153 0.035 0.020 -2.797
0.13 4.6 -22.6 -25.3 0.03 -0.00 -1.03 0 0 0 -0.2938 -0.2040 -0.1035 0.036 0.011 -2.805
0.16 5.4 -22.2 -24.8 0.00 -0.01 -1.01 0 0 0 -0.0363 -0.2547 0.0273 0.026 0.006 -2.805
0.19 5.4 -22.2 -24.8 0.01 -0.00 -1.01 0 0 0 -0.0561 0.0404 -0.1061 0.023 0.005 -2.807
0.22 4.7 -22.1 -24.6 0.02 0.00 -1.01 0 0 0 -0.0416 -0.0732 -0.0330 0.020 0.002 -2.810
0.25 4.7 -22.1 -24.6 0.02 -0.00 -1.00 0 0 0 -0.0276 0.0450 -0.0284 0.020 0.001 -2.811
0.28 4.2 -22.0 -25.3 0.03 -0.00 -1.01 0 0 0 -0.0586 -0.0079 -0.0248 0.021 -0.001 -2.813
0.32 4.2 -22.0 -25.3 0.04 0.01 -1.02 0 0 0 -0.0574 -0.0275 0.0032 0.021 -0.002 -2.814
0.35 4.2 -20.7 -26.3 0.03 -0.01 -1.02 0 0 0 -0.0375 0.0445 0.0531 0.021 -0.003 -2.814
0.38 4.2 -20.7 -26.3 0.12 0.01 -1.04 0 0 0 -0.0386 -0.2401 -0.0269 0.023 -0.006 -2.813
0.41 3.1 -20.1 -26.0 0.22 0.04 -1.02 0 0 0 -0.0038 -0.2156 -0.0707 0.023 -0.008 -2.815
0.44 3.1 -20.1 -26.0 0.24 0.05 -1.04 0 0 0 -0.0679 -0.0945 -0.0276 0.030 -0.011 -2.817
0.47 1.3 -20.0 -26.0 0.28 0.01 -1.07 0 0 0 -0.1947 -0.0921 0.2411 0.039 -0.019 -2.815
0.50 1.3 -20.0 -26.0 0.29 0.00 -1.05 0 0 0 0.0503 -0.3310 0.3652 0.043 -0.019 -2.806
0.53 0.6 -20.0 -26.7 0.28 0.07 -1.02 0 0 0 0.0713 -0.0381 0.2030 0.043 -0.016 -2.799
0.57 0.6 -20.0 -26.7 0.16 -0.01 -0.99 0 0 0 0.0771 -0.0120 0.2323 0.052 -0.016 -2.794
0.60 0.8 -19.4 -27.0 0.23 -0.01 -1.03 0 0 0 -0.1523 -0.1841 0.2118 0.056 -0.015 -2.785
0.63 0.8 -19.4 -27.0 0.12 0.10 -1.01 0 0 0 -0.0856 -0.2713 0.0637 0.059 -0.020 -2.781
0.66 0.2 -19.6 -26.6 -0.02 0.03 -0.97 0 0 0 0.4321 -0.4280 -0.0808 0.050 -0.018 -2.783
0.69 0.2 -19.6 -26.6 0.01 -0.02 -0.95 0 0 0 0.8290 -0.3813 0.1779 0.030 0.006 -2.783
0.72 -1.0 -20.4 -26.0 0.01 -0.02 -0.95 0 0 0 0.0930 0.9166 0.2311 0.050 0.030 -2.774
0.75 -1.0 -20.4 -26.0 0.09 -0.03 -0.99 0 0 0 -0.3375 0.2455 0.2917 0.065 0.024 -2.767
0.78 -0.8 -20.9 -26.3 0.04 -0.01 -1.01 0 0 0 -0.1488 -0.0324 0.0827 0.062 0.017 -2.761
0.82 -0.8 -20.9 -26.3 -0.06 -0.03 -0.99 0 0 0 0.2340 0.1404 0.1159 0.057 0.020 -2.762
0.85 -0.7 -20.8 -26.8 0.01 -0.00 -1.02 0 0 0 0.2132 0.1910 0.5364 0.059 0.025 -2.753
0.88 -0.7 -20.8 -26.8 -0.03 -0.03 -1.09 0 0 0 0.1790 0.4699 0.4358 0.066 0.031 -2.740
0.91 -1.2 -21.2 -25.7 -0.05 -0.08 -1.05 0 0 0 -0.1407 0.0600 0.0818 0.074 0.031 -2.733
0.94 -1.2 -21.2 -25.7 0.01 -0.02 -1.04 0 0 0 0.1383 -0.1153 -0.0040 0.070 0.030 -2.733
0.97 -0.9 -22.1 -25.1 -0.05 -0.02 -1.09 0 0 0 0.5175 -0.2349 -0.0123 0.058 0.039 -2.734
1.00 -0.9 -22.1 -25.1 -0.19 -0.10 -1.00 0 0 0 0.1999 -0.2709 0.0124 0.037 0.055 -2.735
1.04 -0.9 -22.2 -25.3 -0.20 -0.04 -1.04 0 0 0 -0.0584 -0.1657 -0.2728 0.017 0.055 -2.738
1.07 -0.9 -22.2 -25.3 -0.32 -0.02 -0.97 0 0 0 -0.0156 -0.4590 -0.2246 -0.004 0.053 -2.746
1.10 -1.3 -22.0 -24.7 -0.31 -0.08 -0.96 0 0 0 0.0779 0.2445 0.4267 -0.033 0.057 -2.736
1.13 -1.3 -22.0 -24.7 -0.28 -0.09 -0.95 0 0 0 -0.1744 0.2990 0.2013 -0.035 0.057 -2.728
1.16 -1.9 -22.0 -24.6 -0.26 -0.05 -0.98 0 0 0 -0.1277 0.0559 0.1346 -0.049 0.050 -2.723
1.19 -1.9 -22.0 -24.6 -0.22 -0.06 -0.98 0 0 0 -0.0219 0.0734 0.3626 -0.057 0.048 -2.716
1.22 -1.2 -22.9 -25.4 -0.21 -0.10 -1.00 0 0 0 0.0969 0.1449 0.2540 -0.060 0.052 -2.707
1.25 -1.2 -22.9 -25.4 -0.18 -0.07 -1.02 0 0 0 -0.3214 0.0952 -0.0464 -0.063 0.047 -2.705
1.28 -0.4 -22.5 -25.4 -0.10 -0.01 -1.02 0 0 0 -0.1071 0.1005 0.0126 -0.063 0.037 -2.706
1.32 -0.4 -22.5 -25.4 -0.09 -0.04 -1.00 0 0 0 0.2558 0.1123 0.0841 -0.062 0.041 -2.705
1.35 -1.0 -21.8 -25.6 -0.07 -0.04 -1.00 0 0 0 0.1020 0.0653 0.2306 -0.061 0.046 -2.699
1.38 -1.0 -21.8 -25.6 -0.05 -0.05 -0.95 0 0 0 0.2036 -0.0251 0.0681 -0.061 0.051 -2.696
1.41 -1.7 -22.7 -25.6 -0.03 -0.09 -0.95 0 0 0 0.1899 0.0514 0.1455 -0.059 0.062 -2.691
