iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:53:14 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 3.4 -19.4 -25.4 -0.01 -0.05 -0.98 0 0 0 -0.0621 0.2275 0.0443 0.032 0.012 -2.193
0.06 3.4 -20.8 -24.4 -0.00 -0.02 -0.97 0 0 0 0.0884 0.0724 0.0197 0.034 0.013 -2.192
0.10 3.4 -20.8 -24.4 0.04 0.00 -1.01 0 0 0 -0.0162 -0.0066 -0.1723 0.033 0.014 -2.196
0.13 4.4 -20.8 -24.2 0.02 0.01 -1.01 0 0 0 -0.0766 -0.0614 0.0172 0.031 0.007 -2.202
0.16 4.4 -20.8 -24.2 -0.02 -0.03 -1.00 0 0 0 -0.1392 -0.0035 0.0449 0.028 0.005 -2.201
0.19 4.5 -20.2 -24.7 0.01 0.01 -1.01 0 0 0 -0.1265 -0.0884 -0.0611 0.025 0.003 -2.202
0.22 4.5 -20.2 -24.7 0.03 0.03 -1.01 0 0 0 -0.0232 -0.1100 -0.1137 0.018 -0.002 -2.207
0.25 4.0 -19.3 -25.7 0.00 -0.04 -1.01 0 0 0 0.0076 0.1109 0.1017 0.019 -0.002 -2.207
0.28 4.0 -19.3 -25.7 0.00 -0.04 -1.01 0 0 0 -0.1551 0.0377 0.0896 0.019 -0.003 -2.205
0.32 4.1 -19.6 -25.6 -0.02 0.01 -1.02 0 0 0 -0.0294 -0.0585 -0.1004 0.013 -0.006 -2.206
0.35 4.1 -19.6 -25.6 0.05 0.01 -1.03 0 0 0 -0.0489 -0.0047 -0.0692 0.015 -0.009 -2.209
0.38 3.0 -19.6 -25.8 0.09 0.01 -1.03 0 0 0 0.0302 -0.0268 -0.0295 0.017 -0.008 -2.210
0.41 3.0 -19.6 -25.8 0.14 0.02 -1.04 0 0 0 -0.0142 -0.2132 -0.1666 0.020 -0.009 -2.213
0.44 2.6 -19.2 -26.7 0.17 0.05 -1.07 0 0 0 -0.4279 -0.2948 -0.3897 0.016 -0.017 -2.222
0.47 2.6 -19.2 -26.7 0.20 0.11 -1.14 0 0 0 -0.1243 0.1988 0.0488 0.008 -0.036 -2.234
0.50 2.6 -19.3 -26.9 0.18 0.07 -1.05 0 0 0 0.2807 0.5676 0.3926 0.030 -0.031 -2.226
0.53 2.6 -19.3 -26.9 0.17 0.01 -0.97 0 0 0 0.1480 0.3237 0.2044 0.044 -0.025 -2.218
0.56 4.0 -18.7 -25.1 0.24 0.04 -1.00 0 0 0 -0.0545 -0.2253 -0.2847 0.058 -0.026 -2.222
