iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:53:52 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 3.2 -21.8 -28.0 0.03 -0.01 -0.98 0 0 0 -0.0269 0.0346 0.1059 0.048 0.028 -2.643
0.07 3.2 -21.8 -28.0 0.04 -0.04 -0.96 0 0 0 -0.1144 0.1275 0.0300 0.049 0.027 -2.641
0.10 3.2 -22.0 -25.9 0.09 -0.05 -1.03 0 0 0 -0.2313 -0.2569 -0.0906 0.049 0.021 -2.643
0.13 3.2 -22.0 -25.9 0.03 0.03 -1.02 0 0 0 -0.0129 -0.3304 -0.0993 0.038 0.016 -2.645
0.16 3.2 -20.7 -24.8 0.03 -0.00 -1.03 0 0 0 -0.2339 0.1053 -0.0733 0.035 0.012 -2.649
0.19 3.2 -20.7 -24.8 0.05 -0.04 -1.03 0 0 0 -0.1073 0.0826 0.0920 0.039 0.008 -2.648
0.22 2.9 -20.4 -25.3 0.03 0.03 -1.01 0 0 0 0.0534 -0.1758 -0.0011 0.032 0.008 -2.646
0.26 2.9 -20.4 -25.3 0.04 -0.01 -1.02 0 0 0 -0.0723 0.1472 -0.0329 0.032 0.007 -2.647
0.29 2.0 -20.5 -26.0 0.04 -0.03 -1.01 0 0 0 -0.0918 0.0876 0.1074 0.036 0.004 -2.646
0.32 2.0 -20.5 -26.0 0.04 -0.03 -1.01 0 0 0 0.0191 -0.0655 0.0852 0.034 0.006 -2.643
0.35 2.7 -20.7 -26.1 0.02 -0.00 -1.01 0 0 0 -0.0087 0.0598 0.0394 0.033 0.006 -2.642
0.38 2.7 -20.7 -26.1 0.02 -0.01 -1.02 0 0 0 -0.0121 0.0037 0.0347 0.035 0.006 -2.641
0.41 2.6 -20.3 -25.9 0.05 -0.03 -1.03 0 0 0 0.0805 -0.0921 0.0436 0.033 0.006 -2.641
0.44 2.6 -20.3 -25.9 0.05 0.01 -1.01 0 0 0 -0.0337 0.0438 -0.0188 0.033 0.006 -2.641
0.48 1.9 -19.9 -26.4 0.08 -0.01 -1.01 0 0 0 -0.0213 -0.0901 0.0068 0.035 0.005 -2.642
0.51 1.9 -19.9 -26.4 0.12 0.02 -1.03 0 0 0 0.0143 -0.2989 -0.0091 0.034 0.003 -2.643
0.54 1.7 -20.3 -26.3 0.20 0.02 -1.03 0 0 0 -0.0134 -0.2526 -0.0208 0.032 0.003 -2.644
